id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,children
18001859683332929,"Stell dir vor, du bist ein Regenbogen 🌈 alle Farben sind in dir. Der Regenbogen, hat noch andere wunderschöne Farben an sich. 
Ein Glückskind, ein Wunderfinder, eine Hoffnungsträgerin. Ein Regenbogen ist der Zusammenhalt. Stell dir vor, du bist etwas ganz besonderes. Stell dir vor, du bist die Freiheit. Du bist die Liebe. Stell dir vor du bist die Frau, die sich von allem Bösen, dieser Welt gerettet hat. 
Stell dir vor, du bist eine Königin. Stell dir vor du bist die Gewinnerin deines Lebens. Was soll ich mit soviel tun Gott? 
Na deine eigenes Wunderland erschaffen sunshine? 
Hmmmm, ok Gott. Und wie? 
Na, mit deiner Fantasie großes Mädchen. 
Gott: warum muss ich immer alles alleine schaffen. Früher waren doch Noahs Männer.
Gott:  mein Sturmädchen, doch lebst du in einer anderen Zeit. Dann schicke mir doch einen Mann, der genauso stark ist, wie ich. 
Gott, sei geduldig Sunshine.
Das bin ich doch seit meiner Geburt, ok ab und zu war ich ungeduldig 😅
Weisst du Gott, obwohl mich wenige verstanden haben, war ich stark genug alles selbst zu erkennen und mich zubefreien. Ich habe den Menschen vergeben und im außen gelassen. Mein Herz verdiene ich, meine liebsten, für die ich immer genug bin und der Mann, der für mich bestimmt ist...Danke ❤
Jetzt habe ich die harte Realität in eine wunderschöne Fantasie verwandelt. So wie ich früher, aus negativen Situationen, positive Lösungen daraus gemacht habe. Ein harter Weg, das wünsche ich keinem.
Ich wünsche jedem Glück und das sie sich selbst begegnen... 
Urteile nie über Menschen, derren Herzen du nicht lesen kannst. Urteile dich selbst... 💎
.
.
.
.
.
.
.
.
.
.
#sunshine #selbstliebe #happiness #dankbarkeit #Göttlichkeit #Göttin #Königin #Gewinner #noah #flut #Befreiung #mut #mutzurveränderung #coloursofsunshine #dubistgenug #dubistliebenswert #rainbow #regenbogen #wunder #wunderland #Stiermädchen #brücken #ruhe #Gelassenheit #vertauen #Dukannstallessein #starksein #persönlichkeitsentfaltung #bunt #winner",0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199664134_786727318652731_8070756473691700056_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=dNs1jz24Mq8AX87HjAx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6549a9c87d6fbad6ac65bf106d6a5f1c&oe=60C8B287,https://www.instagram.com/p/CP_192_nPbN/,2021-06-11T23:00:06+0000,
17880637031297957,"#neuharlingersiel #nordsee #nordseeliebe #fischkutter #bunt #colorful #möwe #strandkorb #flut #aperolspritz # Wir hatten sehr schöne Tage in Bad Zwischenahn und an der Nordesee, Greetsiel, Carolinensiel und Neuharlingersiel ♥️ Wir kommen wieder 😍",0,10,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP_q0R1DliP/,2021-06-11T21:22:40+0000,"{'data': [{'id': '18170464594126859'}, {'id': '17886318029179931'}, {'id': '17929555651600980'}, {'id': '17964097411424740'}, {'id': '17909797933801556'}, {'id': '17888741633217555'}, {'id': '17884914515208118'}, {'id': '17889948761191816'}, {'id': '17899190666037824'}]}"
17863119968529166,Nach Ebbe kommt die Flut #jetztkommtdieflut #ebbeundflut #flut #wattenmeer #nordsee #nordseeküste #whatagreatday #meer #watt #wattisdalos #daswasseristganzschönkalt,0,9,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199548210_598424791090936_1522789481717154539_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=N8a_nCQUSUEAX-MfLlH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c1086f26920325a84ef0936fd37bdf50&oe=60C94AAD,https://www.instagram.com/p/CP_fKMHBUrN/,2021-06-11T19:40:49+0000,
17901315778904143,"""Wenn die Flut kommt, gehen wir!""

Odeceixe: Das kindgerechte Erklären muss ich noch üben. Ich glaube der kleine Surfernachwuchs stellt sich unter der Flut ein Tsunami vor.

Der Ort mit der nötigen Stärkung findet sich auch am Strand inklusive einer perfekten Aussicht, um den Spot zu erkunden. Eine der tollsten Lokale mit dem besten Gin #ginsul. 

Das tolle ist, vom Strand aus lässt sich je nach Perspektive und Standort das TüTü bewachen. Der 100-Fach-Zoom taugt was.

""Ja, aber auch mit der Handykamera wird nicht gespielt."" 
Das mit dem Spielen haben wir nochmals ausfühlichst diskutieren müssen, nachdem die Pumpe kaputt ging. Et voila, nun funktionierts...
.
.
.
#flut #ebbe #kindgerechterklärt #kindgerechtesprache #tsunami #odeceixe #ginsul #ginsulhamburg #spielen",2,13,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP_ZI6EB9ae/,2021-06-11T18:48:12+0000,"{'data': [{'id': '18235517578010809'}, {'id': '17904203731879617'}, {'id': '17844963344611599'}, {'id': '17901278281916403'}]}"
17900631029048252,"Schönen Freitag Abend,  ihr Lieben 💛💜🧡

Lassen es uns bei einem Wein im Strandkorb gut gehen. Das Teeni-Kind chillt auf der Bude und wir genießen die Aussicht und die Ruhe 💕

☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆

#sonnenuntergang #sundowner #wein #vino #strandkorb #deich #büsum #küste #küstenkind #meer #nordsee #northsee #abendstimmung #ebbe #flut #ebbeundflut #baden #perlebucht #familienlagunge #abendruhe #urlaub #urlaubsfeeling #sommerfeeling #erholung #entspannung #entspannen #runterfahren",1,29,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199747225_206880157962004_1826784884190555493_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=08s5kzQwYj8AX8xqrUM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=95e12265bfbdbe08d31f11e0ae5a53eb&oe=60C828D3,https://www.instagram.com/p/CP_WXvFFh2u/,2021-06-11T18:24:01+0000,
17968879021408147,".
💢اجرای روندو 
در گام پنتاتونیک
 با بلز کروماتیک 
درامز:استادعلیرضا بهرامی

🎶بلز از اون سازهاییه که میشه خیلی با نوازندگیش کیف کرد و ملودی های پیچیده و جذاب نواخت،اصلا اینطور نیست که فقط مخصوص بچه ها باشه هر چند که یکی از ساز های مهم در کلاس های موسیقی کودکه
 
♦️در دنیا کیبورد پرکاشن های بسیار زیبا و جذابی در سایز ها و گستره صدایی های  مختلف وجود داره 

🪁به عنوان یک مربی موسیقی کودک از نواختن حرفه ای این ساز لذت ببرید

dr.alireza.bahrami

#بلز#کروماتیک#بلز_کروماتیک#پنتاتونیک#روندو#ناصر_نظر#،موسیقی#کودک#مربی_کودک#مربی_موسیقی_کودک#ارف#درامز#شیوا_تاج_پرست #علیرضا_بهرامی #شیراز#فلوت#بچه#کودک#مهد_کودک
#child#belz#flut #orff#music#teacher #alirezabahrami",0,185,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP_URaiHlXd/,2021-06-11T18:05:41+0000,"{'data': [{'id': '17930545078554694'}, {'id': '17889374177231306'}, {'id': '18114167725219649'}, {'id': '17927788105614388'}]}"
17976046999387087,"Büsum-Strand#grün#Ebbe#Sonne#Flut#
Abendstimmung#Wolkenspiel#Träumen",0,2,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP_QnvQnD_w/,2021-06-11T17:33:46+0000,"{'data': [{'id': '17880760775290294'}, {'id': '17900130518044415'}, {'id': '17897689496083736'}, {'id': '17921176402666973'}, {'id': '18002357125336941'}, {'id': '18155169727094488'}, {'id': '18184181011106427'}, {'id': '17888638955206345'}, {'id': '17903401750969502'}, {'id': '17906206483929043'}]}"
17905812538854242,"#patriots #fight #fight #fight #god #light ES WIRD BIBLISCH DER LÖWE IST ERWACHT 17++ Q #trump #donaldtrump #power #new #age #biblical #flut #wasser #water #10 #day #dark #w͓w̵̩ͤg͍͘1̖̣͞w̥g̩̀ 
#1 #7  1717171717171717171717171717171717",0,0,VIDEO,,https://www.instagram.com/tv/CP_PXU6iIK8/,2021-06-11T17:30:31+0000,
17958784351440528,"In dem letzten Jahrzehnt steigt der Meeresspiegel deutlich schneller an als noch im letzten Jahrhundert. Während der Meeresspiegel zwischen 1901 und 2010 um 1.7 Millimeter pro Jahr anstieg, sind es zwischen 2010 und 2020 schon 3.3 Milimeter pro Jahr gewesen. Ursache dafür ist der Klimawandel. Wenn durch höhere Temperaturen die Eismasse auf dem Land (beispielsweise das Landeis der Arktis, Antarktis oder der Gletscher der Alpen) schmilzt gelangt das Schmelzwasser über Flüsse im Meer. Das führt zu einem Anstieg des Meeresspiegels. Einen weiteren Faktor spielt die Wärmeausdehnung der Meere. Durch wärmere Temperaturen dehnt sich das Wasser aus und benötigt dementsprechend mehr Platz. Besonders betroffen vom Meeresspiegelanstieg sind Küstengebiete. Bei einem Anstieg von einem Meter wären 150.000 Quadratkilometer Landfläche ohne Gegenmaßnahmen überschwemmt. Zum Vergleich:  Das entspricht der gesamten Landfläche von Bangladesch. Dadurch müssten weltweit 180 Millionen Menschen umsiedeln und Kosten für Gegenmaßnahmen würden 1.1 Billionen Dollar betragen. In Europa wäre vorallem die Niederlande betroffen. Rund 48 Prozent der Landfläche wären bei einem Anstieg von einem Meter verschwunden. Aber auch in Deutschland würde es Auswirkungen geben. Inseln wie Sylt würden schrumpfen und die Flussdelta von der Weser oder Elbe würden sich deutlich ausdehnen. Bei dem derzeitigen Trend ist ein Anstieg von 56 Zentimetern bis 2 Metern bis 2100 realistisch.

Quelle und Bildquelle: http://flood.firetree.net

#flut #meeresspiegel #meeresspiegelanstieg #anstieg #wasser #arktis #antarktis #grönland #schmelzen #schmelzwasser #see #niederlande #bangladesch #gletscher #gletscherschmelze #schmelzen #eis #warm #erwärmung #klima #klimawandel #klimaneutral #klimagerecht #klimagerechtigkeit #klimaerwärmung",6,299,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP_M2ztnYLR/,2021-06-11T17:00:53+0000,"{'data': [{'id': '17975753503388238'}, {'id': '17975824864375758'}, {'id': '17929244005590145'}, {'id': '18230629747056613'}]}"
17896091423023626,"Made by dieterklemme #sonyalpha7III #photography.  #blaueStunde #Wattenmeer               #photooftheday #photography #pictures #nordseepage #naturliebe #naturephotos #nordlicht  #spaziergang#farbenfroh #zeitfürmich #Hobbyfotograf 
#picoftheday #photooftheday  #instagood #pic#like 
#nature#photographer #pictureoftheday#pictures #photos #artistp #landscapephotography #Wattenmeer#ebbe#flut #Sonnenuntergangsstimmung #Bensersiel",0,18,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198986583_311855790603461_2226314987491884207_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=51nQFql3ZCwAX9ncnmm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3db09e6c87069a7bb5f64815873a0df6&oe=60C837EB,https://www.instagram.com/p/CP_HLNwtwKQ/,2021-06-11T16:11:14+0000,
