,Id,title,source URL,body,time,keywords,country,data source,language
767,FL-2019-000022-IRN,Iran flooding kills 70 after record rainfalls - CNN,https://www.cnn.com/2019/04/07/middleeast/iran-flood-fatalities/index.html,"(CNN) Seventy people have died in flooding in Iran after record rainfalls began saturating parts of the country last month, state-run media reported.

Deaths have been recorded across 13 provinces, with the highest casualties in Fars, Lorestan, Golestan and Hamedan, state-run IRNA quotes the head of Iran's Coroner's Office, Ahmad Shojaei, as saying.

""Over 140 rivers have burst their banks and some 409 landslides have been reported in the country, it reported , adding that 78 roads had been blocked and 84 bridges in flood-stricken areas affected.

Officials on Saturday warned residents in the province of Khuzestan of rising water levels and urged them to take evacuation notices seriously, IRNA reported.

The International Federation of Red Cross and Red Crescent said it was helping thousands of people affected by the flooding.

""Red Crescent volunteers and staff have evacuated hundreds of people to safety, and have distributed food and items such as tents, blankets and health kits to tens of thousands of people,"" the organization's Middle East and North Africa director, Sayed Hashem, said.

Residents take to their rooftops in the village of Bamdezh in Khuzestan province April 5,.

Iran accuses US of hindering aid

On April 2, US Secretary of State Mike Pompeo issued a statement extending condolences to the victims of the flooding in Iran and blaming its government for the disaster.

A helicopter carrying aid in the flooded village of Bamdezh, April 5.

""These floods once again show the level of Iranian regime mismanagement in urban planning and in emergency preparedness. The regime blames outside entities when, in fact, it is their mismanagement that has led to this disaster,"" he said. ""The United States stands ready to assist and contribute to the International Federation of Red Cross and Red Crescent Societies, which would then direct the money through the Iranian Red Crescent for relief.""

""It seems the US Secretary of State is unaware of the mismanagement of natural disasters in the US over the past two years, and hence opines -- in an unprofessional, interventionist and demagogic manner -- on Iran's management of the horrific and unprecedented floods which simultaneously afflicted 24 provinces,"" Zarif said, before referencing Hurricanes Harvey, Michael and Florence and Maria.",2019-04-07 00:00:00+00:00,"['secretary', 'flooding', 'crescent', 'kills', 'regime', '70', 'red', 'thousands', 'rainfalls', 'iran', 'village', 'state', 'reported', 'mismanagement', 'staterun', 'record']",Iran,news article,English
892,FL-2020-000164-IND,"Kharif sowing doubles, thanks to above-normal pre-monsoon rains in central India - ThePrint",https://theprint.in/india/kharif-sowing-doubles-thanks-to-above-normal-pre-monsoon-rains-in-central-india/452730/,"Text Size: A- A+

New Delhi: Thanks to above-normal pre-monsoon rainfall in June in many states, the sowing of kharif crops across the country has more than doubled over last year.

According to estimates from the Ministry of Agriculture, the area sown this year is 315.63 lakh hectares (lha), up 104.25 per cent from last year’s 154.53 lha, because more water-intensive crops like cotton and soybean are being sown this time.

According to the Indian Meteorological Department (IMD), the country has received 22 per cent more rainfall than normal between 1 and 26 June — 165.1 mm against 135.66 mm in the corresponding period last year. Rainfall in central India, including Madhya Pradesh, Gujarat, the Marathwada and Vidarbha regions of Maharashtra, Chhattisgarh and Odisha, was 44 per cent higher than last year.

This has resulted in reservoir storage across the country on 25 June standing at 56.72 billion cubic metres (BCM), against 29.16 BCM last year, while in central India, the corresponding figures are 17.21 BCM and 9.10 BCM respectively.

Also read: Tomatoes cost Rs 70/kg from Rs 4/kg a month back due to early monsoon & supply shortage

Water-intensive crops

According to Water Productivity Mapping of Major Indian Crops by NABARD, the five crops grown in India that require the most water are cotton, rice, soybean, sugarcane and wheat. Cotton in India uses the most water — 22,500 litres to produce 1 kg — with the drier regions of Gujarat and Maharashtra being its leading producers. Soybean requires 900 litres of water for 1 kg produce, and is grown primarily in Madhya Pradesh and Maharashtra.

This year, MP received 162.3 mm of rainfall between 1 and 24 June, more than double the normal 77.3 mm, while Maharashtra received 220.4 mm compared to the usual 147.3 mm over the corresponding period. In Gujarat’s case, the corresponding figures were 106.6 mm and 71.7 mm respectively.

This has resulted in MP’s acreage for soybean increasing to 40.28 lha from nil last year, while in Maharashtra, it has shot up to 18.7 lha from last year’s 0.001 lha.

Cotton sowing has also spiked in Maharashtra to 23.772 lha as on 25 June this year from last year’s 0.194 lha, while in Gujarat, the figures are 11.67 lha this year and 5 lha last year.

Other water-intensive crops like paddy and sugarcane have also seen growth — paddy rising to 37.71 lha from 27.93 lha last year, and sugarcane inching up to 49.69 lha from 49.09 lha.

The sowing of pulses is also up to 19.40 from 6.03 lha, with arhar being grown on 9.87 lha (1.83 in 2019), urad on 2.75 lha (90,000 lha in 2019) and moong on 5.30 lha (last year 2.06 lha) of land.

Experts cautious

Bhagwan Meena, the MP-based convener of farmer body Kisan Swaraj Sangathan, told ThePrint: “The rainfall here is more than anything we have witnessed in the last 10 years. Monsoon has arrived 8 days before normal.”

However, Meena added that the rainfall has also caused a series of problems.

“Many farmers have lost their crops due to waterlogging for days in their field. My 20-acre field is still not ready to sow soybean as there has been continuous rain for the last four days in my area,” he said.

Meanwhile, Arabinda K. Padhee, country director of the International Crops Research Institute for the Semi-Arid Tropics, advised caution.

“The sowing of crops, especially the water-intensive ones, might increase with the early rainfall, but the yield and productivity of these crops are really dependent on the rains in July. There is a need to be really careful with the increasing sowing of these crops as both cotton and soybean are commercial crops and their prices depend on the market status, which is really unpredictable these days,” Padhee told ThePrint.

He added: “The sowing of coarse cereals and millets like ragi and jowar should be promoted owing to its nutritional value. The support price of these crops should be raised, as compared to other crops.”

Also read: Locust swarms spare Delhi but threaten Rs 40,000-crore sugarcane economy in UP

Subscribe to our channels on YouTube & Telegram",2020-07-02 07:00:00+00:00,"['lha', 'water', 'doubles', 'thanks', 'abovenormal', 'sugarcane', 'maharashtra', 'kharif', 'rains', 'central', 'crops', 'sowing', 'mm', 'india', 'rainfall', 'soybean', 'premonsoon']",India,news article,English
1174,FL-2017-000155-VNM,"Vietnam receives more flood aids from Australia, Switzerland, Thailand - VnExpress International",https://e.vnexpress.net/news/news/vietnam-receives-more-flood-aids-from-australia-switzerland-thailand-4188266.html,"A man in Ha Tinh Province enters his house via the roof as streets are submerged under floodwater, October 20 2020. Photo by VnExpress/Le Hoang.

Australia, Switzerland and Thailand have offered aid to victims of multiple storms and floods in central Vietnam last month.

The Australian embassy in Hanoi said on Friday its government will provide an additional AUD2 million ($1.45 million) to help Vietnam respond to the impacts of prolonged floods and landslides in the central region. The country had earlier provided AUD100,000 ($71,300).

The aid money will be used to meet urgent needs like providing clean water and sanitation and hygiene and dignity kits to affected people, and support the restoration of clean water supply to schools.

The Swiss embassy also announced grant of urgent aid worth CHF300,000 ($333,000) to help address the immediate needs of 160,000 people focusing on housing, livelihoods, healthcare, water, and hygiene.

In a phone call to Vietnamese Prime Minister Nguyen Xuan Phuc on Friday, his Thai counterpart, Prayut Chan-o-cha, offered $30,000 toward relief efforts.

The central region was repeatedly hit by torrential rains, widespread flooding and landslides triggered by four storms in October.

So far 235 people have been killed or are missing, almost 390,000 houses were flooded and more than 300,000 families have been evacuated, according to the Vietnam Disaster Management Authority.

Many people have lost almost all their household possessions or had their homes, food stocks, livestock, and crops badly damaged.

The Netherlands has pledged EUR2 million ($2.35 million) and the U.K. announced aid of 500,000 ($649,100) while the U.S. announced a donation of $2.1 million.",2020-11-07 08:00:00+00:00,"['vietnam', 'storms', 'switzerland', 'aid', 'water', 'flood', 'offered', 'urgent', 'aids', 'thailand', 'australia', 'central', 'announced', 'region', 'million', 'receives']",Vietnam,news article,English
887,FL-2020-000038-EGY,"Eco-tip: Bare root tree planting celebrates birthday of the trees, but beware of 'taxes' - VC Star",https://www.vcstar.com/story/news/2021/01/23/ventura-county-bare-root-tree-planting-celebrate-trees-birthday/6686951002/,"David Goldstein

Special to Ventura County Star

In the ancient world, one of the many ways kings taxed their subjects was based on the harvest of their subjects’ trees. According to a website sponsored by Ithaka, which describes itself as “a not-for-profit organization helping the academic community…”, sometimes these taxes were comically complicated.

For example, since likely crop yields in ancient Egypt depended on annual flooding of the Nile River, taxes required three tax collectors and two assessment periods. Before the floods, officials calculated taxes based on predicted flood heights.

After each flood, three assessors refined the tax by holding cords, stretching the cords, and recording by the number of cord lengths the extent of cropland watered. These experts then calculated as a tax 10% of the expected harvest.

Eco-tip:Toilet maintenance important for flow to avoid replacement

Ancient commentary on biblical injunctions shows similar procedures elsewhere. The Jewish holiday of Tu BiShvat, linked to the lunar calendar but celebrated this year on Thursday, commemorates the “birthday” of the trees, a demarcation enacted partly for an ancient tax.

Each tree, regardless of when it was planted, was counted as a year older on this date. The “tree year” was initially for Levitical prohibitions on fruit from the first three years, but later used because each year, or partial year, of the tree’s harvest, 10% of crop yield from each tree was owed to the Temple in Jerusalem for distribution to the priestly class and the poor.

Today, many Jews celebrate the birthday of the trees by planting trees. Although figs, dates and pomegranates are the traditional tree crops of the holiday, I will plant a persimmon tree this Thursday.

Bare root tree planting is generally best at this time of year, and in the bare root stage, planting is easier. As noted by University of California Farm Adviser Ben Faber, “In the bare root stage, trees are still dormant, and you don’t need to be as delicate with them” as you would with evergreens, which typically suffer transplant shock.

Although taxes no longer extract 10% of our harvest for a pharaoh, king or priestly class, and tithing to the hungry through organizations such as Food Forward or Food Share is voluntary, endemic to Ventura County are several other entities likely to extract a share of our crops.

Gophers are prevalent, so one measure to protect your new tree is to protect roots with a mesh gopher barrier. I have dug holes deeper than needed for the root ball, lined the bottom of the hole with chicken wire shaped into a basket, and filled the basket partially with dirt before planting the tree at the desired depth.

Read More:Eco-tip: Native plants for their own sake, Growing Works for others

However, Faber warns, “You really need to line up the bottom of the tree ball with the bottom of the hole” because “if you dig it much deeper, the tree settles over time” and if the trunk stem is covered, the tree becomes vulnerable to disease.

Instead, Faber recommends products such as the Root Guard Speed Basket, which fits into the planting hole, preventing gopher attack.

Moles are also eager to extract a portion of your crop. They are not really eating roots, but digging for worms, disturbing the root system. Both moles and gophers can be killed with spear or harpoon style traps, which are better than anticoagulant poison bait traps because the poison may harm non-targeted species, including predators eating poisoned animals.

Ground squirrels eat roots, strip bark, and also take fruits and nuts from trees. You can stop squirrels with metal guards around tree trunks. Some gardeners place poison gas devices inside burrows.

Birds also try to take a share of crops. Screening or netting material tied around the tree is most effective. Sometimes, owl statues, fake snakes or cat statues can scare away birds, but only if these are repositioned frequently.

Tax authorities of the ancient world no longer take a portion of your garden, so non-toxic methods of pest control can help you enjoy the full wealth of your harvest.

David Goldstein, an environmental analyst with Ventura County Public Works, can be reached at david.goldstein@ventura.org or 805-658-4312.",2021-01-23 08:00:00+00:00,"['tax', 'ecotip', 'ventura', 'roots', 'birthday', 'root', 'celebrates', 'tree', 'beware', 'share', 'taxes', 'bare', 'ancient', 'trees', 'planting']",Egypt,news article,English
943,FL-2021-000021-IND,Fact Check: Avalanche Video From Nepal Goes Viral As Glacier Burst In Uttarakhand - The Logical Indian,https://thelogicalindian.com/fact-check/video-from-nepal-shared-with-false-claims-about-uttarakhands-glacier-burst-26764,"On Sunday (7th February 2020), the Tapovan-Reni area in Uttarakhand's Chamoli district witnessed a huge glacier break which led to massive flooding in Dhauli Ganga and Alaknanda Rivers. Several houses were destroyed and the death toll rose to nearly 31 with over 150 people still missing.

A video is making rounds on social media claiming to show the recently occurred glacier break in Uttarakhand. The 30 seconds long video shows a massive mass of snow falling down a mountain.



It is being shared on Facebook with a caption in Hindi, ""First video of glacier breaking in Chamoli, Uttarakhand which happened this morning.""

The post has been archived here.

The same video was uploaded on YouTube claiming to show glacier break in Uttarakhand.



Claim:

This video shows the glacier burst that happened on February 7, 2021, in Uttarakhand, India.

Fact Check:

By breaking the video from the post into several keyframes and doing a reverse image search, we found out that the video was recorded in Nepal in early January 2021.

The longer version of the same video was uploaded on YouTube on January 12, 2021. The video was titled, ""Massive avalanche at Kapuche Glacier Lake, Nepal.""

Here is the comparison between the video from the viral post and the video uploaded prior to the Uttarakhand tragedy. The location is identified to be the same and confirms the location to be Nepal.

The first image (top) shows the screenshot of the viral video and the bottom one is from the video mentioning Nepal uploaded on January 12.

The original video was uploaded by a user named @naren32 on Instagram in January 2021 which received a lot of attention. Later, the same account posted an over 3-minute long video of the avalanche with a caption that says, ""Huge Avalanche at Kapuche Lake. Here comes a full video of a huge avalanche, had to spend overnight at Kapuche lake (Lowest altitude glacier lake in the world) in order to catch this moment and it eventually paid off.""

The same video was also uploaded on Facebook by an account named Natural Beauty of Nepal on January 13, 2021.



On searching with a few relevant keywords, a news report published on January 16, 2021, also comes up where the same video has been mentioned. The report says, ""Tourists vacationing in the mountains of Nepal filmed a powerful avalanche that hit them, and caused admiration on the network. The group spent the night near Lake Capuche and the next morning captured an unusual phenomenon. The recording shows how a huge avalanche gradually descends from the mountains, raising clouds of snow into the air, and then crashing onto the reservoir.""



Hence, a video of an avalanche from Nepal was circulated with false claims of it being recent and from Uttarakhand.



If you have any news that you believe needs to be fact-checked, please email us at factcheck@thelogicalindian.com or WhatsApp at 6364000343.

Also Read: Fact Check: Photoshopped Image Showing Congress Workers Feeding Cake To Mia Khalifa Goes Viral",2021-02-09 08:00:00+00:00,"['uploaded', 'glacier', 'shows', 'fact', 'huge', 'lake', 'nepal', 'viral', 'burst', '2021', 'video', 'uttarakhand', 'avalanche', 'goes', 'check']",India,news article,English
959,FL-2021-000021-IND,"Anupam Kher express condolences over Uttarakhand glacier burst mishap, wishes speedy recovery of injured - BW Businessworld",http://www.businessworld.in/article/Anupam-Kher-express-condolences-over-Uttarakhand-glacier-burst-mishap-wishes-speedy-recovery-of-injured/07-02-2021-374877,"Mumbai (Maharashtra) [India], February 7 (ANI): By sharing a clip from the glacier burst in Uttarakhand's Chamoli district, veteran actor Anupam Kher on Sunday said that he is 'deeply disturbed and saddened' by the incident.

The 'Saaransh' star also wished for the speedy recovery of the injured.



The 'Hotel Mumbai' star took to Twitter and shared a video that captured the effects of the bursting glacier and the increased water level in the river.

""Deeply disturbed and saddened by the #GlacierBurst in #Chamoli, Uttarakhand!,"" tweeted Kher.

Praying for the speedy recovery of the injured in the tragedy, he added, ""May God give the strength to the families who have lost their dear ones in this horrific tragedy. And may the injured recover soon! #NaturalDisaster.""

Earlier in the day, several Bollywood celebrities including Akshay Kumar, Randeep Hooda, Sidharth Malhotra and many others sent out prayers for people affected in Uttarakhand's glacier burst.

The Union Ministry of Home Affairs is monitoring the situation after the water level in the Dhauli Ganga River increased following an avalanche near a power project at Raini village in the Tapovan area.

The avalanche was triggered after a glacial burst in Chamoli district on Sunday. (ANI)



Disclaimer: The views expressed in the article above are those of the authors' and do not necessarily represent or reflect the views of this publishing house. Unless otherwise noted, the author is writing in his/her personal capacity. They are not intended and should not be thought to represent official ideas, attitudes, or policies of any agency or institution.",2021-02-07 08:00:00+00:00,"['glacier', 'star', 'recovery', 'uttarakhands', 'represent', 'mishap', 'chamoli', 'water', 'kher', 'tragedy', 'views', 'wishes', 'express', 'condolences', 'saddened', 'uttarakhand', 'injured', 'speedy']",India,news article,English
1011,FL-2021-000038-KEN,Seismological rockslide warnings in the Himalaya - Science Magazine,https://science.sciencemag.org/content/372/6539/247.1,"Thank you for your interest in spreading the word about Science.

NOTE: We only request your email address so that the person you are recommending the page to knows that you wanted them to see it, and that it is not junk mail. We do not capture any email address.",2021-04-16 07:00:00+00:00,"['email', 'sciencenote', 'person', 'request', 'wanted', 'warnings', 'himalaya', 'address', 'spreading', 'seismological', 'recommending', 'rockslide', 'thank', 'word']",Kenya,news article,English
1099,FL-2017-000017-PAK,Drone captures devastating floods in Brazil - Yahoo News UK,https://uk.news.yahoo.com/drone-captures-devastating-floods-brazil-030947912.html,"Across the state of Amazonas, more than 400,000 people have been affected by flooding, said the state's Civil Defense service, many of whom were evacuated as water levels climbed.

The Rio Negro river was rising by about 3 centimeters (1 inch) a day and on Monday streets in the center of Manaus were already under water, according to city hall.

""The water level is... the third highest in the history of the city. If it continues like this, it will pass the record 2012 flood,"" said mayoral spokesman Emerson Quaresma.

While rainfall varies from year to year, climate change has brought particularly heavy rainy years and also very dry years that hurt farming, said Philip Fearnside, an ecologist at the National Institute of Amazonian Research in Manaus.

Amazon deforestation may also contribute to long-term changes but does not impact rainfall year to year, he said.",2021-05-18 03:09:47+00:00,"['states', 'drone', 'captures', 'rainfall', 'city', 'varies', 'water', 'state', 'streets', 'brazil', 'floods', 'devastating', 'river', 'spokesman', 'service']",Pakistan,news article,English
169,FF-2016-000062-IDN,"US, Norway say forests are vital to global climate goals - The Guam Daily Post",https://www.postguam.com/the_globe/world/us-norway-say-forests-are-vital-to-global-climate-goals/article_d105501c-33ab-11e6-aafd-f781cd11459e.html,"On Guam, there are three hospitals. Two of them, Guam Regional Medical City and Naval Hospital Guam, have the Gold Seal of Approval from The J… Read more",2016-06-17 07:00:00+00:00,"['forests', 'seal', 'regional', 'vital', 'naval', 'global', 'hospitals', 'read', 'hospital', 'climate', 'norway', 'medical', 'j', 'goals', 'gold', 'guam', 'say']",India,news article,English
693,DR-2016-000142-MOZ,The Red Cross helps with climate change preparedness - Mozambique - ReliefWeb,https://reliefweb.int/report/mozambique/red-cross-helps-climate-change-preparedness,"Extreme weather phenomena and natural disasters are increasing with the rise in global temperatures. These disasters cause the most suffering to the poorest people in the world, who also have the least influence on climate change.

The Red Cross prioritises those who are most vulnerable in its climate change work as well.

The following six examples help illustrate how Red Cross volunteers are helping people and communities prepare for and survive the impacts of climate change and sudden natural disasters in different parts of the world.

1. Drought relief

Climate change is making dry periods more frequent and disrupting annual rains in many areas, thus exposing people, particularly children, to malnourishment. In response, the Finnish Red Cross is helping supply people with clean water in drought-ravaged southern Africa.

In Muzarabani, Zimbabwe, water used to be extremely difficult to come by. Before the construction of a well and water pipeline, the local health station had to administer medication and deliver children without water.

In local schools, children were fainting from dehydration and afflicted with diarrhoea and infections. Running, clean water is a small miracle that is talked about with pride in the area. Now clean water is available at the turn of a tap from two water supply points, which the Finnish Red Cross constructed with funding from the Finnish Ministry of Foreign Affairs.

2. Aid in the midst of a cyclone

Tropical cyclones destroy buildings and infrastructure with increasing force. According to the IFRC Climate Centre, the destructive force of Cyclone Idai, which struck Mozambique in March, was most likely increased by climate change.

Climate change has resulted in a rise in the area’s sea level, and the port city of Beira, which was caught in the middle of the cyclone, is located on low-lying ground. The majority of the destroyed homes were dwellings constructed in low-lying areas.

Intensifying heavy rains are causing increasingly severe flooding and ruining cultivated areas. Contaminated floodwater is also effective at spreading diseases.

After a disaster, people need quick access to clean water and working toilets to prevent the spread of diseases such as cholera. Flood waters also provide ideal breeding grounds for mosquitoes, which spread malaria and other diseases.

Following the cyclone, the International Red Cross deployed emergency response units to Mozambique, which supply water for up to 15,000 and sanitation for up to 20,000 people per day.

With support from donors and the Ministry of Foreign Affairs, the Finnish Red Cross sent a cholera unit and hospital supplies to Mozambique in cooperation with the Canadian Red Cross.

3. The changing climate also impacts health

Between 2030 and 2050, climate change is expected to cause approximately 250,000 additional deaths per year due to malnourishment, malaria, diarrhoea and hot weather, for example.

Improving the health of those who are most vulnerable is at the very core of the Finnish Red Cross’s development cooperation.

Drought and poverty are making life more difficult in many countries, such as Somalia. With the support of the EU, the Finnish Red Cross offered cash donations to 1,500 families with malnourished children in the country.

In addition to this, health care services were provided to 28,927 people, of whom 16,438 were children. Thanks to the support, 92 per cent of children received three meals a day and 98 per cent of acute cases of malnourishment were successfully treated.

4. Forecast-based financing under development

Developing early preparedness helps avoid human suffering when disaster strikes. In Zimbabwe, the Finnish Red Cross is piloting forecast-based financing, which the Red Cross movement is among the first to develop.

The hope is that new working methods will improve the efficiency of disaster risk management and help make related efforts more localised.

Forecast-based financing is also being developed in the Philippines, where the Finnish Red Cross has been conducting community-based disaster preparedness work in the slums of Manila and the countryside since 2013 and helped communities recover from the damage caused by storms.

5. Support for the elderly suffering from hot weather

The impacts of climate change are also being felt in Finland, where winter storms and summer heat waves are threatening the older population in particular.

Warmer summers increase the risk of premature death, especially among the elderly. According to the National Institute for Health and Welfare, the summer 2018 heat wave caused 380 “additional” deaths in Finland. During summer 2018, Red Cross volunteers supported the home care of the elderly in Sotkamo.

Winter storms are also predicted to become increasingly fierce. The Finnish Red Cross helped people and supported the authorities during blackouts caused by crown snow in Kainuu in 2018. People over the age of 75 were visited by volunteers, in addition to which the Red Cross’s logistics supplied the area with generators, water canisters and accommodation supplies.

6. Climate change can cause conflicts

Research shows that climate change can escalate or serve as one of the initial causes of conflicts and migration movements. The Red Cross’s basic work includes responding to the humanitarian consequences of both phenomena and people’s needs.

The range of impacts can be wide. When people flee from conflicts or disasters escalated by climate change, hot weather can prove fatal for the people forced out of their homes, for example. In these situations the Red Cross helps people at refugee camps.

Preparing for climate change and repairing the damage that it causes will require additional resources in the coming years.",2019-06-18 07:00:00+00:00,"['mozambique', 'change', 'children', 'climate', 'support', 'health', 'helps', 'cross', 'impacts', 'finnish', 'red', 'preparedness', 'water']",Mozambique,news article,English
