id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
17931486520561136,"{'data': [{'id': '17899420586032393'}, {'id': '17849162033600266'}, {'id': '17929618813582684'}, {'id': '17875956407426868'}, {'id': '17888671487131997'}, {'id': '18014471236314272'}, {'id': '17892835928156350'}, {'id': '17916818557741723'}, {'id': '17995123027349946'}, {'id': '18027420244305323'}]}","pesona Kahuripan 4 mountain view🏞️🏡
Lok.klapanunggal Cileungsi

Harga KPR 178.000.000
Booking fee 1.000.000
DP 6.780.000 (setelah di ACC bank)
Isi saldo rek btn untuk biaya proses 3.000.000(setelah ACC bank dan sudah termasuk angsuran pertama)
Biaya materai 600.000(untuk proses akad kredit)
All in 11.380.000 (sampai terima kunci)

Angsuran:
10 Tahun 1.858.700
15 tahun 1.382.700
20 tahun 1.151.700

Keunggulan:
Double dinding
Bebas banjir
Lokasi strategis
View pegunungan Asri
Row jalan utama 10-12m
Row jalan lingkungan 6-6,5m

Ketentuan pemesanan:
Umur pemohon 21-45 tahun
Bekerja di Jabodetabek
Masa kerja Karyawan kontrak min.3 tahun
Masa kerja Karyawan tetap min.1 tahun
BI cheking / slik bagus
Belum pernah ngambil kpr

Info lebih lanjut hub penyedia unit:
Yogi (085781534142)

YouTube. : Yogi Gledeg
Instagram :Pesonakahuripangroup182
Tiktok. : Yogigledeg182
Tweeter. : Yogiherisman

#pesonakahuripan
#marketingtips
#perumahanjabodetabek
#b2bmarketing
#strategy
#rumahmurah
#digitalmarketing
#marketingstrategy
#mobilemarketing
#socialmediamarketing
#promotion
#kprbtn
#followme
#rumahsubsidi
#kpr
#rumahmurah
#jabodetabek
#butuhuang
#bogor
#jakarta
#cicilan
#corona
#covid_19
#banjir
#bebasbanjir
#karyawan
#hrd
#rumahminimalis
#propertyjabodetabek
#dirumahsaja",1,5,CAROUSEL_ALBUM,https://www.instagram.com/p/CP50qz8LA5g/,2021-06-09T14:53:19+0000,
17992734367332748,"{'data': [{'id': '18128831989202350'}, {'id': '17877278720490782'}]}","Kostumer marah marah dan siram air ke Kurir!!

#viral #viralindonesia #viralvideos #viralvideo #viralpost #viralbanget #viralkan #bencanaalam #bencana #bencana2021 #penampakan #bencanaindonesia #banjirbandang #banjir #banjirpekalongan #kutilanak #siagabencana #trending #trendingindonesia #trendingnow #trending2021 #trendingtopic #lfl #sinetronzahra #info #infoterkini #lfl💛 #tiktokviral",0,1,CAROUSEL_ALBUM,https://www.instagram.com/p/CP50kpUMvNZ/,2021-06-09T14:52:29+0000,
17883930662215438,"{'data': [{'id': '17976383866379232'}, {'id': '17887081742266391'}, {'id': '18154597141089961'}]}","☎️Kota Tangerang Siaga 112

#ambulangratis 

Sobat Tangerang,

Pukul 19:42 wib
9 Juni 2021
(Rabu)

Kami menerima laporan adanya permintaan ambulan gratis

Responsif : dinkes.kotatangerang

Sumber foto 
Pelapor 

Sobat Tangerang jangan lupa follow instagram, twitter, dan youtube tangerang siaga 112 untuk mengetahui laporan kegawatdarurattan di Kota Tangerang 🙏.

#tangerangnewcity
#kitangerang
#tangerangsiaga112
#tangerangkota 
#tangerangayo 
#infotangerang
#112
#Tangerang 
#emergency
#gawatdarurat
#ambulance 
#gawatdarurat 
#mobilambulance 
#kesehatan
#kecelakaan 
#kriminalitas 
#banjir 
#bencanaalam 
#pohontumbang
#sarangtawon 
#ambulangratis 
#ambyar
#sobattangerang",0,44,CAROUSEL_ALBUM,https://www.instagram.com/p/CP5zsJzBP4f/,2021-06-09T14:44:46+0000,
17983824079369758,,"Adeknya sehat?
.
.
#shitpostindonesia #dirumahaja #ngakak #humor #ngakak #lucu #goblok  #ngakakkocak #internetnegatif  #psbb #hatihatidiinternet #asupanmeme #memesegar #shitpostingindonesia #randomparatolols #hitzeedsamlekom #puasa #lebaran #garit #milyha #viral #infodepok #infojakarta #lucu #hujan #banjir #mantan #dagelan",15,106,VIDEO,https://www.instagram.com/p/CP5vijulXyC/,2021-06-09T14:08:44+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/198963681_233381451565124_5135444643261165975_n.mp4?_nc_cat=111&vs=17891580197081256_993625786&_nc_vs=HBksFQAYJEdPSHgyd3RFaUlSYVF0UUFBSmV4UTcyeHcwUkhia1lMQUFBRhUAAsgBABUAGCRHTElZN1F2cTVyZXd2cGdCQUR5M0J3RDN3aHMzYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaw8bvkufzQPxUCKAJDMywXQDXmZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=Iuk7ICanMI0AX940sSD&_nc_ht=video-sea1-1.cdninstagram.com&oh=ef9dfd02ba5d1638b43916c640248b8c&oe=60C5472D&_nc_rid=f0ed5134e4
17891433602091163,,"Motovlog
.
.
#shitpostindonesia #dirumahaja #ngakak #humor #ngakak #lucu #goblok  #ngakakkocak #internetnegatif  #psbb #hatihatidiinternet #asupanmeme #memesegar #shitpostingindonesia #randomparatolols #hitzeedsamlekom #puasa #lebaran #garit #milyha #viral #infodepok #infojakarta #lucu #hujan #banjir #mantan #dagelan",8,76,VIDEO,https://www.instagram.com/p/CP5vfinleVD/,2021-06-09T14:08:20+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197989762_486084536026707_5167927389120112554_n.mp4?_nc_cat=101&vs=17958846814439520_1134125886&_nc_vs=HBksFQAYJEdJSVZ6UXRUeGhsZ0Y3b0JBS29uaEYyVUtyaEhia1lMQUFBRhUAAsgBABUAGCRHS2RYdnd0aWV6elpFSElBQU13ZVE5dFZQNVFpYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaswu6WwK3sPxUCKAJDMywXQCkhysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=kzgzYsu5vIwAX9N9xEJ&_nc_ht=video-sea1-1.cdninstagram.com&oh=cdcf8ed1760fd56b1fc9a38e6bb49856&oe=60C6196D&_nc_rid=6a2b154cf1
17887374902159723,,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://www.instagram.com/p/CP5rg8jn4Tb/,2021-06-09T13:33:20+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198830925_1369969553387442_3136956263119572077_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=f0V_6PeSVQgAX__yim4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=387d19ff0630fd58af0620de0355cb2e&oe=60C63A83
17892729350158297,,"#Repost ceperofficial
• • • • • •
Gimana ya caranya motor ceper lewati polisi tidur ??
.
Kreator sendyceper
.
Melestarikan salah satu modifikasi tertua di Indonesia  sejak 1990an 🇮🇩🇮🇩

◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽💨
👉 SUPPORT akun kreator sendyceper 
.
Dan subscribe link ada di bio profil ☝ dukung akun ini untuk terus berkarya 👇
.
✨ ceperofficial
✨ ceperofficial
✨ ceperofficial
.
◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽◽💨
.
📸 Ingin Foto / Video Motor kamu ada di gallery kami?
.
✔ Follow ceperofficial
✔ Foto / Video usahakan menarik, HD, dan jelas
✔ Hastag #ceperofficial
✔ Tandai ceperofficial
.
.
#ceperofficial #motorceper #modifikasi #banjir #motormodifikasi #custom #lowrider #honda #yamaha #tiktok #vespaextreme #kawasaki #piagio #ducati #vespa #classic #ototrend #viral #viralindonesia #motorbike #indonesia #jawa #bali #lombok #sumatera #aceh #kalimantan #touring #exploreindonesia",5,329,VIDEO,https://www.instagram.com/p/CP5rbgyFAww/,2021-06-09T13:33:11+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/10000000_3012218755666244_4882929997916563011_n.mp4?_nc_cat=103&vs=17920532029710771_3241510381&_nc_vs=HBksFQAYJEdJQ1dtQUJFMGVyVW1MTUtBRU5tNmxUMnBzTkRia1lMQUFBRhUAAsgBABUAGCRHRUZTeVF0ZjJaQ1lMLUVBQUJ0WnNEUU9xVHhhYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbs6p71zLHZPxUCKAJDMywXQEfd0vGp%2B%2BcYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=9EItnTCTwr8AX-rlvDd&_nc_ht=video-sea1-1.cdninstagram.com&oh=f6b3e669f6abe4e31151e7a3a9aa231e&oe=60C6E16C&_nc_rid=7abb4ed76a
17909822950785688,,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://www.instagram.com/p/CP5rfoEHRus/,2021-06-09T13:33:09+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198126019_332468671583125_5232617766918165618_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=LI01mKI7gpwAX9E2XFZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d230607f2b3a753347221946ad76fc3c&oe=60C5235D
17877035423463131,,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://www.instagram.com/p/CP5reIbHOF3/,2021-06-09T13:32:57+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198119787_981554559259841_499117228463283066_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=uJp65LyIpm8AX9Wkauz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d93d720e287f893128d31c2571dff385&oe=60C70340
17930024077584535,,"Book sekarang dan dapatkan potongan 50rb!
📞Contact:
Line: Duster.ID
WA, Telp&sms:  0811 813 8383
#jasasedottungau #vacuumtungau #jasavacuumtungau #jasavacuumdebu #jasasedotdebu #vacuumdebu #jasavakumkasur #jasavakum #jasavakumjakarta #jasavakumtangerang #vakumtungau #vakumtungaujakarta #batukpilek #banjir #jasavakumtungau #jasavakumdebu #jasavakumgordyn #jasavakummurah #jasavakumkarpet #tungau #banjir #vakumtungautangerang #jasavakumstroller #jasavakumtirai #jasavakumkasur #jasavakumspringbed #jasavakumtempatidur #vakumhydro #vakumtungaubekasi #cucikasur #cucisofabed",0,0,IMAGE,https://www.instagram.com/p/CP5rcqQHhMy/,2021-06-09T13:32:45+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199097448_489689495617127_8111468715550778949_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=gCxITvYa75QAX9AjNbB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3f217fff2ad2fa0c3db4932b531c8dd7&oe=60C582B0
