,Id,title,source URL,body,time,keywords,country,data source,language
1804,FL-2011-000132-UGA,Over 10000 flood victims face starvation in camps - Uganda - ReliefWeb,https://reliefweb.int/report/uganda/over-10000-flood-victims-face-starvation-camps,"By Joel Kaguta

More than 10,000 people who were displaced by the recent floods in Kasese District face starvation amid the Covid-19 pandemic.

Kasese District Covid-19 taskforce is facing a hard time enforcing the Ministry of Health and Presidential directives aimed at stemming the spread of the pandemic in the 27 camps.

Kasese District was on May 7 and 22 hit by floods when five rivers; Lhubiriha, Mubuku, Nyamwamba, Nyamughasana and Sebwe burst their banks and affected communities in seventeen sub-counties as well as Bulembia and Nyamwamba Divisions in Kasese Municipality.

Speaking to Daily Monitor in an interview at the weekend, Mr Joshua Kisembo Masereka, the Kasese Deputy Resident District Commissioner, said the state of people living in camps scattered across various sub-counties is appalling.

“Those living in camps are traumatised and are faced with emotional and mental stress emanating from the losses they registered at an individual level,” he said.

The camps housing stranded people include; Kanyangeya, Nkaiga and Kiraro primary schools having the highest number of people concentrated in one place.

When *Daily Monitor *visited one of the camps at Kiraro Primary School, no one was seen wearing a facemask.\ Despite presence of a hand washing facility that the taskforce have improvised, no one was seen washing hands.

Mr Peter Mutooro, the camp chairperson, said they have failed to enforce the directives against Covid-19 because they are facing hunger.

""Because of Covid-19, we have started decongesting families to the nearby churches and schools so that they reduce on the numbers,"" said Mr Mutooro.

Ms Harriet Kabugho, who chairs the committee overseeing affairs for girls within the camp, said their rights as girls were being violated every day. She explained that five of her friends have been sexually harassed by the boys within the same camp.

""We do not have bathrooms, we use the same latrines and we might contract sexually transmitted diseases,"" Ms Kabugho said.

The coordinator for Centre for Gender Quality, a non-governmental organisation based in Kasese town, Ms Jolly Mbambu, advised that people who are living in camps need to be resettled.

""This will not be the first time government is resettling flood victims. It was properly done during the Bududa landslides saga,"" Ms Mbambu said.

ISSUE

Damage

A tentative impact assessment by the district disaster committee that was presented to the State Minister for Disaster Preparedness, Mr Musa Ecweru, in May indicates that a total of 123,800 people, most of them women and children from more than 24,760 households have been directly affected by the floods.

The most affected areas include Kilembe, Karambi, Bugoye, Maliba, Mpondwe Lhubiriha Town Council, Karusandara, Kyarumba, Mubuku Town Council and the three divisions of Kasese Municipality.",2020-06-08 07:00:00+00:00,"['living', 'town', 'starvation', 'mr', 'victims', 'district', 'covid19', '10000', 'kasese', 'affected', 'camps', 'uganda', 'ms', 'washing', 'face', 'flood']",Uganda,news article,English
53,DR-2014-000109-CHN,'Coke didn't treat Nestea like tea!' Nestle Waters boss suggests soda giant had half-hearted approach - BeverageDaily.com,https://www.beveragedaily.com/Article/2014/08/07/Coke-didn-t-treat-Nestea-like-tea!-Nestle-Waters-CEO-on-brand-rebirth,"Euromonitor senior beverages analyst Hope Lee wrote in a company blog post Monday that despite Nestea’s global status, “it appears to be a neglected brand, lost in Nestle’s vast portfolio”.​

The brand was withdrawn from China in May this year and was subject to a further US sales decline in 2013 – where it faces tough competition from Lipton and Arizona.

Although Nestle took back production and distribution from Coca-Cola this year, Lee warned that “when an FMCG brand does not shine in both the US and China, it is at risk of losing its important to its parent company”.​

“From an overall soft drinks perspective, Nestle has no specific plan as to how to revitalise Nestea although its Nestea Zero variant appears to be doing well in Canada, its largest market,”​ she said.

‘We can compete aggressively against Coke and Pepsi’​

However, at a June 4 investor seminar not previously reported, Nestle Waters USA boss Tim Brown (below) described tea as a form of flavored water and insisted: “Tea is our great opportunity in flavored water”.​

“The first thing we’re going to do that Coke didn’t do is treat Nestea like tea,”​ he said. “Coke managed Nestea as a line extension of soft drinks. And if you look at the taste profiles, calories, etc., it really wasn’t much of a tea drink.""​

“We reformulated this year and took 40% of the calories out, and we have taste preference of 70:30 versus our closest competitor. We’ve also changed the packaging, graphics, and advertising,”​ Brown added.

“Traditionally, as we drove water against both Coke and Pepsi, we think we can bring tea with our route to market and compete aggressively against them. I don’t think that Coke in the US had a lot of heart for the brand, and the results showed in the past few years. We’re going to put a lot into it and we’re very optimistic.”​

Brown said Nestle was seeing “extremely strong growth in Nestea this year”​ and has big plans to grow it in the future, ""given the brands synergies with its system from a production and route to market standpoint”.​

Nestle H1 2014 results see profits down​

More broadly, Brown said Nestle Waters plans to premiumise its high volume, low-margin waters business, building a single-serve portfolio with RTD teas (Nestea), sparkling fruit beverages (Poland Spring) and imported waters (San Pellegrino, Perrier).

Today the world’s largest food company reported sales of CHF 42.981bn ($47.33bn) up 4.7% in organic terms, but net profit fell from CHF 5.1bn to CHF 4.6bn. CEO Paul Bulcke hailed “solid, broad-based organic growth and pricing in what is still a very volatile pricing environment”.​

Nestle reported sales of CHF €3.7bn for Nestle Waters business alone with 6.1% organic growth and a 10.4% operating profit margin (+0.8%) due to ‘leveraging growth’ and cost cuts.

No.1 global bottled water brand Nestle Pure Life drove growth in emerging markets such as China, Egypt, Turkey and Pakistan, while in developed markets regional brands grew – Levissima in Italy, Buxton in the UK, Hepar in France and US mega brand Poland Spring and Deer Park in the US.

“Specifically in North America we saw an acceleration of our growth versus last year – it was driven mainly by strong volume across US retail thanks to our regional spring waters and our international brands Perrier and San Pellegrino,”​ Nestle CFO Wan Ling Martello told analysts this morning.",2014-08-08 07:00:00+00:00,"['spring', 'waters', 'halfhearted', 'nestea', 'growth', 'didnt', 'giant', 'brand', 'suggests', 'treat', 'chf', 'water', 'coke', 'soda', 'nestle', 'tea']",China,news article,English
1771,FL-2011-000132-UGA,"Uganda - Floods (Uganda Red Cross Society, FloodList, NOAA-CPC, media) (ECHO Daily Flash of 21 August 2020) - Uganda - ReliefWeb",https://reliefweb.int/report/uganda/uganda-floods-uganda-red-cross-society-floodlist-noaa-cpc-media-echo-daily-flash-21,"In recent days, floods caused by heavy rain have affected the Western Region. According to the Uganda Red Cross Society, one person died in Kasitu Sub County (Bundibugyo District) on 19 August. Damage assessments are ongoing but at least 800 households are thought to have been affected by the flood.

Rising water levels have been reported around Lake Albert, affecting approximately 60% of the population in the area. Hygiene and sanitation conditions have worsened. In Kasese District, the Nyamwamba and Mubuku rivers burst their banks again.",2020-08-21 07:00:00+00:00,"['red', 'water', 'media', 'sanitation', 'society', 'floodlist', 'flash', 'district', 'echo', 'worsened', 'thought', 'affected', 'sub', 'floods', 'uganda', 'western', 'noaacpc', 'daily']",Uganda,news article,English
78,DR-2015-000134-SOM,Ocean sediments suggest dry future for Horn of Africa - Nature.com,https://www.nature.com/news/ocean-sediments-suggest-dry-future-for-horn-of-africa-1.18528,"Reduced rainfall in East Africa linked to anthropogenic climate change.

A severe drought hit the Horn of Africa in 2011. Credit: Oli Scarff/Getty Images

The Horn of Africa is growing drier, threatening food security for millions of people — and this change is driven by global warming, according to an analysis published on 9 October in Science Advances1. The finding casts doubt on projections suggesting that the region will become wetter as global temperatures rise.

Jessica Tierney, a molecular palaeoclimatologist at the University of Arizona in Tucson, and her colleagues extracted regional temperature and precipitation records from deep-sea sediment cores drilled from the Arabian Sea. They show that twentieth-century drying in the region is unusual in the context of nearly 2,000 years of rainfall, and that it is linked with recent warming trends.

“You have to conclude there has been an anthropogenic contribution to the decline in rainfall,” says Chris Funk, a research geographer at the University of California, Santa Barbara. That contradicts prior studies2 that have associated the drying trend with the natural variability of Pacific Ocean surface temperatures.

Pirates at sea

Understanding past climate change in the Horn of Africa is difficult. Instrumental records and natural records of climate are rare — there are no permanent lake basins and scarcely any trees in the area.

So to reconstruct these historical patterns, co-author Peter deMenocal, a palaeoclimatologist at the Lamont–Doherty Earth Observatory in Palisades, New York, sailed with a team to the Gulf of Aden. The team drilled into the sea floor and collected cores from a depth of 869 metres.

The journey was perilous. The team embarked in early 2001, just before piracy, terrorism and political unrest made the region dangerous for scientific work. The ship operated without radio, lights or radar along the coast of Somalia and Yemen, and received updates on pirate attacks by fax.

Winds transport large quantities of dust from the region into the gulf, depositing about 32 centimetres of sediment every 1,000 years. Tiny fossilized organisms and other material trapped in these layers provide a detailed account of past climates, allowing researchers to reconstruct conditions in five-year increments from 1850 t​o ​​2000, and every 10 years prior to 1850. “It’s an enormously high sedimentation rate. A lot of mud per unit time gives great records,” says deMenocal.

Leaf history

Back in the lab, Tierney deciphered changes in the region’s temperature and rainfall from ad 100 to 2000. To reconstruct past sea-surface temperatures, she and her colleagues looked to tiny marine microorganisms — types of archaea — that alter the chemical structure of their membranes as the water temperatures cool or warm.

The team deduced information about aridity using the chemical composition of leaf waxes from terrestrial plants, which mix with dust and become trapped in sediment. “Plants are kind of a rain gauge. The waxes that they make record drought stress on land,” says Tierney.

Rain that falls during dry periods is rich in deuterium, a heavy isotope of hydrogen. Leaf waxes that contain higher levels of deuterium thus signal dry spells.

Tierney found that deuterium levels decreased during the Little Ice Age (1450–1800), the wettest period of the past 2,000 years in the region. But they rose sharply during the twentieth century, in step with local sea-surface temperatures — a sign of aridity. “It has been this dry before, but the rate of change is unusual,” says Tierney. Short bouts of dryness appear in the record around ad 700 and 900, but this aridity is more variable than the steady increase in dryness observed through the twentieth century.

“The relationship seems to have held up quite robustly,” says Funk.

Dry prospects

East Africa has experienced spring droughts in 8 of the past 16 years3, which have contributed to hundreds of thousands of deaths and widespread food insecurity. Yet global climate models project a wetter East Africa by 2100.

The region has two rainy seasons, agriculturally important “long rains” from March to May, and “short rains” from September to November. Global climate models suggest that the short rains will become more intense as an atmospheric pattern over the Indian and Pacific oceans, called the Walker circulation, becomes weaker in response to global warming.

But these models have overestimated the impact of the Walker circulation on the short rains and underestimate the changes during the long-rain season, says Tierney. Others say that the Walker circulation may become stronger.

For now, regional models and observations may do a better job of predicting the impact of global warming on rainfall in the region. One such modelling study projects increased aridity by mid-century, and the subsequent collapse of some of East Africa’s crop-growing seasons4.

“We can’t assume the Horn will get wetter — the palaeoclimate data certainly don’t suggest that,” says Tierney. “We need to work harder to understand what the long rains are going to do.”

References 1 Tierney, J. E., Ummenhofer, C. C. & deMenocal, P. B. Sci. Adv. 1, e1500682 (2015). 2 Yang, W., Seager, R., Cane, M. A. & Lyon, B. J. Clim. 27, 7185-7202 (2014). 3 Funk, C. et al. Scientific Data 2, 150050 (2015). 4 Cook, K. H. & Vizy, E. K. Clim. Dynam. 39, 2937–2955 (2012). Download references

Authors Hannah Hoag View author publications You can also search for this author in PubMed Google Scholar

Rights and permissions Reprints and Permissions",2015-10-09 07:00:00+00:00,"['suggest', 'region', 'climate', 'africa', 'rains', 'sediments', 'rainfall', 'dry', 'tierney', 'global', 'past', 'ocean', 'horn', 'team', 'temperatures', 'future']",Somalia,news article,English
1022,FL-2016-000114-EGY,More than a million people in India flood relief camps - Egypt Independent - Egypt Independent,https://egyptindependent.com/more-than-a-million-people-in-india-flood-relief-camps/,"More than one million people have packed relief camps to escape devastating monsoon floods that have killed more than 410 people in India’s southwestern state of Kerala, officials said Tuesday.

About 50,000 homes have been destroyed, according to one Kerala legislator, and people are flocking to the camps as the scale of the desolation is revealed by receding waters.

A total of 1,028,000 people were now recorded in about 3,200 relief camps across the state, a state government spokesman told AFP.

Six more bodies were found Monday, he added, taking the toll to more than 410 since the monsoon started in June.

At Chengannur, one of the worst-hit towns, more than 60 centimetres (two feet) of water still blocked many roads as more rain fell Tuesday.

Army teams said several thousand people in the town remained in homes inundated by 10 days of torrential downpours that have battered the state.

Rescue teams in Chengannur on Tuesday finally reached the house of retired army officer K.G. Pillai, who said up to 2.4 metres (eight feet) of water had engulfed the house where his family had lived since 1952.

“In the past there has never been more than one foot of floods and people are not used to this,” he said.

Many roads and homes around Pillai’s house remained inaccessible.

“Around 26 people moved into the first floor of our home” to take refuge from the floods, he said.

A senior army officer involved in the rescue operation in Chengannur said authorities believed most of the people left in town did not want to be evacuated and were instead seeking food and water.

“We received a distress call late yesterday to rescue a disabled child and will be going in today on boats to check if there are others who need assistance,” he said.

Relief efforts

Thousands of army, navy and air force personnel have fanned out across the state to help those stranded in remote and hilly areas.

Dozens of helicopters and even drones have been dropping food, medicine and water to cut-off villages.

Tens of thousands of people in Chengannur and surrounding towns and villages are relying on community kitchens for meals, after water from hilly districts in Kerala’s north poured down into lowland regions.

“People have lost all or most of their belongings in the last few days,” the officer said.

Shashi Tharoor, a deputy from Kerala and former UN official, estimated that 50,000 houses had been destroyed. He said he would seek possible UN assistance in relief efforts during a trip to Geneva this week.

Millions of dollars in donations have poured into the state from the rest of India and abroad since the extent of the devastation became known.

Supreme Court judges have donated $360 each while the British-based Sikh group Khalsa Aid International has set up its own relief camp in Kochi, Kerala’s main city, to provide 3,000 meals a day.",2018-08-21 07:00:00+00:00,"['flood', 'million', 'chengannur', 'floods', 'state', 'house', 'water', 'homes', 'relief', 'camps', 'india', 'officer', 'kerala']",Egypt,news article,English
231,FF-2016-000062-IDN,Indonesia's historic shift to an urban economy - Deutsche Welle,https://www.dw.com/en/indonesias-historic-shift-to-an-urban-economy/a-19345723,"Indonesia is experiencing a major and rapid structural change, from a predominantly rural and farm-based economy to an urban services-based economy, concluded a recent World Bank report titled Indonesia's Urban Story.

Cities in Indonesia are expanding at a rate of 4.1 percent per year, the report stated. It also estimated that by 2025, in less than 10 years, about 68 percent of the Southeast Asian nation's population would be living in urban areas.

The country's urbanization is among the fastest in the world, with the size of its urban land increasing by around 1,100 square kilometers between 2000 and 2010 – second only to China.

Urbanization, many economists argue, promotes economic growth and boosts incomes. ""Cities increase formal employment and productivity - these gains can strengthen Indonesia's ability to generate and share prosperity,"" said the WB study.

However, such masses of people moving from villages to cities present not only opportunities but also a multitude of challenges such as growing congestion and worsening pollution levels.

Infrastructure deficit

A deficit in urban infrastructure is constraining Indonesia's cities, the report noted. ""The quality of urban infrastructure is poor in Indonesia, and access to basic services, such as clean water, sanitation, electricity and transportation, has remained generally limited and not well distributed.""

The study revealed that only 48 percent of urban households now have access to safe water, compared to 50 percent over a decade ago. Meanwhile, sewerage coverage exists in just 11 of the nation's 98 cities and only two percent of city dwellers have access to centralized sanitation systems.

Indonesia has a severe infrastructure problem and the cities are already stretched, says Paul Rowland, a Jakarta-based independent political analyst.

""Housing is already at a premium as land prices have skyrocketed in the past decade and government cannot keep up with the demand for housing in what are already some of the world's most densely populated urban areas,"" he told DW.

""Urban sprawl and unregulated development in the suburban areas of Jakarta and Bandung have also resulted in landslides and more downstream flooding,"" Rowland added.

Underinvestment

The country's weak urban infrastructure is an outcome of decades of underinvestment, experts say, stressing that insufficient investments leave many communities vulnerable to poverty.

While Indonesia's economy expanded by an average of 5.8 percent in the mid to late 2000s, its infrastructure stock rose by just three percent. In contrast, China's spending on infrastructure over the past decade amounted to around 10 percent of its economic output.

""The lack of infrastructure capital is clearly a major constraint, especially in large metropolitan cities, which are stagnating while small cities lack in their delivery of basic services,"" says Sumedh Deorukhkar, Asia economist at BBVA Research.

Recognizing the need to respond to the nation's infrastructure deficit, the Indonesian government has ramped up its spending in recent months.

""The government over the past year has announced a spate of measures aimed at enhancing consumer purchasing power as well as boosting investment activity and industrial competitiveness,"" Deorukhkar noted.

Managing the process

But despite the acceleration in infrastructure spending, Indonesia still needs to plan and implement major medium-term urban infrastructure development to cope with the rapid increase in projected urban populations, says Rajiv Biswas, Asia-Pacific Chief Economist at IHS Global Insight.

This will require sustained medium-term infrastructure development for urban water supply and sanitation, affordable housing, power generation, ports, airports and urban public transportation systems, he told DW. ""The development of modern smart city infrastructure and building of advanced urban townships will help to accelerate industrial development and inward foreign investment by multinationals.""

This is particularly important to deal with the challenge of promoting industrialization and creating enough jobs in urban areas to absorb the fast-growing numbers of workers.

If Indonesia is successful in industrializing its economy and boosting industrial output for both the fast-growing domestic consumer market and for exports, this will result in strong migration flows of rural workers into cities, Biswas said. ""Indonesia's future industrialization and urbanization will occur in tandem.""

A failure to effectively plan and manage the process of urbanization would lead to tremendous economic and social troubles, warn experts. The problems include sprawling urban slums, high rates of unemployment, poverty and crime.

Political impact

Besides decrepit infrastructure, issues related to land acquisition, access to formal credit facilities and rigid labor laws also dampen the positive impact generated from urbanization, analyst Deorukhkar said.

Rowland believes increasing urbanization has had an impact on politics in the country's urban areas. He says, in the past few years, voters have elected reformers to head Indonesia's three largest cities and they are making a difference by improving services and beginning to tackle longstanding issues like traffic, flooding and pollution.

""With increasing urbanization, it is to be hoped that the identity and crony politics of the past will begin to lose sway.""",2016-06-21 07:00:00+00:00,"['areas', 'indonesias', 'urbanization', 'urban', 'indonesia', 'cities', 'economy', 'shift', 'past', 'historic', 'development', 'infrastructure']",India,news article,English
668,Drought_Ghana_2019_Aug,How should food companies work with Alibaba? - just-food.com,https://www.just-food.com/features/how-should-food-companies-work-with-alibaba/,We use cookies to ensure that we give you the best experience on our website. If you continue to use this site we will assume that you are happy with it.,2019-08-16 07:00:00+00:00,"['happy', 'continue', 'website', 'assume', 'food', 'site', 'ensure', 'cookies', 'best', 'companies', 'alibaba', 'work', 'experience']",Ghana,news article,English
1010,FL-2016-000114-EGY,Ancient Egyptian calendar: 1st calendar known to mankind - Egypttoday,https://www.egypttoday.com/Article/4/74680/Ancient-Egyptian-calendar-1st-calendar-known-to-mankind,"Ancient Egyptian Calendar - YouTube

CAIRO - 11 September 2019: Today marks the Egyptian year 6261, the beginning of the first Egyptian and international calendar in human history.



A solar calendar developed by the ancient Egyptians to divide the year into 13 months. It depends on the sun cycle. The Egyptian calendar is one of the first calendars known to mankind.



The ancient Egyptians then discovered the lunar year and divided it for seasons, months, days and hours. They were able to distinguish between a simple year and a leap, an astronomical miracle at the time.



The Coptic calendar, or the ""Martyrs' Calendar,"" relies mainly on the ancient Egyptian calendar. It is called the solar calendar. It is an arithmetic system the ancient Egyptians established for the division of the year. The year they created consists of 13 months.



The calendar was calculated based on the sun cycle, and is one of the first calendars known to mankind and the most accurate in terms of climate conditions and agriculture during the year, where the Egyptian farmer has been relying on it to determine the seasons of agriculture and crop yielding for thousands of years.



The Egyptian calendar contributed to the development of different calendars of ancient civilizations, whether they were solar or lunar. Although thousands of years have passed since the beginning of the ancient Egyptian calendar, which relied on the Nile flood in determining the beginning of the year, it is also the current calendar that regulates agriculture in Egypt in modern times.



The researchers believe that the Egyptian calendar was founded by the ancient Egyptians and the calculations are conducted according to the rotation of the sun, dividing the year into thirteen months.



Despite the series of changes that have affected it later, it is the most accurate calendar so far because of the weather conditions as well as the different seasons of agriculture.



According to the Egyptian researcher Joseph Mamdouh Tawfik, the ancient Egyptian calendar is highly accurate and was a miracle of its time. However, it is not exactly in line with the current Gregorian calendar used around the world.



",2019-09-11 07:00:00+00:00,"['calendars', 'mankind', 'beginning', 'solar', 'known', 'egyptian', 'seasons', 'accurate', 'calendar', 'agriculture', 'egyptians', '1st', 'ancient']",Egypt,news article,English
1371,FL-2020-000164-IND,"Thunderstorm, strong winds in Delhi-NCR, light to moderate rain expected - India Today",https://www.indiatoday.in/india/story/weather-forecast-today-dust-storm-thundershower-rain-baghpat-delhi-faridabad-noida-ghaziabad-gurugram-jhajjar-meerut-shahdara-sonipat-shamli-1695241-2020-06-29,"Residents of Delhi-NCR witnessed some respite from high temperatures on Monday as the weather turned windy, with an alert for a thunderstorm issued by the Indian Meteorological Department (IMD).



""Thunderstorm with wind speed up to 20 to 40 kilometre per hour with light to moderate rain would occuer over and adjoining areas of enter Delhi, Faridabad, Ballabgarh, Noida, Ghaziabad, Mathura, Bharatpur, Rajgarh, Jhajjar, Farukhnagar , Meerut, Dadri, and Modinagar on Monday evening,"" said the alert from IMD on Monday.



Last week on Wednesday, Delhi-NCR had witnessed heavy rainfall with IMD announcing arrival of monsoon in the region.",2020-06-29 07:00:00+00:00,"['imd', 'moderate', 'strong', 'wind', 'winds', 'delhincr', 'rain', 'weather', 'turned', 'windy', 'alert', 'week', 'light', 'witnessed', 'expected', 'thunderstorm']",India,news article,English
958,DR-2016-000142-MOZ,Mozambique: Humanitarian Dashboard (30 November 2016) - Mozambique - ReliefWeb,https://reliefweb.int/report/mozambique/mozambique-humanitarian-dashboard-30-november-2016,"Situation Overview

The current response plan provides food assistance for approximately 1.2 million people across all seven drought-affected provinces from October 2016 through March 2017. The total funds received as of the end of November for drought response amount to US$ 121 million out of US$ 179,1 million required to ensure assistance till March 2017, leaving a funding gap of 32%. Furthermore, the revised strategic response plan (SRP) includes a flood component estimated to cost US$ 32 million to respond possible related emergency according to the contingency plan 2016/2017 scenarios.

Land preparation and planting are underway in southern and central areas where normal to above-normal rainfall is expected. Green food will become available in the South in February, followed by the harvest in March. To this end it is crucial to accelerate the seeds distribution to affected population pereferably by end of December 2016. According to the Crop and Early Warning Unit (DCAP) from the Ministry of Agriculture and Food Security (MASA), as of mid-October, land preparation in the southern region has reached 70 percent of the total planned area, while in the central and northern regions land preparation had reached 50 percent of the total planned area.

The Government of Mozambique, together with the food security cluster members, provided seeds to drought-affected households beginning of August. Additional distributions are planned to be held in December providing access to seeds, hence, good prospects for the agricultural season. The extent to which the informal seed network will meet farmer’s needs is undetermined.Moreover, FEWS NET estimates that between October and December, nearly 1.8 million people will likely face Crisis (IPC Phase 3) outcomes. Needs may peak at nearly 2.3 million by the end of March 2017, including potentially flood-affected persons. Volumes of staple foods and commodities are adequately supplied in most monitored markets although the food prices are still relatively high. CHEMO is piloting electronic voucher for food assistance targeting 13,007 households in Tete and Sofala provinces with e-vouchers. To date, 10,378 households have been registered and the problems encountered with the roll-out of e-vouchers include few certified vendors, the illiteracy of the beneficiaries and the poor road network (especially during the rainy season).

The general level of acute malnutrition will likely deteriorate slightly during the lean period, and in some drought-affected areas, global acute malnutrition (GAM) prevalence may go above 10 percent through the end of February 2017. Other factors that could impact GAM prevalence include the possibility of flooding and displacement due to conflict, which could disrupt access to health services. The increased incidence of seasonal diseases, such as diarrhea and malaria, overall poor access to water and sanitation, and low nutrition rehabilitation program coverage also impact people’s vulnerability.

The negative impacts of the ongoing political-military tension are affecting efforts to provide emergency humanitarian assistance to those in need in affected areas. The government recognizes that 2,938 persons have been displaced in Manica and are being accommodated in camps. From 28.11-04.12 it was carried out a joint assessment (Government and HCT) to Manica province to understand what the needs are and the HCT is at the moment developing a response plan to assist the IDPs.

Recent rainfall has not improved either surface or groundwater availability. In all river basins, water levels remain below alert levels. The Pequenos Limbobos dam is at 15% of storage capacity. The water authorities (ARA Sul) are considering limiting the use of water for irrigation so as to ensure the domestic water supplies of Maputo, Matola and Boane municipalities.",2016-11-30 08:00:00+00:00,"['mozambique', 'response', 'plan', 'humanitarian', 'seeds', 'end', '30', 'assistance', 'food', 'dashboard', 'million', 'total', '2017', '2016', 'water']",Mozambique,news article,English
