,id,caption,comments_count,like_count,media_type,media_url,permalink,timestamp,keyword,hashtag,children
3,17909102596794129,"Here are four facts you should know as we once again battle California wildfire season:
🔥 41 of 58 of California’s counties are in a state of drought emergency as the state continues to fall deeper into drought. This means more dry land, and potential for more wildfires.
🔥 Fire season has already begun. There have already been nearly 2,800 wildfires, with nearly 16,000 acres burned since the first of the year. This is an extremely early start for fire season, as less than 2,400 acres had burned by this time last year. Experts believe that as temperatures continue to rise and droughts sustain, parts of California will be in fire season year-round.
🔥 Cal Fire has hired nearly 1,400 new seasonal firefighters to combat the increased demand. Governor Gavin Newsom is proposing an additional $38.9 million to staff current and additional Cal Fire crews.
🔥 Newsom also proposed an additional $2 billion to combat the fires this year, which would be the largest wildfire budget ever proposed by a governor, saying “Climate change has created a new wildfire reality in California.”

Tap the link in my bio to more about what to expect and things you should know as we head into warmer months!",1,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197496544_2855978794651336_1657751990461376943_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=dYJ_cBvLub0AX_vKXlM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ea169567dc285edac4eed1fe1daee7e7&oe=60C3F7B3,https://www.instagram.com/p/CP1Mx0UL4un/,2021-06-07T19:47:47+0000,drought,drought,
4,17920950562712474,"Don't miss any webinars! 🤩⁠ ⁠ Sign up to be notified of all upcoming webinars using the link in our bio.⁠ ⁠ ⁠
⁠
#smartwatermanagement #subscribe #hydropoint #webinar #baseline_irrigation #irrigation #smartirrigation #pond #stormwater #webinars #drought #irrigationsystem #irrigationcompany #propertymanagement #landscape #irrigationworks #irrigationtechnician #waterislife #savewater #conservation⁠",0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/198735740_315365756793383_8109183131801365403_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=dw-4lHHFeeQAX86eVwR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=33c4447197bdd8564e3982c4b6b4cb02&oe=60C43CB6,https://www.instagram.com/p/CP1Md5bFl5Q/,2021-06-07T19:45:19+0000,none,drought,
5,17853406406588579,"Drought and wildfire are part of our lives in Southwest Colorado. MSI brings insight and hope to these often overwhelming issues. Learn more about what we are doing to support our ecosystems, and donate today to our Moving Mountains campaign through our link in bio.
•
•
•
•
•
#supportscience #mountainstudiesinstitute #regrowth #wildfire #science #donate #give #volunteer #research #citizen #community #citizenscience #mountains #fire #drought #colorado",0,7,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197913943_880917812495918_6769200063227759413_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=mv9FkxIjHJwAX8Ouxgj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=01f70bab4321224bb9fb71c2eeb0f488&oe=60C44B56,https://www.instagram.com/p/CP1LyyfN838/,2021-06-07T19:39:11+0000,drought,drought,
6,17887973573287788,Can’t get enough of this water. #drought #waterinthedesert.,0,19,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198136662_208746620970377_6895628625229383506_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=cRlVHKBLrh4AX8ZM4tT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=04130048c7b0eaf70da91173b536763b&oe=60C451FC,https://www.instagram.com/p/CP1JwxSBEXx/,2021-06-07T19:21:26+0000,drought,drought,
7,17868162104514672,"The devastating wildfires desecrating our lands and displacing our communities do not share a biological bond to California’s natural history. Controlled burns are an integral part of keeping local ecosystems thriving and healthy.

🔗: Read more at the link in our bio.

#clcvscorecard #climate #climatechange #climateaction #climatejustice #environment #carbon #emissions #carbonfootprint  #bigoil #accountability #climatenews #savetheplanet #publiclands #lwcf #30x30 #banfracking #greennewdeal #wildfires #californiafires #drought #fireseason",1,9,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197305920_483702206220600_619046964731154737_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=yjznF1BhPTYAX-Qyl3C&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=402fc1a5e50e008620e05d9b029b30d5&oe=60C42835,https://www.instagram.com/p/CP1It9KgxpA/,2021-06-07T19:12:19+0000,drought,drought,
8,17900929952008335,"Looking farther up the same redwood tree as the last post!

The sights are spectacular yet when in a forest you really have to breath the air in deep.
.
.
.
#nature #nature_perfection #trees #wildlife #beautifultrees #treesofinstagram #spring #capillaryaction #citizenscience #magic #indigenous #forest #forestphotography #wildfire #tree #california #humboldt #art #climate #environment #ecology #drought #ecosystem #biome #love #redwood #forestbathing",2,41,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199051330_4089476127852216_1258770206654649117_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=YQSHC_F_7okAX8PCPgz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=bb9050cc59a5f64cdda9ad6b4d1d3ab8&oe=60C2C4A2,https://www.instagram.com/p/CP1IEfrA8so/,2021-06-07T19:06:39+0000,none,drought,
9,17950829281461493,"Ask your legislator to support the short-term funding Southern California needs to increase recycled water use. We've partnered with the WateReuse Association to make this video highlighting how climate change and drought is threatening California's water supplies. And time is running out to secure a better water future. 

Luckily, communities are hard at work, planning recycled water projects that can transform our state’s water supply

But we need your help. We’re asking you to include $750 million for recycled water in the drought package…this will ensure California’s water future, create jobs, and support our environment and economy…and that’s only the beginning.

It is time to invest in new drought tolerant water supplies for our State... and the time to address the problem is now.

#recycledwater #waterreuse #cawater #california #drought #waterrecycling",0,2,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197219454_347961263415530_4062465234366288214_n.mp4?_nc_cat=108&vs=17901733867988738_2165355715&_nc_vs=HBksFQAYJEdINVV3UXZxWUlBTGVEd0JBRmJSeGxhYnhtQTRia1lMQUFBRhUAAsgBABUAGCRHRGRmMVFzT1pMMFlFekVDQUVEWngzWGVMNW82YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb8ksH%2FrvvGPxUCKAJDMywXQEu3bItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjk2MC5mZWVkIn0%3D&_nc_ohc=oQcfFdoL3BMAX9MouxS&_nc_ht=video-sea1-1.cdninstagram.com&oh=1be0b32db471a413a47ad0ece930857f&oe=60C41A02&_nc_rid=988d0fe50e,https://www.instagram.com/p/CP1HdiGFCdQ/,2021-06-07T19:02:05+0000,drought,drought,
10,17914718257774173,"Bought the mob in to tag and tail the lambs and check them over we’ve had 46 lambs this year so far 💪

#lambs #merino #merinosheep #sheep #droughtsnfloodingrains #drought #rural #ruralaustralia #ruralphotography #allthingsagriculture #bestpicoftheday #farmingaustralia #farming",0,2,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP1GmNQjijY/,2021-06-07T18:53:47+0000,none,drought,"{'data': [{'id': '17975425174382463'}, {'id': '17878664030474798'}, {'id': '18118869706215867'}, {'id': '17876412359420898'}]}"
11,17902201564983817,Saw this #constructionsite as I Drove through #wasagabeach to #bmfa today to prepare to #openshop ... The central #pond was the most #turquoisewater #pristine from the #tinytownship #pristinewater probably .. which is #threatened by #gravelmining at #frenchshill ... and I did a #pleinairpainting of the view #pristinewater and #constructiontrucks and in the background a #golfcourse watering their grounds from the #aquifer during this #drought .. #rainforecast later today! #hilaryslaterartist #hilaryslaterstudio #electriccardriver #ecoartist #savetheplanet #localactionglobalimpact,1,5,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197778643_933330574124542_8724474137309524627_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=EJ8-IP4_Z-MAX9S_SDC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4ed6666e771f45bd7281fc11701cbd89&oe=60C3E786,https://www.instagram.com/p/CP1FR6PnR0z/,2021-06-07T18:42:16+0000,none,drought,
12,18117282016225631,"🇨🇵 DEATHSPELL OMEGA - Drought

#deathspellomega #drought #blackmetal #blackmetalvinyl #vinyl #instavinyl #45rpm #nowspinning #vinylcollection #vinyloftheday #vinylrecords #vinylclub #vinyljunkie #vinylcommunity #vinylporn #vinyllover #vinyladdict #vinylgram #metalcollection #blackmetalcollection #frenchblackmetal",0,30,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP1Clatp9rG/,2021-06-07T18:18:43+0000,none,drought,"{'data': [{'id': '18156214078082413'}, {'id': '17902612654987202'}, {'id': '17865608777520770'}, {'id': '17888291975205903'}]}"
13,17908958587804823,"6/3/2021 - Spring Drought - As of early June the National Oceanic and Atmospheric Administration (NOAA) deemed much of southern Wisconsin to be in a moderate to severe drought. Furthermore, as total precipitation for the year remains far below seasonal averages, there is growing confidence for drought conditions to persist into the foreseeable future. 

From the air, it is more difficult to see the impacts of drought, especially in its early stages. At the surface, many farmers are beginning to quietly hope and pray for a change in the weather pattern. 
.
.
.
.
.
#climate #weather #drought #aviation #cessna152",0,4,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP1B_uxhAv3/,2021-06-07T18:13:34+0000,drought,drought,"{'data': [{'id': '18236342278020231'}, {'id': '17882711177243086'}]}"
14,18080369602273180,"#ArizonaBurning: ' #Arizona Wildfires Hundreds Of People Forced To Evacuate ' > newsweek <  The Telegraph Fire Has Burned More Than 40,000 Acres And Is Not At All Contained, The Fire Was Reported On Friday, June 6th.▼
https://tinyurl.com/3ed43n5k
.
#drought #climatechange",0,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198679628_284961826712026_2751242345931181128_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ARo8YIplLUYAX_yvve3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=be025e7a1da046e08dc115457a813514&oe=60C4653F,https://www.instagram.com/p/CP1BiUzMcBc/,2021-06-07T18:09:33+0000,drought,drought,
15,17929783390586960,"Why wait? Get green grass without delay. Order Endurant turf colorant, made with organic pigment and nontoxic binder, today. Follow mix rates on container; one gallon covers 5,000 to 10,000 sq feet depending on thickness, rate and desired results; use backpack or other sprayer, prewet and/or cover concrete/ rocks & rinse immediately if needed. Wait a few hours to dry. Endurant lasts up to three months. Green is gold. ⭐️ ⭐️⭐️⭐️⭐️ 

.
.
.
.
.
#turfpaint #greengrass #lawncare #drought #Endurant #turfcolorant #grasspainting #savewater #reducefertilizer #lawncarelife",0,12,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197747792_358588225982875_2607107028248485760_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=e8q008EMU3gAX9-4PTQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=fe824bbd347093112206a9914314e6ed&oe=60C3B53D,https://www.instagram.com/p/CP1BDfeD77M/,2021-06-07T18:05:21+0000,none,drought,
16,18184536187100885,"Revisiting some of the most labor intensive work I’ve done to date this week. This time some personal work, pecan wood fired cups, the primary cash/mono crop in the Mesilla valley. As the water woes/drought are under the spotlight this summer I’m circling back to revisit this work.
I am currently looking for a filmmaker to collaborate with, I have hundreds of videos of the decay in the Rio Grande valley from 2016-2018 and the words of a riparian ecologist forever ring in my ears “we ain’t seen nothin’ yet” 

#drought #contemporaryart #ceramics #woodfired #anthropocene",3,46,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP0_HHyjzYJ/,2021-06-07T17:48:22+0000,none,drought,"{'data': [{'id': '17902953583969212'}, {'id': '17940052831512931'}, {'id': '17915100676770950'}]}"
17,17902389253974956,"Not much s ow left up.there. Not a.good thing as we.tely on the snowmelt for our water supply. 
 
#anowcappedmountainpeaks #rockymountains #snowmelt #watersupply #drought",0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197502774_193253126037583_8023465470400614369_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=0shfxU3374gAX_ISiMk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=38933ec3c0a0f6abb12a60454d599894&oe=60C3359B,https://www.instagram.com/p/CP0-iiDjTTg/,2021-06-07T17:43:22+0000,drought,drought,
18,17930395687544567,"The most recent SNOTEL map is looking pretty dry! Here are some drought-mindfulness tips from montanafreshwaterpartners:
​
1) ​Start at home by conserving your water usage... take shorter showers and turn off the tap while brushing your teeth or doing the dishes.  And as much as we like green grass, be aware of how much water is being used outside!
​
​2) If you are looking to get out on the water and fish this summer, enact your own hoot owl... get out early and end early.  Our fisheries will be stressed so be extra kind to the fish and #keepthemwet.
​
​Making small changes can make all the difference for our water systems in Montana!
•
#WatershedStewards #WatershedStewardship #Drought #SNOTEL #ImpactReduction #Missoula #Montana #Summer #MontanaSummer",1,22,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197409703_855041622091136_5948784205328771151_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=vgkP4bI-964AX_fZ1KI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f5028668eb416560e2f22801f16cd6a0&oe=60C4090F,https://www.instagram.com/p/CP09qHcHfIl/,2021-06-07T17:35:40+0000,drought,drought,
19,18006424765322279,"Much needed #rain to offset our #drought. 

#rose",0,9,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197694290_122011820013205_5804067369249558744_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=W_K57H2hg7MAX_WgJzu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=87416358646e2b7a26f66d9b666b221d&oe=60C41508,https://www.instagram.com/p/CP09HeqBO7-/,2021-06-07T17:30:56+0000,none,drought,
20,18155724709095880,Oh my gosh rain! Who knew? Not me. Because I cleaned my windows lol. Still such a welcome surprise! #Wet #june #Nature #Malibu #needit #themalibustudio #drought,2,17,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197574228_921451485372731_2325938816300966013_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=YcTCHzl9zKcAX-eUH_t&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ce9bb61ad171c75ebe4fd01132c28e1a&oe=60C32601,https://www.instagram.com/p/CP088l4FTOk/,2021-06-07T17:29:27+0000,none,drought,
21,17908989301804359,"Why these numbers are always low in our country?
India is great with many amazing minds but I can't understand why we lag in such a basic thing.
We all know there is no life without water, but still the government doesn't seem to take firm steps on these issues.
I took this data from an article published in Outlook dated 28 August 2020.

#waterconservation #water #conserve #harvesting
#saveearth #savewater #life
#basic #nowaternolife #humanrights#savetheoceans #savetheplanet #rainwaterharvesting #waterscarcity #drought #poorinfrastructure",0,22,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP07LQ8MuhI/,2021-06-07T17:13:59+0000,drought,drought,"{'data': [{'id': '17894991002109609'}, {'id': '17937895480523608'}]}"
22,17866857230484303,"San Diego County is drought safe because all of the region’s water providers have worked together for the past three decades to develop locally controlled water supplies that can meet our needs rain or shine.
.

El condado de San Diego está seguro contra la sequía porque todos los proveedores de agua de la región han trabajado juntos durante las últimas tres décadas para desarrollar suministros de agua controlados localmente que puedan satisfacer nuestras necesidades.",1,17,CAROUSEL_ALBUM,,https://www.instagram.com/p/CP035ecD0oj/,2021-06-07T16:45:20+0000,drought,drought,"{'data': [{'id': '17900910193929933'}, {'id': '17891383883081381'}]}"
23,17920512289665954,"Do not vomit scorpion vomit.

#venom #scorpio #vomit #fish #soilhealth 
#twolives #aquarium #dangerous #drought 
#earth #food #seafoodboil #mylife",11,72,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/196631267_2001068240058027_7791158253567395999_n.mp4?_nc_cat=101&vs=17975314813385379_2844803794&_nc_vs=HBksFQAYJEdPTmF1QXVydHA0Qjloc0hBSi1JdlB3bXdSOXNia1lMQUFBRhUAAsgBABUAGCRHSUlSeEF1X2MxSmVKelVLQUlrLW1aNnBEU29mYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb4qfuAia3SPxUCKAJDMywXQE33bItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=0RJsn2qvz8UAX867gXP&_nc_ht=video-sea1-1.cdninstagram.com&oh=d77f37a4631c6fbcef0d62124c25004f&oe=60C2E207&_nc_rid=d2e99eee06,https://www.instagram.com/p/CP03k3DHXF9/,2021-06-07T16:44:17+0000,none,drought,
24,17939269492485034,"California May Stop Hydroelectric Plant at Oroville Lake Due To Low Water Levels 

#drought",1,10,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/197065403_276315647423670_8343973702337733066_n.mp4?_nc_cat=107&vs=18001703239332649_296774206&_nc_vs=HBksFQAYJEdMdjZ2Z3UydEFMQVR2c0FBTXFoQ3ItZnY4dHpia1lMQUFBRhUAAsgBABUAGCRHQUZ2d1F0Vml2am4tRkFGQUp0dVNKUzE4ZVZ0YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb8vZzG%2FLHVPxUCKAJDMywXQDAZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMl92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=IdbkEDyksqsAX8iRaYE&_nc_ht=video-sea1-1.cdninstagram.com&oh=c3624b29c9485e75174e9fbee577aa96&oe=60C3F32E&_nc_rid=2a30c2e65f,https://www.instagram.com/p/CP03o3QDmL8/,2021-06-07T16:43:50+0000,drought,drought,
0,17906427580927340,"Damn, but California is so photogenic. Driving around to check on some on-ranch experiments and got these as a bonus. #northerncalifornia #trees #cows #beef #calves #barbedwire #clouds #hills #house #sky #drought #blackandwhitephotography",0,1,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQAEuwrHJS4/,2021-06-12T01:09:07+0000,none,drought,"{'data': [{'id': '17911307146750518'}, {'id': '17992538548355359'}, {'id': '17925618259622082'}, {'id': '17913519370737735'}]}"
1,18090252985264059,"FIRE SEASON is upon us. The first two photo are from Helper, Utah where the Burgess family is watching the fire, uncomfortably close to their home. In the second photo you can see their BLAZE'N trailer, they told reporter 📷 Kelly Vaughen 📷 is loaded up in case they need to drive away.
.
TAP THE LINK in our bio for a look at all the fires currently burning in Utah and see more photo credits below.
.
📷 Our Ranky Likness took the next photo from the Bear Fire
📷 Tom Talbot of the Bennion Fire
📷 Allison Lanier, Morgan County Fire
📷 Bridget Dalpiaz
📷 Bridget Dalpiaz with orange skies in Helper 
📷 Dan  Applegate
📷 Price City Fire Department
📷 Price City Fire Department
.
#wildfire #utahfire #fire #firefighters #heat #drought #utah #utahphotographer #landscape #landscapephotography #news #newsphotography #southernutah #organe #smoke #moab #redrock #air #icantbreathe #health #becareful #caution #usafire #photooftheday",1,29,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQAEdmvraqD/,2021-06-12T01:06:46+0000,drought,drought,"{'data': [{'id': '17876679617409987'}, {'id': '18163817680147111'}, {'id': '17930106025586863'}, {'id': '17899523189038585'}, {'id': '18134959975174190'}, {'id': '17856846701564999'}, {'id': '18153369397195308'}, {'id': '18089032825270031'}, {'id': '17971645585399934'}, {'id': '17872373894397031'}]}"
2,17966323696414874,I want water 😢🐾 #shibainu #shibainupuppy #shibasofinstagram #water #thirstythursday #drought #wagyu #beefjerky,0,4,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQAD-HArKEE/,2021-06-12T01:02:28+0000,none,drought,"{'data': [{'id': '17884107164218296'}, {'id': '17932515193568005'}]}"
3,17876947136409130,"Almost Empty

#ohlonewilderness #welchcreekrd #california #pond #drought #hiking #ebparks",0,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199732025_976066193149229_3058654794898632225_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Pqk8fb_-c3sAX8V17zh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1b7dc1f3999c8d533782af8cc4ccaa42&oe=60C90E50,https://www.instagram.com/p/CQADtu6hIcv/,2021-06-12T01:00:14+0000,none,drought,
4,18232292188016080,OUT NOW ON ALL PLATFOMS!!!#SHAWTYDEE #GANG #STAY OUT THE WAY ##DROUGHT #EYES SHUT #BODY BUILDER #GOSSIP #STANKIN ASS KITCHEN #ANOTHER BITCH #WAIT IN LINE #IN MY BAG #BEFORE I STARVE #SAME NIGGA #BIG BOSS #STAND ALONE #followforfollowback,0,2,VIDEO,,https://www.instagram.com/p/CQACu9wHTYk/,2021-06-12T00:52:31+0000,none,drought,
5,17850508301598395,"It’s been really dry and it’s getting hot out here. I got held up on Route 6 in Price, UT on my way back to Colorado today. #utah #wildfires #drought",0,2,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQACs3ClzNT/,2021-06-12T00:51:23+0000,drought,drought,"{'data': [{'id': '17884544417200170'}, {'id': '17901896065994049'}, {'id': '17874458801366959'}, {'id': '17993579497352262'}]}"
6,17893632455149215,"#California has seen a 26% increase in #wildfire activity compared to the same time last year. The state is facing a critically dry year and, with summer approaching, that portends another devastating wildfire season. Read more via KTLA #CaliforniaNews #drought #weathernews #wildfirenews #CaliforniaLawyer",0,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199252385_108705621344322_6325094224440182681_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=-p7ufXlqH68AX_v9GmW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a4b33b98b380b5877e054407b814909a&oe=60C81C44,https://www.instagram.com/p/CQACUiQLM-O/,2021-06-12T00:48:03+0000,drought,drought,
7,17935995109537646,"On tonight’s show, JoeDonlonTV looked at #wildfires and #drought around the US, the unprecedented use of the DOJ to investigate congressmen and the press, violent children, unemployment fraud, and what’s at stake with the upcoming meeting between POTUS and #Putin. Joe’s guests: Patti Aaron, Sheriff mikechitwood1, JoeKhalilTV, trschatz51, LelandVittert, reginaforrep, Kevin Dalton, martellesq. Watch the full episode on NewsNationNow: Link In Bio 
#SomethingToThinkAbout #NewsNation #InTheNews #TDR #TheDonlonReport",0,3,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199697183_835098044073438_3338634705043918984_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=9MD0ncw5WJwAX_Z2GJB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5216ead591196d3fb18f02259cbc7f7a&oe=60C97CF7,https://www.instagram.com/p/CQACSXshaga/,2021-06-12T00:47:46+0000,drought,drought,
8,17873020262383073,"After lots of bone-dry scorching temperatures, we finally got a bit of rain, and a blush sky this evening. #rain #thunderstorm #summerstorm #heat #drought #sunset #dusk #blush #nature #beauty #landscapephotography #lake #lakekillarney #winterpark #orlando #florida",2,7,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199334337_998142804256888_6402070443550824282_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=1X2txpPQd68AX-OQh1B&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=275c412a16da56b7556bf4d3f4d903dc&oe=60C87423,https://www.instagram.com/p/CQAB4N4hr4W/,2021-06-12T00:44:11+0000,none,drought,
9,17895685925117814,"There was a little patch of snow hanging on for dear life on the trail recently even as the rising temps obliterate the snowpack and, for now, have the streams and rivers flowing fast — tried to evoke that here but per usual my paintings are up for interpretation. ❄️❄️❄️❄️
#artistsoninstagram #abstractartist #acryliconcanvas #lovewinter #summerblues #toohot #snowplease #drought #artoftheday #letitsnow #winterlover #coloradolife #paintersofinstagram #whitegold #expressyourself #lovepainting",0,11,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQABXyenbXv/,2021-06-12T00:39:46+0000,none,drought,"{'data': [{'id': '17909738767873929'}, {'id': '18048286192288471'}]}"
10,18187846567097375,"Protestors held off logging in the Caspar 500 timber harvest plan in Jackson Demonstration State Forest (JDSF) again today, for the second time in three days. Using metal boxes to lock themselves down in the middle of the roadway, activists blocked both entrances to the hotly contested logging plan. Loggers arriving in several pickup trucks at 5:45 a.m. to cut down the large second growth redwoods on the 500 acre plan were turned away.
A single CalFire vehicle and one private security guard were the only officials present in the vicinity of Roads 500 and 600 until CHP arrived at 9:00 a.m. and gadvised the protestors they would be arrested and held in the Ukiah jail until next Monday if they stayed. As protestors began to disperse, chainsaws were reported to be heard inside the logging plan causing some activists to go back into the woods.
The previous day, loggers were able to gain access and cut down some seventy trees before being stopped by protestors who confronted them peacefully and engaged in dialogue. Cal Fire was immediately notified of public’s presence  in forest, including an active tree sit in the well-known Old Growth redwood  “Mama Tree”,  but did not halt active tree falling, apparently instructing fallers to stop work only if protestors were visible.
CalFire has “unmarked” the Mama Tree and several other large old trees nearby, but activists are asking for a total revision of the JDSF Management Plan that allowed such old and irreplaceable trees to be marked for cut in the first place.
The Coalition to Save Jackson Demonstration Forest is calling for a moratorium on logging in the State-owned forest, citing JDSF’s outdated Management Plan. Although reviewed in 2016, the Plan relies on a 2007 EIR and does not adequately address climate change, drought conditions or science based fire management. The Coalition’s many members and supporters believe these trees are worth more standing, for cultural heritage, environmental benefits, and recreation.
Photo by nik_z_photo 
.
#drought #climatechange #climatecrisis #letourforestsgrow #landback #socialactivism #climateaction #fridaysforfuture #savejacksonstateforest #calfire #community #volunteer",0,17,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199142152_507879607118928_8735014889787271439_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=UMY36_Yq2xQAX-_RNxd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=fd570c9e61f3b20964a9eab2601a1219&oe=60C8DF64,https://www.instagram.com/p/CQAA8FvrtTg/,2021-06-12T00:35:59+0000,none,drought,
11,17970861220394194,It’s so dry in the hills! #drought #yuccaplant #firedanger #griffithparktrails,0,6,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198550898_216111107015109_5366392888664662783_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=85_OzFSf7zwAX8RvXOk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=cd87ae44cdf3fe9fc94ec19fe94b0fa3&oe=60C83B24,https://www.instagram.com/p/CQAAkXSDpXE/,2021-06-12T00:32:44+0000,none,drought,
