,Id,title,source URL,body,time,keywords,country,data source,language
1420,FL-2017-000067-BRA,Drone captures devastating floods in Brazil - Yahoo News,https://news.yahoo.com/drone-captures-devastating-floods-brazil-030947912.html,"The Telegraph

Some teenagers and young adults who received Covid vaccines experienced heart inflammation, a US Centres for Disease Control and Prevention advisory group said, recommending further study of the rare condition. The CDC's Advisory Committee on Immunisation Practices in a statement dated May 17 said it had looked into reports that a few young vaccine recipients - predominantly male, adolescents and young adults - developed myocarditis, an inflammation of the heart muscle. The condition often goes away without complications and can be caused by a variety of viruses, the CDC group said. CDC monitoring systems had not found more cases than would be expected in the population, but members of the committee on vaccinations felt that healthcare providers should be made aware of the reports of the ""potential adverse event"", the committee said. It did not say how many people had been affected and recommended further investigation. Dr Amesh Adalja, senior scholar at the Johns Hopkins Centre for Health Security, said vaccines are known to cause myocarditis and it would be important to monitor to see if it is causally related to the vaccine. It is important to look at the risk-benefit ratio, he said: ""Vaccines are going to unequivocally be much more beneficial outweighing this very low, if conclusively established, risk."" The CDC said the cases typically occurred within four days after receiving the mRNA vaccines. It did not specify which vaccines. The United States has given emergency authorisation to two mRNA vaccines, from Moderna and Pfizer/BioNTech. Israel's Health Ministry in April said it was examining a small number of cases of heart inflammation in people who had received Pfizer's vaccine, although it had not yet drawn any conclusions. Most of the cases in Israel were reported among people up to age 30. Pfizer at the time said it had not observed a higher rate of the condition than would normally be the case in the general population and that a causal link to the vaccine had not been established. Pfizer and Moderna did not immediately respond to requests for comment on Saturday. The CDC in late April, after news of the Israeli investigation, said it did not see a link between the two. Earlier this month US regulators expanded authorisation of Pfizer and BioNTech's vaccine to children aged 12 to 15.",2021-05-18 03:20:37+00:00,"['vaccine', 'captures', 'devastating', 'brazil', 'cdc', 'floods', 'drone', 'pfizer', 'committee', 'cases', 'young', 'vaccines', 'condition', 'inflammation', 'heart']",Brazil,news article,English
919,FL-2019-000179-CAN,Health Canada warns mould is a serious concern in flood-hit homes - CTV News,https://www.ctvnews.ca/health/health-canada-warns-mould-is-a-serious-concern-in-flood-hit-homes-1.4405421,"Health Canada is warning of the dangers of mould in homes and cottages hit by this year's spring flooding.

Federal biologist Francis Lavoie says it's important to dry wet walls and belongings within 48 hours, but that's not always possible in the case of flooding.

""You need to remove anything that has been too wet for too long that's not dryable,"" he said.

""Cushions, carpet, drywall, mattresses, box springs, stuffed toys, insulation material -- everything that has been exposed to water and cannot be dried -- needs to be thrown away or discarded.""

He said plastic toys and some furniture can be cleaned up if it is just surface mould.

Lavoie said often by the time people can get back into their homes, mould is already growing.

""Mould is the most common indoor air contaminant in Canada.""

He said people in homes with mould are more likely to have eye, nose and throat irritations, coughing, wheezing and shortness of breath.

Lavoie said it's important a cleanup be thorough, because water can seep under floors and into walls.

""We usually recommend using professionals for such extensive work. In the case of a flood, it's a lot of clean-up,"" he said.

For those doing their own clean-up, Health Canada does not recommend using bleach. Instead it says dish soap or spray soaps work just as well to clean up mould, and don't have the kind of strong vapours that can burn your eyes or irritate your throat.

The Canadian Red Cross is distributing free clean-up kits to homeowners affected by flooding.

Dr. Jennifer Russell, New Brunswick's chief medical officer of health, said anyone doing their own clean-up needs to take proper precautions.

""Wear rubber boots, gloves, eye protection and a face mask when cleaning and disinfecting. Always wash hands with soap and clean water after clean-up activities even if wearing gloves,"" she said.

Russell recommends having wells tested if they may have been impacted by floodwaters.

Lavoie said homeowners should not drop their guard even long after the clean-up has been done.

""Keep an eye on the rooms where there was mould. If you see that it is coming back, that may mean it wasn't cleaned up properly,"" he said.

Lavoie said many of the health symptoms related to mould are similar to those of allergies, so people can often ignore them if they believe they're just the result of pollen or other springtime allergens.

Information and other resources on indoor air quality and flood clean-up can be found on the Health Canada website.",2019-05-02 07:00:00+00:00,"['water', 'work', 'mould', 'eye', 'serious', 'warns', 'homes', 'canada', 'cleanup', 'wet', 'concern', 'using', 'health', 'floodhit']",Canada,news article,English
804,FL-2016-000114-EGY,Volcanic Nile flooding - News - Nature Middle East - Nature Middle East,https://www.natureasia.com/en/nmiddleeast/article/10.1038/nmiddleeast.2017.151,"News

Changes in summer flooding of the Nile are driven by volcanoes as far away as Iceland.

Sedeer El-Showk

Ancient natural changes, or man-made ones, can affect modern man today, researchers say.

© Getty Images In 2010, the Eyjafjallajökull eruption in Iceland grounded flights to and from Europe, causing the largest air-traffic disruption since World War II. Now, a new study shows that violent volcanic eruptions in Iceland and elsewhere led to social and political unrest in ancient Egypt by disrupting the regular flooding of the Nile on which agriculture depended.

In addition to shedding light on Egyptian history, the findings highlight the value of socio-ecological framework in understanding history.

The analysis started with data from the Islamic Nilometer, an annual hydrological meter tracking Nile flood levels as far back as 622 CE. The team correlated Nilometer records from 622 until 1902, when the Aswan Low Dam was completed, with evidence from ice cores showing when volcanic eruptions had occurred.

“It’s only since 2015 that the ice core data has been precise enough to give us dates for these events with an error of about one year instead of plus-or-minus ten years by the time we get back to the Ancient period,” says Francis Ludlow, a historical climatologist at Trinity College Dublin who was one of the lead authors of the study.

With the more precise data, the team discovered a link between volcanic eruptions and the extent of Nile flooding.

Explosive eruptions launch sulphurous gases into the atmosphere which become aerosols and reflect away sunlight, decreasing average global rainfall and temperatures. The cooling effect of eruptions that occur at high latitudes, such as in Iceland, is concentrated in the northern hemisphere. This imbalance causes a shift in monsoons, which fail to migrate as far northwards as normal.

Regions such as Ethiopia see a major drop in rainfall normally brought by the monsoon winds, leading to a drop in the level of the Nile’s summer flood, supplied mainly from the Blue Nile arising in the Ethiopian Highlands.

“We moderns tend to think we are exempted from natural changes, or man-made ones. But we are not.""

According to the analysis, an average drop of 22 cm occurred in eruption years, with the drop increasing as the analysis was restricted to larger and larger eruptions. The reduction would have been devastating for farmers, who weren’t able to carry or pump enough water for irrigation and so relied on Nile flooding to water their crops.

“Depending on how flat your land on either side of the Nile was, it could mean the difference between having a crop or having no crop,” says Ludlow.

Next, the team turned to Ptolemaic Egypt, a period with less thorough records of Nile flooding levels but rich in other historical documents.

By combining information from these documents with ice core data about volcanic eruptions, they showed that periods of social unrest coincided with eruption years.

Tax records and land ownership records revealed that uprisings against the rule of the Ptolemies were more common during and shortly after eruptions, when the researchers predict flooding levels would have been lower.

Ludlow emphasizes the value of tracking the ownership of land, which ancient Egyptians kept within a family for generations. The sale of land outside of families significantly increased after eruptions, which Ludlow calls “a real reflection of the stress in society.”

Volcanic disruptions of the Nile’s activity were also linked with how the Ptolemies dealt with their neighbours. Around 245 BCE, Ptolemy III abruptly abandoned a successful military campaign against the kingdom’s rival, the Seleucid Empire. This about-face “changed everything about Near-Eastern history,” says Joseph Manning, a Yale University historian who co-led the study.

Manning and Ludlow’s findings lend credence to the theory that Ptolemy abandoned the war because he had to deal with disturbances in Egypt.

The team believe that major eruptions in 247 and 244 BCE led to a failure of Nile flooding which incited domestic unrest.

Their analysis showed that volcanic eruptions throughout the Ptolemaic period correlated with the end of military campaigns but not their start, suggesting that unrest linked with the eruptions may have limited the Ptolemies’ ability to continue prosecuting expensive wars abroad.

However, while the study shows a clear influence of volcano-related climatic disruptions on the course of Ptolemaic Egypt’s history, the researchers stress that many other factors were also at play, with Nile flooding interacting with and amplifying other stressors.

The findings also have implications for contemporary societies. For example, the Grand Ethiopian Renaissance Dam, which is expected to dramatically alter hydro-politics in the region, will be affected. However, the researchers raise the concern of a possible impact of volcanic eruptions on water availability, which could add stress to an already sensitive situation.

“We moderns tend to think we are exempted from natural changes, or man-made ones. But we are not,"" says Manning.

Next, the team plans to turn their attention to other ancient civilizations, such as Chinese dynasties and Babylon, where excellent records of the level of the Euphrates were kept for centuries.

In addition to revealing how climatic factors affected the history of these societies, the analysis also serves as “a tool to investigate the relative vulnerability of different social and agricultural systems globally,” says Ludlow.

“I’m hoping to see which societies were more vulnerable and which were more resilient and then follow up by examining the context of these differences. Was their agriculture different? Was their political setup different?”

According to Manning, there’s still “a long way to go in understanding how to deeply integrate climate change into historical analysis.”",2017-10-25 07:00:00+00:00,"['records', 'researchers', 'volcanic', 'eruptions', 'analysis', 'flooding', 'nile', 'team', 'land', 'history']",Egypt,news article,English
439,Drought Sri Lanka,Update: Sri Lankan attacks are the latest in series of Easter-related incidents - Catholic News Service,https://www.catholicnews.com/update-sri-lankan-attacks-are-the-latest-in-series-of-easter-related-incidents/,"COLOMBO, Sri Lanka (CNS) — More than 300 people were killed and more than 500 injured in Easter attacks on three churches and three hotels in Sri Lanka. The bombings were the latest in a string of Easter season bombings by extremists.

The others:

April 2, 2018: Four people were shot dead in an attack targeting Christians in the southwestern Pakistani city of Quetta on Easter Monday.

April 9, 2017: Bombings at two Coptic Orthodox churches in Egypt on Palm Sunday saw 45 people killed.

March 27, 2016: 75 people died and more than 300 were injured after bombs exploded in a park in a Christian neighborhood of Lahore, Pakistan, as people celebrated following Easter services; the Taliban claimed responsibility.

April 2, 2015: Christian students were targeted as the University of Garissa, Kenya, was attacked on Holy Thursday; 148 people died.

April 8, 2012: A suicide car bombing at Easter church services in the Nigerian city of Kaduna killed at least 38 people; the Islamist group Boko Haram claimed credit.",2019-04-23 07:00:00+00:00,"['series', 'latest', 'lankan', 'easter', 'incidents', 'injured', 'attacks', 'lanka', 'sri', 'bombings', 'claimed', 'city', 'killed', 'churches', 'update', 'easterrelated', 'services']",Sri Lanka,news article,English
1241,FL-2017-000017-PAK,Dozens dead in Pakistan as heavy rain causes floods - UCAN,https://www.ucanews.com/news/dozens-dead-in-pakistan-as-heavy-rain-causes-floods/88925,"A Caritas Pakistan volunteer in a flooded neighborhood of Karachi on July. (Photo: Mansha Noor)

About 36 people are reported to have died after torrential rain triggered flash floods and urban flooding in Pakistan.

An emergency has been imposed at hospitals across Karachi, where paramilitary forces are helping traffic police in rescuing commuters amid traffic jams, flooding of roads and destruction of infrastructure.

We were stuck in homes this Sunday as people shared videos of motorcycles and even cars being swept away in strong floods. Several people were injured by tiles falling from high buildings, Mansha Noor, executive secretary of Caritas Pakistan Karachi, told UCA News.

Subscribe to your daily free newsletter from UCA News Thank you. You are now signed up to Daily newsletter

The frontline volunteers of our disaster management committees (DMCs) continued rescue efforts during heavy rains and helped in saving people and their belongings in low-lying areas.

Father James Shamaun parish priest of St. Thomas Catholic Church in Wah Cantonment, a military city in Punjab province, shared the devastation in a Facebook Live video recorded on July 25. The priest described visiting a flooded church in Taxila, another city of the Diocese of Islamabad-Rawalpindi.

The river is flooded. We pray here every Sunday evening. We cannot reach there in this situation. We shall pray here depending on the weather, he said. The clip has been viewed more than 3,300 times.

Meanwhile, Caritas is developing a response plan for a flood emergency this year. The charity has inspired DMCs in all six dioceses and the apostolic prefecture, empowering disaster-prone communities to help themselves.

Amjad Gulzar, executive director of Caritas Pakistan, said the floods will worsen livelihood challenges amid the coronavirus pandemic.

Covid-19 has changed the scenario of country. Rain-related damages have added to the losses of the poor and daily wagers struggling amid the lockdown,"" he said.

DMCs have been especially instructed to observe social distancing and SOPs [standard operating procedures] in rescue and relief efforts. Our response plan includes food kits, hygiene kits, shelter and non-food items.

Caritas Pakistan Karachi under its Community-Based Disaster Risk Reduction project this month organized monsoon preparedness sessions. Last month Caritas Pakistan Multan collaborated with Punjab Emergency Service, Rescue 1122 and other district departments to conduct flood mock exercises in Muzaffargar.",2020-07-27 07:00:00+00:00,"['amid', 'pakistan', 'caritas', 'rain', 'rescue', 'flooded', 'emergency', 'karachi', 'dozens', 'floods', 'daily', 'heavy', 'causes', 'dead', 'uca']",Pakistan,news article,English
401,DR-2021-000054-SOM,Somalia Joint Market Monitoring Initiative (JMMI) (February 2021) - Somalia - ReliefWeb,https://reliefweb.int/report/somalia/somalia-joint-market-monitoring-initiative-jmmi-february-2021,"INTRODUCTION

The humanitarian response system in Somalia has mechanisms in place for rapid scale-up and sustained programming, including cash and voucher assistance (CVA). Despite the challenging context of COVID-19, 224.8 million USD was dispursed through CVA in Somalia by the end of November 2020. The use of CVA, through multi-purpose cash assistance and sectoral cash, is expected to rise throughout 2021, as it remains an effective means of delivering aid. .

The Joint Market Monitoring Initiative (JMMI) is a joint initiative from the Somalia Water, Sanitation and Hygiene (WASH), Shelter, and Education clusters and REACH. It aims to address an information gap in Somalia in terms of regular and updated monitoring of market functionality and a broad range of non-food items (NFIs), while contributing to existing supply chain and price monitoring of the main minimum expenditure basket (MEB) items.

The aim of the JMMI is to harmonize market monitoring, avoid duplications and overlaps in data collection, maximize geographic coverage and ensure a regular and predictable output to inform cluster programming and cash responses. It is a model that REACH has supported to set up and coordinate in several countries.

The assessed items are selected based on needs of the three clusters and their members, currently implementing or planning to implement MarketBased Programming (MBP) and CVA. On the supply side, MBP supports traders to expand their products, for example through providing non-refundable cash grants for business development. On the demand side, CVA is provided to increase access to WASH, shelter, and education commodities.

Data collection takes place on a quarterly basis.

The pilot round of the JMMI in Somalia took place in June 2020, in 6 locations with a reduced list of assessed items. The August 2020 round was the first full round of the JMMI, which covered more than 50 items from the WASH and Shelter clusters, in 12 different locations. Atypical circumstances due to the ongoing COVID-19 pandemic, have increased both the demand for an updated monitoring of a broad range of NFIs, and the limitations faced when collecting primary data.

Twenty additional items were added to the JMMI in November 2020, in collaboration with the Somalia Education Cluster, to respond to persisting information gaps on education-related expenses.

As of the most recent round in February 2021, the JMMI continues to grow and improve, with partners working together, learning from experience, while delivering the best possible data with transparency and accuracy",2021-04-20 07:00:00+00:00,"['shelter', 'items', 'initiative', '2020', 'joint', 'jmmi', 'wash', 'monitoring', 'cva', 'market', 'round', 'cash', '2021', 'somalia']",Somalia,news article,English
557,Drought_Ghana_2019_July,"Ghana is trying to drop its IMF, World Bank debt habit - Quartz",https://qz.com/africa/1660942/ghana-is-trying-to-drop-its-imf-world-bank-debt-habit/,"The relationship between Ghana and the International Monetary Fund (IMF) is, to many Ghanaians, a difficult one. Most Ghanaians are of the view that the country should divorce itself from the international body.

A look at sentiments expressed in statements by former presidents and finance ministers under whose tenure the country exited one sponsored programme or another illustrate this well. They ranged from:

The decision to be independent of IMF budgetary support is a watershed in the history of the country’s economic development.

to

We won’t go to IMF again; Ghana will no longer be troubled by conditionalities of IMF.

These quotes encapsulate how Ghanaians feel about the relationship. But is the relationship that bad? An informed assessment requires some context: how Ghana relates to all Bretton Woods institutions. A historical assessment of this will better contextualise the nature of Ghana’s relationship with the IMF.

The early years

Ghana was the first sub-Saharan African country to gain independence in 1957. It was undoubtedly a beacon of hope for the region. The country had significant natural resources as well as a highly educated population.

Ghana’s relationship with the IMF is a cycle of meeting targets under its programs before falling back on bad habits.

The relationship between Ghana and the IMF and World Bank dates back to the late 1960s. Following the overthrow of Kwame Nkrumah’s government in 1966, the country suffered nearly two decades of political instability and economic decline. A prolonged drought worsened the situation, as did widespread bush fires. This resulted in an unparalleled famine. Adding to the burden on government was the need to resettle one million citizens from Nigeria. The next decade saw the global oil crisis as well as a persistent downward trend in the terms of trade. By the 1980s inflation was at a triple digit level. Undoubtedly, by 1983, Ghana’s economy was in tatters. It desperately needed support to reverse the downward spiral. As a result, Ghana embarked on a major programme of economic reform. It did this through an IMF and World Bank sponsored structural adjustment programme and economic recovery programme.

Over the years these have become a major reference points in terms of the relationship between Ghana and the Bretton Woods institutions.

The scale of reforms under these arrangements were enormous.

Structural adjustment

The structural adjustment facilities were used to steer Ghana toward becoming a market friendly nation where incentives were created by the free market. In the process, the country embarked on a large-scale overhaul of institutions, encouraged competition by privatising state own enterprises, built institutional capacity and attained macroeconomic stability.

Undeniably Ghana chalked up some initial successes under the programme. It was in fact referred to as the programme’s ideal student due to significant improvements in its macroeconomic indicators.

But after nearly two decades of adjustment, in 2001, the country fell on hard times. It was classified as a highly indebted poor country – a World Bank and IMF initiative aimed at reducing the external debt burden of very poor countries.

At the time, all Ghana’s earlier successes had been eroded. The economy was suffering from rapid exchange rate depreciation, high inflation and very low external reserves. The severe crisis was partly due to high debt service requirements that affected the budget and affected the balance of payments.

In 2001, the newly elected government opted for debt relief under the highly indebted countries initiative. This decision was met with a lot of public backlash. People’s view was that Ghana had fallen from being the beacon of hope for Africa to being heavily indebted and poor.

People started to ask lots of questions about the implications of the effects of 16 years of IMF and World Bank adjustment programmes, and their ramifications on Ghana’s development. To many, the country had been tied to the apron strings of the Bretton Woods institutions and had to wean itself off as soon as possible.

Again, by mid-2013, the government’s efforts to achieve fiscal consolidation were undermined by policy slippages, external shocks and rising interest cost. This continued until mid-2014. But then the country’s net international reserves position had weakened further. And the exchange rate had depreciated sharply, fuelling inflationary pressures.

These macroeconomic mishaps occurred against the background of the issuance of Eurobond and a short-term loan contracted by the Cocoa Board in the same year. Yet public debt continued to rise at an unsustainable pace.

Ghana then entered another IMF-backed stabilisation program, its 16th since independence, after missing targets in 2013 and 2014. On 3 April 2015, the IMF approved a three-year Extended Credit Facility arrangement with Ghana. This was aimed at the restoration of debt sustainability and macroeconomic stability to foster a return to high growth and job creation while protecting social spending. The programme was extended for an additional year, ending on 2 April 2019.

Undoubtedly, the programme resulted in significant macroeconomic gains with rising growth, single digit inflation, fiscal consolidation and banking sector clean-up. Nevertheless, challenges remain.

Ghana performs again

In its World Economic Outlook the IMF is forecasting that Ghana will be the fastest growing economy in the world this year with a projected growth rate of 8.8%. As with previous IMF/World Bank sponsored programmes, Ghana is once again out-performing itself.

As usual, the government is very optimistic about the prospects of the country following its exit from the programme. The obvious question being asked is: what is different this time?

The programme appears different in a number of ways.

First, it was based on a combination (domestic and foreign) of sources of finance. Second, conditionalities attached to it were informed by homegrown policies. This was unlike previous programmes where conditionalities were based on the Washington consensus.

Lastly, Ghana has also made important changes. It passed a new law – the first of its kind in the country – to govern government spending. The Act seeks to ensure fiscal responsibility, macroeconomic stability, and debt sustainability. A key provision gives parliament the power to censure the Finance Minister if spending exceeds defined limits.

What next?

Given the chronology of Ghana’s relationship with the IMF – and the cycle of achieving targets under its programmes before falling back on bad habits – most believe it’s just a matter of time before the country goes back to the IMF asking for help. The likelihood of this happening is increased by the fact that the country goes to the polls in 2020. This means there is bound to be a tendency for government to overspend.

Whatever happens next, it’s important to note that the structure of the economy has not changed. It is still highly susceptible to external shocks, particularly commodity prices. To the extent that these external shocks are unavoidable, the IMF and World Bank will remain critical partners in the country’s development process.

Priscilla Twumasi-Baffour, Fellow of the International Institute for Advanced Studies, University of Ghana

This article is republished from The Conversation under a Creative Commons license. Read the original article.",2019-07-08 07:00:00+00:00,"['bank', 'happen', 'macroeconomic', 'ghanaians', 'divorce', 'imf', 'programmes', 'imfthat', 'likely', 'relationship', 'country', 'debt', 'programme', 'isnt', 'think', 'world', 'ghana']",Ghana,news article,English
1212,FL-2020-000207-NGA,"Climate Change in Nigeria: Floods in Lagos, Abuja, Niger Delta are going to get a lot worse - Quartz Africa",https://qz.com/africa/1054825/climate-change-in-nigeria-floods-in-lagos-abuja-niger-delta-are-going-to-get-a-lot-worse/,"Earlier this year heavy rains and thunderstorms caused havoc in Lagos, Nigerias economic nerve centre and one of Africas most populous cities. Residents woke up in many parts of the city to find their streets and homes flooded and their property, including cars and other valuables, submerged.

Pictures and videos later posted online showed dramatic and even bizarre scenes of flooding in the city, including the capture of a crocodile in the floodwater. Another video, which went viral, was one of a man kayaking in floodwater on one of the streets.

Lagos has not been alone. Suleija, a town near the capital city Abuja hundreds of kilometres away, suffered its own flooding challenge in early July. Heavy rains washed houses away and caused others to collapse, trapping occupants. Thirteen people were reported to have died.

The two primary factors of flooding in Nigeria are climate change and poor urban planning.

Some of the worst flooding in recent memory happened five years ago in March 2012 when 32 of Nigerias 36 states were affected, 24 severely. More than 360 people were killed and almost two million people were displaced.

The seriousness of the flooding was attributed to a combination of two events: very heavy local rainfall and the release of excess water from the Lagdo Dam in nearby Cameroon.

Although the degree and seriousness of flooding in Nigeria fluctuates, flooding remains a recurring phenomenon in most parts of the country. The first factor aggravating flooding is climate change, which has been shown to contribute to more extreme storms and rainfall. Another factor contributing to flooding in cities is that Nigeria has experienced rapid urban growth and planning is poor.

The problem of flooding is not peculiar to Nigeria alone. In 2007, floods affected 1.5 million people across several countries in Africa, including Uganda, Sudan, Kenya, Ghana, Ethiopia and Niger. Alluvial flooding is common for major riverssuch as Nile, Niger, Benue, Orange, Zambeziin Africa. Major cities in Africa are also susceptible to fluvial flooding which occurs when excessive rainfall, over an extended period of time, causes rivers to overflow.

Why Nigeria suffers

Rainfall patterns in Nigeria (1978 to 2007) suggests that rainstorms are getting more intense. The data show that there are fewer rainy days, yet the total yearly amounts of rainfall have not changed much from previous decades. This means that more rain is falling on the days that there is rain, which in turn means that rain storms in the city are getting more intense, increasing the threat of flooding.

Rainfall patterns in Nigeria suggests rainstorms are getting more intense with fewer rainy days, yet the total yearly amounts of rainfall have not changed.

In addition to more intense rain storms, the other possible cause of flooding in coastal regions is rising sea levels. Although up-to-date data on the rising sea levels in Nigeria are scarce, its believed that if nothing is done, this is likely to aggravate flooding in the future, particularly in coastal cities.

Areas at risk include Lagos, which is on the coast, as well as the Niger Delta region which has many low-lying towns and villages. Being on the coast also makes these places more susceptible to storm surges. While these areas are no stranger to floods, evidence suggests that floods have become increasingly common and intense in recent times.

In the northern parts of the country, heavy rains are likely to cause rivers to overflow their banks and cause flooding in the adjoining states. The changes in rainfall patterns, particularly in frequency and intensity, have meant that these events have begun to happen more frequently.

In Nigerias cities, the most common cause of flooding after excessive rains is poor drainage systems that cant cope. This is called pluvial flooding. Lagos provides a good case study.

Lagos as a case study

Lagos has been urbanizing rapidly. By some estimates there will be 19 million in the city by 2050, making it the 11th most populous city in the world. It is also home to most of the countrys industrial, commercial and non-oil operations.

Urbanisation and industrialisation increase the number of roads and buildings. This in turn increases the proportion of surface area where water cannot be absorbed into the ground, leading to rapid runoff which then causes flooding during storms. And in cities that manage their infrastructure well, storm water drainage systems are built so that water can be directed to rivers efficiently and quickly.

Lagos has not kept up with its infrastructure needs. The growth and expansion of the city has been largely unregulated. The has resulted in inadequate and poor housing, the development of slum areas and inadequate water supply and waste disposal, among other problems.

Whats complicated the situation for Lagos is that many parts of the city were originally low-lying mangrove swamps and wetlands, which have been reclaimed and settled, mostly by poorer communities and more recently through concerted efforts by the government.

These low-lying areas are particularly at risk of flooding, and the situation is complicated by buildings being constructed on water ways, and bad waste dumping habits which block the drains.

Up to 70% of the population of Lagos live in slums.

What must be done

Its clear Nigeria needs to take measures to cope with flooding. This will require both local and international interventions, and could include early warning and rapid response systems, flood data gathering and modelling, proper urban and spatial planning, flood emergency preparedness and political will.

The country can learn from others. For example, in Mumbai, India various measures have been implemented to reduce the impact of flooding. These have included an emergency control centre, automated weather stations, removal of solid waste from stormwater drains and the development of emergency response mechanisms. Nigeria must invest in these measures, and sustain them.

Andrew Slaughter, Researcher, Rhodes University and Nelson Odume, Researcher, Rhodes University

This article was originally published on The Conversation. Read the original article.",2017-08-17 07:00:00+00:00,"['started', 'water', 'flooding', 'going', 'worse', 'lagos', 'nigeria', 'intense', 'rains', 'storms', 'rainfall', 'lot', 'cities', 'city']",Nigeria,news article,English
196,FF-2016-000062-IDN,Demos greet Chinese president in Poland - Peninsula On-line,https://www.thepeninsulaqatar.com/article/20/06/2016/Demos-greet-Chinese-president-in-Poland,Leveraging the power of youth for a better peace...,2016-06-20 07:00:00+00:00,"['leveraging', 'power', 'demos', 'youth', 'president', 'poland', 'peace', 'chinese', 'better', 'greet']",India,news article,English
761,DR-2016-000142-MOZ,Mozambique: Two Cyclones: Idai and Kenneth (As of 22 May 2019) - Mozambique - ReliefWeb,https://reliefweb.int/report/mozambique/mozambique-two-cyclones-idai-and-kenneth-22-may-2019,"In March and April 2019, Mozambique was hit by two consecutive tropical cyclones that left a trail of death, damage and destruction in their path.

In March 2019, the Tropical Cyclone Idai weather system’s impact came in three waves: in early March, the low pressure system caused flooding in Zambezia and Tete, displacing more than 140,000 people; on 14 March, Cyclone Idai made landfall near the port City of Beira – home to 500,000 people – tearing roofs off homes and buildings; finally, over the weekend of 16-17 March, the weather system carried torrential rains across multiple areas, causing rivers to overflow and leaving people stranded on trees and houses.

On 25 April, Tropical Cyclone Kenneth made landfall in Cabo Delgado province just six weeks after Idai and was the first cyclone to make landfall this far north in Mozambique. Entire villages were flattened and thousands of people were displaced, in a country already dealing with the consequences of drought and Cyclone Idai.

Humanitarian actors have scaled-up operations, in support of the Government-led response. However, people are still in need of vital assistance and more funding is urgently required.",2019-05-22 07:00:00+00:00,"['tropical', 'mozambique', 'weeks', 'idai', 'cyclone', 'kenneth', 'cyclones', 'system', '2019', '22', 'weather', 'landfall', 'zambezia']",Mozambique,news article,English
