,Id,title,source URL,body,time,keywords,country,data source,language
2071,FL-2017-000155-VNM,"Vietnam, Cambodia, and Laos Take Stock of Destruction as Region Braces For New Tropical Storm - Radio Free Asia",https://www.rfa.org/english/news/vietnam/destruction-10212020184730.html,"At least 111 people have now been killed in flooding and landslides in central provinces of Vietnam following heavy rains from Oct. 6 to 19, and further deaths are feared as waters continue to rise in rivers in Quang Binh province ahead of a coming tropical storm, sources in the country say.

Highways in the provinces have also been severely damaged, with the total cost of repairs estimated at around VND 355 billion, state media said, citing figures provided by the Directorate of Roads of Vietnam on Oct. 21.

Also on Wednesday, Deputy Prime Minister Trinh Dinh Dung and deputies of Vietnams National Assembly welcomed efforts by Vietnamese pop star Thuy Tien to collect more than VND 100 billion (U.S. $15,316,811) for relief work in flood-hit Quang Tri, Quang Binh, and Thua Thien Hue.

Large-scale fundraising is normally restricted by law to state organizations or social associations to reduce the risk of personal gain, with penalties prescribed for violations. But National Assembly deputy Le Thanh Vanh voiced confidence in the work of Thuy Tien and her staff.

They are ready to take responsibility before the sponsors who donated the funds, Vanh said, quoted on Oct. 21 in state media reports. I am sure they will be completely transparent, he said.

Relief teams have poured for the last few days into central regions hit by floods and landslides that have destroyed roads and buried workers at a hydropower plant and soldiers at a military barracks, Deputy Prime Minister Trinh Dinh Dung told state media on Wednesday.

Many areas have already received help, while others remain cut off because of damaged roads, Dung said, calling on the Ministry of Agriculture and Rural Development to send more teams to reach remote areas and give further support to those already helped.

34 now killed in Cambodia

Relief work meanwhile continues in Cambodia, where 34 people have now been killed by floods to date, with Prime Minister Hun Sen urging local authorities to guard damaged homes to prevent looting and calling on banks and other lending institutions to delay or reduce payments owed to them by villagers impoverished by the coronavirus pandemic.

COVID-19 has hit us hard for the last 10 months, and now we are facing floods that are destroying us, Hun Sen said.

We have not concluded our damage assessments yet. For now, we are just working to rescue people and take them to safer areas, he said.

Around 10,000 families have already been safely evacuated from flood-hit areas, Cambodian media sources say.

Speaking to RFA, National Committee for Disaster Management spokesperson Khun Sokha said that flood waters are now receding in several provinces, including Oddor Meanchey, Pursat, Takeo, Pailin, Kampong Speu, Stung Treng, and the two hardest-hit provinces of Banteay Meahchey and Battambang.

The 34 flood deaths reported so far reflect the inability of central government and local authorities to deal effectively with the disaster, said Kean Ponlok, secretary general of the Cambodia Intellectual Students Alliance.

The authorities must look into the causes of these deaths and hold themselves responsible, he said, adding that because of corruption in Cambodia, he is not convinced that all donations handed over to the government will be spent on victims of the floods.

Banteay Meanchey villager Nay Thoeun said she has now lost her home and job because of the floods and is debt after borrowing money from a bank to buy medicine to treat the tuberculosis to which she was exposed in her family.

I am very worried. Im living now under a shelter on a hill, but the water is still rising here, and Im afraid of [venomous insects].

Im urgently calling for aid to be delivered to this hill. There are many poor families here, she said.

Flood begins to recede in Laos

In Laos, flood waters have begun to recede from eight districts in Savannakhet province, where 125 villages containing 5,134 families, or nearly 30,000 people, have been affected, Lao media sources say.

In the provinces Sepon district alone, 40 villages containing nearly a thousand households have been flooded, with many houses completely destroyed, sources said.

Sepons La Or and Vang Khot villages were hardest hit, with 44 houses swept away, and another 90 dwellings hit by fast-running floods and partly damaged, a district official said on Oct. 21.

The district is still asking for help, but we will set up temporary refuges in the villages for people to live in, the official said, adding that funds are being sought for building materials such as roofs and nails for the construction of temporary shelters.

Fast-rising water hit one village on Oct. 18 and swept away 28 or 29 houses, leaving nothing to come back to when villagers returned two days later, one villager said. Now we have no place to stay in but the schools, and no one has any clothing. We are waiting to see how the authorities plan to handle this.

We are all in a very poor condition. We have no rice to eat, and all our rice fields are flooded. We will have to buy all the rice that we eat next year, he said.

The water is receding now, but the villagers houses are damaged beyond repair, and nothing can be restored. There is no thought of fixing them now, a rescue team member said, adding that many residents of Sepon and other districts are still cut off because of damage to the roads.

Though Lao authorities had moved quickly to help victims of the floods, more help is needed, an NGO official said, asking that neither he nor his organization be named. For a start, we urgently need dry food and drinking water, clothes, rice, and many other things, as so many houses have been swept away.

The authorities did go down to do everything they could, but there are just too many villagers to help, he said.

Many residents in areas of Sepon and Phin districts are still out of reach, a Sepon district official said. We are still unable to get to almost half of the areas affected by the floods because the roads have been cut off by landslides, he said.

Losses in Savannakhet including houses damaged, livestock drowned, and paddy fields destroyed are still being calculated, the official Vientiane Times said on Oct. 21.

Reported by RFAs Vietnamese, Cambodian, and Lao Service. Translated by Huy Le, Samean Yun, and Manichanh Phimphachanh. Written in English by Richard Finney.",2020-10-21 07:00:00+00:00,"['authorities', 'braces', 'provinces', 'oct', 'tropical', 'cambodia', 'hit', 'destruction', 'media', 'areas', 'vietnam', 'laos', 'region', 'damaged', 'storm', 'houses', 'official', 'floods', 'stock']",Vietnam,news article,English
807,Drought_Ghana_2019_July,Latest close photo of Serwaa Amihere and Kwabena Owusu causes stir on social media ▷ YEN.COM.GH - YEN.COM.GH,https://yen.com.gh/131115-latest-close-photo-serwaa-amihere-kwabena-owusu-stir-social-media.html,"TV star Serwaa Amihere and Black Stars forward Kwabena Owusu have caused a stir on social media with their latest close photo.

YEN.com.gh has sighted a photo of Serwaa and Owusu enjoying each other’s company.

In the photo, the two looked gorgeous as they wore beautiful smiles and they were staring at each other’s face.

READ ALSO: Ghanaian man takes flight to surprise girlfriend at graduation ceremony only to see her with another man

YEN.com.gh understands that, the photo was taken right after Serwaa’s show The Cheers on GHone TV on Saturday, July 27, 2019.

Owusu’s caption of the photo read, “@serwaaamihere It was nice hosting me in your show.”

@jaguar_ahead commented: “champiooons , when are u guyz going back to Egypt.”

@silence5428 also wrote: “The meat pie nice ruff.”

@regina.ofori.142: “That look tho.”

@lutiongh: “King @owusuk11 abeg dash me ur sneakers err plz I love them.”

@scanty_gee: “big up boy.”

READ ALSO: Nadia Buari causes stir abroad; white man chases her on the streets

Owusu was part of the Black Stars team that failed to end the country’s trophy drought at the 2019 AFCON after losing their round of 16 game to Tunisia.

Owusu currently plies his trade in the Spanish Laliga for Leganese.

Ghana News Today: Major Sinkhole Develops on the Madina-Tetteh Quarshie Highway | #Yencomgh

READ ALSO: FaceApp photos of Mahama and Akufo-Addo looking like teenagers have Ghanaians talking

Have national and human interest issues to discuss? Know someone who is extremely talented and needs recognition?

Your stories and photos are always welcome. Get interactive via our Facebook page.

Source: Yen Newspaper",2019-07-27 07:00:00+00:00,"['nice', 'tv', 'kwabena', 'yencomghread', 'causes', 'photos', 'media', 'latest', 'stars', 'serwaa', 'stir', 'yencomgh', 'black', 'man', 'owusu', 'social', 'close']",Ghana,news article,English
1933,FL-2011-000132-UGA,"Uganda - Flood and landslides (DG ECHO, Ugandan Red Cross, World Vision, Local media) (Daily Flash of 28 November 2020) - Uganda - ReliefWeb",https://reliefweb.int/report/uganda/uganda-flood-and-landslides-dg-echo-ugandan-red-cross-world-vision-local-media-daily,"On 21 and 24 November, heavy rains caused severe floods in Mbarara District and landslides in Kasese District, both located in South Western region.

In Mbarara District, a total of 2,300 individuals totally or partially lost their households and crops as a direct consequence of the floods. Local authorities and the Ugandan Red Cross are conducting further assessments in the affected areas.

In Kasese, the Bwesumbu, Kyabarungira and Buhuhura sub-counties were heavily impacted by landslides registered after the river Kuruhe burst its banks. A total of 4 fatalities have been confirmed and 3 more are missing. Further assessments are ongoing. Rainfall continues to increase, which may result in more landslides or floods.

Local authorities in Kasese have received non-food items from UNICEF, which will be distributed to the affected communities.

The Kasese District has been heavily affected by floods and landslides during 2020. More than 1,200 people remained displaced before the present events.",2020-11-28 08:00:00+00:00,"['red', 'local', 'kasese', 'affected', 'world', 'uganda', 'flood', 'media', 'floods', 'vision', 'landslides', 'total', 'district', 'assessments', 'mbarara', 'authorities', 'heavily', 'flash', 'ugandan']",Uganda,news article,English
739,Drought_Ghana_2019_Aug,Real Madrid transfer news: Los Blancos send goalkeeper Lunin on loan to Valladolid - Goal.com,https://www.goal.com/en-ae/news/real-madrid-send-goalkeeper-lunin-on-loan-to-valladolid/13x1dqkafo1s71444bv3ta0t28,"Real Madrid send goalkeeper Lunin on loan to Valladolid

The 20-year-old will spend the season away from Los Blancos as he looks to land more regular playing time at the top level

Real Madrid goalkeeper Andriy Lunin​ has been loaned out to Real Valladolid for the upcoming season.

The Ukrainian, signed by the club in June of 2018, spent last season on loan with fellow La Liga side Leganes, but struggled for playing time there as well.

With Thibaut Courtois and Keylor Navas​ both still in the squad for Zinedine Zidane​, chances of seeing the field for Los Blancos this season were slim for the 20-year-old.

Luca Zidane, the son of manager Zinedine and a goalkeeper himself, was also sent out on loan by Real Madrid this season, making it unlikely that Navas, who has been linked with a move to AC Milan, will leave the club this summer.

Ukraine were crowned champions of the Under-20 World Cup after beating South Korea in the final this summer with Lunin awarded the Golden Glove as the tournament's best goalkeeper.

He was expected to return to the club and serve as an understudy to Courtois, with Navas and Zidane departing to make way for the youngster to see the pitch more regularly.

However, the club have now taken the decision to let Lunin go out on loan once again.

Despite consistent links with a move away from Madrid, Navas now appears set to stay, the Costa Rican having made clear last season that he wanted to spend the coming season with the Spanish giants.

""I'm very happy, grateful to God for giving me the chance to be here,"" Navas said back in April as Zidane's side struggled through a poor season.

""Whenever I get the opportunity to play I do the best I can. I hope I can stay at Madrid next season. I have a contract and we have to wait and see if anything changes there.""

Madrid open their La Liga campaign on Saturday against Celta Vigo as the club look to rebound from a season that saw them finish a distant third behind champions Barcelona and runners-up Atletico Madrid.

They’ll also be looking to return to the top of Europe following a Champions League campaign that saw their dominance of the continental competition come to an end thanks to a quarter-final exit at the hands of Ajax.",2019-08-13 07:00:00+00:00,"['los', 'goalkeeper', 'send', 'valladolid', 'transfer', 'blancos', 'real', 'madrid', 'loan', 'club', 'champions', 'navas', 'lunin', 'zidane', 'season']",Ghana,news article,English
1775,FL-2020-000207-NGA,Nigeria declares 'national disaster' after severe floods kill 100 - CNN,https://www.cnn.com/2018/09/18/africa/nigeria-flood-national-disaster/index.html,"Lagos, Nigeria (CNN) Nigeria has declared a 'national disaster' following severe floods that have left at least 100 people dead in several states across the country, officials say.

Thousands of people have been displaced following weeks of heavy rainfall in some central and southern states, the country's emergency response agency, NEMA said Tuesday.

Nigeria's two major rivers have burst their banks sweeping away homes in the central part of the country.

Residents steer a dugout canoe past flooded houses in Lokoja capital of Kogi State on September 14, 2018.

The agency warned the situation could worsen as water levels continue to rise in Lokoja capital of Kogi State, which lies at the confluence of the Niger and Benue rivers and is often one of the most affected states during the rainy season.

Five emergency operation centers have been created to coordinate search and rescue operations, while also providing humanitarian support for those displaced by the floods, Sani Datti, a spokesman for NEMA said.

Read More",2018-09-18 07:00:00+00:00,"['declares', '100', 'nema', 'kill', 'lokoja', 'floods', 'states', 'disaster', 'nigeria', 'rivers', 'national', 'state', 'kogi', 'severe', 'following', 'emergency']",Nigeria,news article,English
998,DR-2016-000142-MOZ,"WFP Mozambique Country Brief, September 2019 - Mozambique - ReliefWeb",https://reliefweb.int/report/mozambique/wfp-mozambique-country-brief-september-2019,"In Numbers

6,200 mt of food assistance distributed

USD 1.9 m in cash-based transfers (GFD and FFA)

USD 72 million net funding requirements for the lean season (October 2019 – March 2020)

625,575 people received food assistance in September

Operational Updates

• In September, as part of the recovery phase of the emergency response,

WFP provided food assistance to 625,575 people in Cyclone Idai and Cyclone Kenneth-affected provinces, working closely with local authorities and humanitarian partners. WFP provided vulnerable households with inkind food assistance and vouchers to purchase commodities. During the relief phase of the emergency response from March to August, WFP supported 2.3 million people with life-saving food assistance in the provinces of Sofala, Manica, Zambezia, Tete, Cabo Delgado and Nampula.

• In September, WFP and the National Institute of Disaster Management (INGC) finalized data collection activities using drones in the Licungo Basin to produce an Atlas for Natural Disaster Preparedness and Response. The team mapped 158,427 Km2 and started a data analysis on 1 October 1.

• WFP is supporting the preparation of the SETSAN (Technical Secretariat for Food Security and Nutrition) post-harvest and lean season Food Security and Nutrition assessment that will take place between October and November 2019.

• The report of the Crop and Food Security Assessment mission (CFSAM), jointly conducted by WFP and FAO, was released in September. According to CFSAM findings, the 2019 cereal production is estimated at 2.8 million metric tons, about 16 percent lower than 2018, due to the cyclone-induced crop losses. Considering the extensive crop losses and damage to agricultural livelihoods, it is expected that a substantial proportion of households will continue to depend on food assistance and rely on negative coping strategies in the absence of assistance until the 2020 harvest season.

Post-Cyclone Recovery

• WFP’s recovery and reconstruction activities began in August 2019. From August to October 2019, WFP aims to assist 400,000 beneficiaries in Sofala, 100,000 in Manica and 67,000 in Cabo Delgado through Food Assistance for Assets (FFA) activities. The most vulnerable groups, however, including internally displaced persons (IDPs) in the north, will continue to receive unconditional food assistance. The main objectives of the intervention are to meet the immediate food needs of targeted populations, while supporting the creation and rehabilitation of community assets. These interventions aim to enable recovery of affected communities while reducing household vulnerability to shocks, which in turn will contribute to future resiliencestrengthening efforts.

• WFP will deliver value vouchers, commodity vouchers and in-kind assistance during the recovery phase. From November, the scale of recovery interventions will be increased and extended to cover Tete and Zambezia provinces, in order to meet immediate food needs of populations until the next harvest season in March 2020. According to the IPC findings of July 2019, 1.9 million people are at risk of food insecurity during the lean season, until March 2020. During the second phase of the recovery operation (November 2019 to March 2020), WFP plans to assist 1 million people.

Drought Response

• WFP aims to implement a drought-focused FFA programme from November to March. The programme will be implemented in the three southern provinces of Mozambique (Maputo, Gaza and Inhambane) to cover the immediate food needs of drought-affected communities, while supporting the creation and rehabilitation of community assets. As part of this programme, WFP plans to assist a total of 225,000 food insecure people.",2019-10-23 07:00:00+00:00,"['mozambique', 'brief', '2019', 'wfp', 'food', 'assistance', 'provinces', 'recovery', '2020', 'million', 'country', 'phase', 'season']",Mozambique,news article,English
1141,FL-2016-000114-EGY,Egypt's Beloved Koshary Is A Modern Mystery In An Ancient Cuisine - NPR,https://www.npr.org/sections/thesalt/2017/02/22/512920687/egypts-beloved-koshary-is-a-modern-mystery-in-an-ancient-cuisine,"Egypt's Beloved Koshary Is A Modern Mystery In An Ancient Cuisine

Enlarge this image toggle caption Amy E. Robertson for NPR Amy E. Robertson for NPR

Koshary is to Egyptian cuisine as the pyramids are to its culture. Emblematic. Iconic. Beloved.

Also spelled koshari or kushari (those pesky transliterations from Arabic script!), it is widely considered Egypt's national dish. Rice, lentils (black or brown), chickpeas and pasta are cooked individually, then tossed together and topped with cumin-scented tomato sauce and crunchy fried onions. Things get kicked up a notch with condiments of garlicky vinegar and a peppery hot sauce called shatta. Heavily laden with carbs and calories, a plate of koshary fills up even the hungriest of stomachs for just a few Egyptian pounds.

Notwithstanding its enormous popularity, koshary is a relatively recent invention of this ancient civilization.

""I had never eaten or known of koshary in Egypt before 1952, when I went to school in Paris,"" says Claudia Roden, an award-winning cookbook author and food historian who was born and raised in Cairo. ""No one ever mentioned the recipe when I was researching my first book almost sixty years ago. Other people, who like me left Egypt in the fifties, have also told me that they did not remember it. Of course, it might have been sold in some quarter of Cairo that that I never went to.""

Its cousin, mujaddara, made of rice, lentils and fried onions, has long roots in Arab culture, and Roden guesses that koshary evolved from that culinary classic. She adds, ""It's possible that the addition of short macaroni is an Italian influence.""

Enlarge this image toggle caption Amy E. Robertson for NPR Amy E. Robertson for NPR

Pasta is called maacarona in Egyptian Arabic, which at first glance lends credence to the theory that the Italians brought their macaroni to the dish. ""On the other hand,"" Roden points out, ""pasta is an Arab thing mentioned in medieval culinary manuscripts.""

It may be a question of the chicken and the egg.

While no one can say for sure where koshary came from, everyone has an opinion on where to eat it. For Ahmed Hameed, it's at his mom's. But as a private tour guide in Cairo, he has found that the famed Koshary Abou Tarek restaurant makes a fine substitute.

""Koshary is a hard meal to cook as it consists of several elements, each of which should prepared separately,"" says Hameed. ""It's one of the most traditional meals in Egypt, and food in general is an experience that you shouldn't miss while traveling. The recipe is a secret formula that can be different from one restaurant to another. Abou Tarek has his own recipe.""

From the locals thronging the restaurant for both sit-down and take-away, it's clear that Hameed is not the only one who favors Abou Tarek's. Cook staff are lined up behind a long counter, dishing up plates and take-away packages at a breakneck pace. What started as a food cart in 1950 is now a bustling, four-story restaurant. Foreigners are led to the top floor, where English-speaking waiters are on staff and an oversized portrait of Abou Tarek smiles down on customers. Portions are generous, and prices range from about 50 cents for a small bowl to a dollar and change for a large. Tucked away on a narrow side street just a couple of blocks from the Egyptian Museum, Koshary Abou Tarek is a convenient pit stop during a day of sight-seeing.

Enlarge this image toggle caption Amy E. Robertson for NPR Amy E. Robertson for NPR

Ali Zayed, an Egyptian living and working in Lebanon since 2003, makes sure to tell his Lebanese friends to try koshary when they travel to Egypt. ""I miss koshary when I am in Lebanon,"" he says. ""I eat it two or three times a month when I visit Egypt."" But while ""mama"" makes a tasty koshary, Zayed confesses that he prefers to eat it out. ""I like to eat it outside the home and when I'm alone, because I put too much hot sauce and...."" Zayed puffs out his cheeks and fans his face to demonstrate the perils of adding a lot of spice. He adds, ""If I am going to be out all day, koshary is the No. 1 food I want to eat.""

Not every koshary joint is as elaborate as Abou Tarek's. Many are hole-in-the-wall eateries and others are simple food carts. Guys on bicycles deliver individual portions of it around town, even famously pulling up in Tahrir Square in 2012 to feed hungry protesters.

""I was surprised to find it everywhere when I went back after 32 years,"" Roden says. ""I love it and make it myself. When I visit now I always eat it.""",2017-02-22 08:00:00+00:00,"['tarek', 'modern', 'cuisine', 'egyptian', 'egypt', 'food', 'mystery', 'amy', 'roden', 'abou', 'eat', 'koshary', 'egypts', 'robertson', 'beloved', 'ancient']",Egypt,news article,English
2137,http://floodlist.com/africa/kenya-floods-may-2021,Six dead as flash floods sweep away tour group in Kenya's Hell's Gate - CNN,https://www.cnn.com/2019/09/01/africa/kenya-hells-gate-flash-flood-intl-hnk/index.html,"(CNN) â??

The death toll in Sundayâ??s flash flooding in a national park in Kenya has increased to six and rescue teams are still looking for one tourist, Kenyaâ??s Wildlife Service said on Monday.

The tour group of seven people â?? five Kenyans, a local tourist guide and a â??non-resident foreignerâ? â?? had been caught in the flash flood Sunday in Hellâ??s Gate National Park.

â??Six bodies of the flash flood victims have been recovered, leaving one tourist missing. The search and rescue operation continues as we reach out to next of kin to share details of sad incident and plan together next course of action,â? KWS on its official Twitter page.

Search and rescue teams had initially recovered two bodies on Sunday but four more were found as efforts continued throughout the night, KWS said.

A helicopter was dispatched from the capital Nairobi, which is about 100 kilometers (62 miles) southeast of the park, to help with search efforts on Sunday

The gorge in the popular park was closed Sunday following the incident, according to the agency which said that tour groups were usually accompanied by guides, who are trained to detect storm water flowing down from the gorge and alert visitors to impending danger.

â??Since the last similar tragedy in 2012, we have created clearly marked emergency exists along the whole gorge as escape routes in case of danger like the flash floods,â? KWS said Monday.

At least seven members of a church group were killed in a flash flooding while walking on a gorge in the park in 2012.

Hellâ??s Gate is a popular hiking and cycling spot for tourists and locals and is known for its towering cliffs and gorges carved by a prehistoric lake.

The parkâ??s scenery inspired the 1994 Disney animation â??The Lion King,â? and the 2003 film â??Lara Croft: Tomb Raider â?? The Cradle of Lifeâ? was shot on location there.",2019-09-02 07:00:00+00:00,"['tourist', 'group', 'kws', 'tour', 'park', 'teams', 'search', 'away', 'seven', 'gate', 'gorge', 'rescue', 'hells', 'flash', 'kenya', 'flood', 'sweeps']",Kenya,news article,English
1514,FL-2020-000164-IND,"Coronavirus | Kerala records day of 202 recoveries, 160 new cases - The Hindu",https://www.thehindu.com/news/national/kerala/state-records-day-of-202-recoveries-160-new-cases/article31972909.ece,"Local transmission remains a steady constant

It turned out to be a rare day on Thursday when the number of recoveries from COVID-19 exceeded the number of new cases, with the State reporting 202 recoveries and 160 new cases.

The number of active cases now is 2,088. The number of persons who have tested positive ever since the outbreak began is 4,753, of whom 2,638 have recovered so far. Till date, 25 deaths due to the disease have been reported in the State.

New cases contracted through local transmission, however, are emerging to be a steady constant, with 14 such cases being reported from Alappuzha, Thiruvananthapuram and Ernakulam districts. Of the 160 new cases, 146 are imported cases of infection, detected in persons who had come from abroad and from other parts of the country.

On Thursday, 18,790 persons who completed their quarantine period were dropped from the list of persons under surveillance. Those currently under quarantine is 1,78,099, of whom 2,988 with mild COVID-19 symptoms are isolated in various hospitals. The number of new hospital admissions on Thursday was 403. The State hiked its sample testing significantly, with 7,589 samples being tested within the last 24 hours. Till date, nearly 2.5 lakh tests have been done, apart from the sentinel survey samples numbering 52,316.

The number of hotspots in the State now is 123.",2020-07-02 07:00:00+00:00,"['tested', 'kerala', 'till', 'reported', 'coronavirus', 'state', 'day', 'cases', 'persons', '202', 'recoveries', '160', 'transmission', 'steady', 'samples', 'records', 'number']",India,news article,English
225,FF-2012-000189-IDN,Hobbit producers deny animal cruelty - Bangkok Post,https://www.bangkokpost.com/world/322154/hobbit-producers-deny-animal-deaths-on-set,"Hobbit producers deny animal cruelty

The producers of ""The Hobbit"" movies on Tuesday rejected allegations that animals died due to mistreatment during the making of Peter Jackson's highly anticipated Tolkien trilogy in New Zealand.

A giant Gollum creature from ""The ""Hobbit"" movie catches a fish on the ceiling of Wellington airport on October 31, 2012. The producers of ""The Hobbit"" movies have rejected allegations from animal rights group PETA that animals have died during the making of the highly anticipated Tolkien trilogy in New Zealand.

Animal rights group PETA said up to 27 animals, including horses, sheep, goats and chickens, died during filming, prompting it to plan protests against the movies, the first of which has its world premiere in Wellington next week.

Jackson and the producers said in a statement that the American Humane Association monitored all use of animals during the shoot and ""no animals died or were harmed on set during filming"".

""The producers completely reject the accusations that 27 animals died due to mistreatment during the making of the films,"" the statement said.

""Extraordinary measures were taken to make sure that animals were not used during action sequences or any other sequence that might create undue stress for the animals involved.""

It added that 55 percent of shots featuring animals in the three films, which were shot back-to-back with a budget estimated at US$500 million, were computer-generated.

PETA said most of the allegations it was raising did not occur on set while cameras were rolling, but at farms and stables where the animals were housed.

It said some wranglers involved in the project -- who the producers said had been sacked more than a year ago -- reported two horses died from broken necks after being forced off steep embankments by other animals in their paddocks.

PETA US senior vice president Lisa Lange said sheep and goats died from worms and after falling into sinkholes in rugged terrain, and a dozen chickens were mauled to death by dogs.

""This production's decision to use numerous live animals and allow them to suffer needlessly takes the entertainment industry a giant and disgraceful step backwards,"" she said in a statement.

PETA spokeswoman Claire Fryer alleged that during a location shoot a misbehaving horse was left on the ground for three hours with its legs tied together, suffering rope burns that were covered with make-up during filming.

The first of the three movies, ""The Hobbit: An Unexpected Journey"", premieres in Wellington on November 28 and will be released worldwide in December.

PETA said it would protest at the event and at premieres in the United States and Britain.

""It's important that movie-goers are made aware of this,"" Fryer told AFP.

The producers said they took animal welfare seriously and had pursued the highest level of care for those used in the films.

""We regret that some of these accusations by wranglers who were dismissed from the film over a year ago are only now being brought to our attention,"" they said.",2012-11-20 08:00:00+00:00,"['animals', 'allegations', 'wellington', 'making', 'cruelty', 'animal', 'died', 'movies', 'wranglers', 'deny', 'producers', 'hobbit']",India,news article,English
