id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
17917131898749689,"{'data': [{'id': '17877774302404932'}, {'id': '17921758198678572'}, {'id': '17915393875768602'}, {'id': '17890481831228125'}, {'id': '17898947408086273'}, {'id': '17906864629930687'}, {'id': '17936151319543631'}, {'id': '18129949078204090'}, {'id': '17875668311342305'}, {'id': '17877280319339252'}]}","Look up this week’s episode of HBO’s Bill Maher show.  This segment was on the state of water in California, big ag, and almonds!  Almond farming takes 80% of the potable water in California, and supplies about the same percentage of the world’s almond supply. However, almonds ARE grown in other places that HAVE adequate rainfall.

Residents are getting restrictions while almond farming mega corporations, along with Nestle and Coke are stealing the water that is owned by the residents of California, putting it in plastic bottles and selling it back to the residents at an incredible profit. 

Look how much water it takes to grow a pound of strawberries as compared to a pound of almonds.

California is burning while almond growers are continuing to get rich, rape the land, and use tons of pesticides in the process.

Maher says if Coal miners are being forced to retrain into other jobs that won’t kill people, so can almond farmers be. 

I agree. 

I haven’t bought almonds in years, but I admit to buying almond butter whenever I see it on sale.  It is anti-inflammatory, and a main ingredient in some of my best selling fermented snacks, but I will no longer buy it from California.  There are other things that are anti-inflammatory and don’t take such a heavy toll on the the ecosystem.

KNOW BETTER. DO BETTER.

#billmaher #california #californiaalmonds #almonds #vegans #veganstaples #vegancheese #drought #awareness #californiafires #californiadrought #2021 #hbomax #hbo #water #nestle #knowbetterdobetter",0,0,CAROUSEL_ALBUM,https://www.instagram.com/p/CQWSbTUHDWD/,2021-06-20T16:12:05+0000,
18078114457281813,,"After WEEKS of no rain 🌧 this puppers is enjoying his morning shower outside 💗

#finallyrain #drought #wisconsinsummer #poodlemix #poodlemixesofinstagram #stberdoodlesofinstagram #stberdoodlepuppy #hobeybakerwi #hobeybaker #hockeydogsofinstagram",0,0,VIDEO,https://www.instagram.com/p/CQV8jkNhOmc/,2021-06-20T16:10:54+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/202146991_357783939112074_6132784824009338912_n.mp4?_nc_cat=100&vs=18232787716007408_3215915812&_nc_vs=HBksFQAYJEdLX0VEQXlLM0pnUVowVUJBQ0N3Xy1aTkJ4eFZia1lMQUFBRhUAAsgBABUAGCRHTGI2S3d4Q1Fmck5EN3NBQUo0Mm04YjZpRTFvYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbu4cvJ4NOxQBUCKAJDMywXQCchysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=HtPXQQdJhLYAX9F3w42&_nc_ht=video-sea1-1.cdninstagram.com&oh=ca09dc28a592642766cc310cfffd00ce&oe=60CFF998&_nc_rid=edd8b95256
18251678260033063,,Darn close to the longest day of the year. Taken about 9pm last night. Temps near 100 for the next few days. The area is dry and many trees in Portland are already showing signs of drought stress. I expect that the Port of Portland will mow some of this in order to minimize fire danger. #portland #neportland #columbiariverslough #summersolstice #skipthedog #sunset #drought,0,1,IMAGE,https://www.instagram.com/p/CQWRxG5BVX_/,2021-06-20T16:06:19+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203614089_879452119594287_6187026264190016292_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=zJe4PT3wJmoAX8oagxo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8cd1ce3dbddf51e5fde155adb72ac62d&oe=60D37581
18166050670176026,,"Wildfire Risk Abnormally High for West US

Meteorologists say the risk of another destructive wildfire season is very high for much of the western US this year. Drought affects about 90% of the West, and the current heatwave has exacerbated the situation, increasing the amount of ""fuel"" for wildfires. At least 33 wildfires are blazing across ten states even before the start of summer.

#Wildfire #US #West #WildfireRisk #WildfireSeason #Weather #Heatwave #Summer #Weather #1WeatherShorts #Shorts #Drought

https://1weather.onelink.me/DNwc/cc9cdc3f",0,1,IMAGE,https://www.instagram.com/p/CQWRoDNL8TM/,2021-06-20T16:05:08+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/202773735_597067871683442_4124975659496927869_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=NiiVfWjJ4k4AX8hJvKl&_nc_oc=AQlt8x839aiESXhre6zV2Jjq-DDfgQvM6_NFJWchtwbsvD-KVUywnkPyrFLI-0YmgTk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a641bc673941f66d3a87097d7c5ded32&oe=60D38309
17901183373963713,,WARNING...Only For The WORLD CHANGERS #FEARLESS #motivationalquotes #motivation  #changetheworld #faceyourfears #climatechange #drought,0,0,VIDEO,https://www.instagram.com/p/CQWQvjwAnxv/,2021-06-20T15:58:07+0000,https://video-sea1-1.cdninstagram.com/v/t50.31694-16/204102991_319743866289640_3485035198774293164_n.mp4?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=hksLUtw_VYcAX-bw-pz&_nc_ht=video-sea1-1.cdninstagram.com&oh=8f3f6530583caa11080bb4d7f287f90d&oe=60CFEE73
18151769914162010,,"This is lake oroville as of yesterday. Lake oroville is the second largest water reservoir in the California Water Project system. There isn’t a whole lot of water left there for urban, farming, or environmental. This water is supposed to last until our next snowpack and winter rainfall. We shall see what happens. #lakeoroville #californiawater #californiaagriculture #californiaagchat #cwp #swrcb #california #drought",0,11,IMAGE,https://www.instagram.com/p/CQWQlgmheq2/,2021-06-20T15:56:00+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203123440_472731797123092_7597671678201087098_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Lxfp50DwKkMAX8nbd8a&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=92fd56edfe75f5d24ea015f8aefbe004&oe=60D40977
17909664742821976,,"This is lake oroville as of yesterday. Lake oroville is the second largest water reservoir in the California Water Project system. There isn’t a whole lot of water left there for urban, farming, or environmental. This water is supposed to last until our next snowpack and winter rainfall. We shall see what happens. #lakeoroville #californiawater #californiaagriculture #californiaagchat #cwp #swrcb #california #drought",1,13,IMAGE,https://www.instagram.com/p/CQWQkvRHG5V/,2021-06-20T15:55:54+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203123440_472731797123092_7597671678201087098_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Lxfp50DwKkMAX8nbd8a&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=92fd56edfe75f5d24ea015f8aefbe004&oe=60D40977
17912759488845282,,Top 3 Tips to Save Water! #SouthCoastSaves #Drought #DoYourPart,0,1,IMAGE,https://www.instagram.com/p/CQWQQYcjPJU/,2021-06-20T15:53:10+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203058426_537608857400954_339144491318376448_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=SLMYvGXjovAAX-U-nDd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=95e4d479857fa2a82c4d82b610e652c9&oe=60D3FD53
17942539909502428,"{'data': [{'id': '18176284924185150'}, {'id': '17891477414189094'}, {'id': '18135735967175750'}, {'id': '18010380091317285'}, {'id': '17870084504516946'}]}","Do you all realize the water levels of these dams will stop producing electricity possibly by September..
Lake Oroville has been drained so low that's its predicted it will not be able to generate hydro power at all by august it normally produces full power to 800,000 homes Oroville is the 2nd largest reservoir of the state of California and has the tallest dam in the u.s. 
Currently the water level at Oroville is hovering around 700 feet above sea level  when it reaches around 640 ft it will be shut off 
Similar situations are playing out for lake mead &Hoover dam they produce power for 8 million
If you get power from these areas do you have a back up power plan ?
Did you even know things are this bad? 
Here in California we are using a rubbermaid in our shower to water plants..we are using our grey water for the orchard..
1 spark and my town could be another paradise fire..and we have no water to put it out thanks in part to governor Newsom selling off our water to so cal
Yes things are this bad and getting worse by the day 

No water=no food
No water=fires
No water=no power 

Do you have a plan a..b or c

#recallgavinnewsom #nopower #generator #forestliving #drought",1,5,CAROUSEL_ALBUM,https://www.instagram.com/p/CQWQHYwnC2I/,2021-06-20T15:51:53+0000,
17920893109725389,,"#داستان_عاشقانه_طبیعت 
.

زندگی به آب و مدیریت ذخایر آب به شما وابسته است. 

enviromanceart

Illustration Credit: nemyaa

#Water
#Iran
#Drought

#آب
#ایران
#محیط_زیست
#خشکسالی
#بحران_آب
#کشاورزی
#توسعه_پایدار",0,22,IMAGE,https://www.instagram.com/p/CQWQAVonJk3/,2021-06-20T15:50:55+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203582486_844563513132329_3109096730420840648_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=FNIn5lLyvIkAX9LOllw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c8b17a221aa4081d9cd26c9adbb0f64d&oe=60D46850
