id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url,keyword
17879121524310186,"{'data': [{'id': '17859699242540790'}, {'id': '17922440680645812'}]}","🅷︎🅸︎🅻︎🅵︎🅴︎, 🆆︎🅴︎🅽︎🅽︎ 🅴︎🆂︎ 🅳︎🆁︎🅰︎🆄︎🅵︎ 🅰︎🅽︎🅺︎🅾︎🅼︎🅼︎🆃︎

Wenn es ein Löwenzahn durch den Asphalt schafft, kannst du es auch schaffen 💙

All unseren Kunden die mit der Elementarversicherung bei uns absichert waren, konnten wir heute schon helfen 💪🏻 die ersten Trocknungen laufen. 

Das ist für uns Service - da sein, wenn es drauf ankommt 💙 

Swiped nach rechts für ein tolles Feedback zum heutigen Tage ➡️ von einem anderen Schaden letzter Woche. 

Ihr seid noch nicht bei uns versichert und möchtet dieselbe, tolle Absicherung in einem solchen Fall erhalten? Meldet Euch bei uns 💙 

 ⬇️⬇️⬇️

https://outlook.office365.com/owa/calendar/ZurichBezirksdirektionRiediger@zurichinsurance.onmicrosoft.com/bookings/

Wir freuen uns auf Euch! 💙

#elementarversicherung
#wasser #überschwemmung #hochwasser #elemente #wirliebenversicherungen #wirliebenwaswirtun #versicherung #zurichversicherung #jr #zurichjoergriedigermeitingen #meitingen #joergriediger #unserherzschlägtblau💙",0,5,CAROUSEL_ALBUM,https://www.instagram.com/p/CP1KXWMhuW1/,2021-06-07T19:26:42+0000,,none
17903029126966368,,"Heidewitzka Herr Kapitän 🚣‍♀️⚓️
wir haben ein paar sehr sportliche Tage hinter uns. Der gesamte Rasen-Bereich wurde nochmal umgegraben, geebnet und natürlich Rasen ausgesät… am nächsten Tag gab es dann das große Unwetter 🤦🏼‍♀️ und die gesamte Aussaat ist in die Freiheit geschwommen… Lehmboden ist das Stichwort. aaalso… encore une fois. Seitdem fluche ich gefühlt alle 5 min 😂

Heute hab ich dafür etwas Schönes im Gartencenter gefunden… #trommelstöckchen. Man muss sich ja auch mal was gönnen 😎 Ich bin mal gespannt, ob sie bei uns überleben. Hat da jmd Erfahrungen gemacht?
Der „weiße“ Teil des Beetes ist übrigens der komplett abgeregnete Schneeball.

Habt ihr Verluste im Garten zu beklagen, die auf das Unwetter-Konto gegen?

#kleinebaustelle #unwetter #rasen #rasenpflege #freischwimmer #craspedia #schneeball #garteninspiration #gardeninspo #lupinen #mygarden #anzucht #lehmboden #überschwemmung #greenlove #grün #garten #gartengestaltung #gartenliebe #pflanzenliebe #blütenteppich #blütenmeer #gelbeblumen #pflanzenmuddi #terrasse #farn #hobbygärtner #gartenmitkindern #garden",2,24,IMAGE,https://www.instagram.com/p/CP1EmMHHAHn/,2021-06-07T18:36:18+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198949439_490183555546083_5659840274782675092_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ciC1wG7_weoAX91yqJ8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4f07f750568faa9392b5d3f15f1d34f8&oe=60C30B32,none
17903976613945480,,"... braucht man nicht jeden Tag 😐
#überschwemmung #starkregen #naturparkhirschwald #streakrunning",1,17,IMAGE,https://www.instagram.com/p/CP1C27tHDnX/,2021-06-07T18:21:06+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197415560_495339858346099_623062954151264300_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=FN2mDykmXgIAX8IlE1k&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a0d7ea75abf94fa3ddd092e06f61a766&oe=60C36CD0,flood
17850364256571407,,"⚠️ Starkregen ⚠️

Wir können helfen! 
Sie brauchen unsere Hilfe für Ihre Entwässerung oder wünschen eine Beratung! Rufen Sie uns an, wir helfen und beraten gern.

#teich #gartenteich #schwimmteich #gummistiefel #gummistiefelwetter  #rohrstar #starkregen #unwetter #gewitter #überschwemmung #klimawandel #heavyrain #rückstau #hochwasser #wasserschaden #keller #kellervoll #katastrophe #sonnenstrahlen #rückstausicherung #hebeanlage #rückstau",0,27,VIDEO,https://www.instagram.com/p/CP006ZAIyQJ/,2021-06-07T16:19:25+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/198697787_232852294937205_5915444730147230157_n.mp4?_nc_cat=102&vs=18155289634095531_638430833&_nc_vs=HBksFQAYJEdEdmoxd3QxS2xNbXg5TUFBTTNSNFFTazRSZFNia1lMQUFBRhUAAsgBABUAGCRHQVZqMkFzbDB3SWplbm9BQU13Z2J6d3hyMFZWYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbYr6anzca%2BPxUCKAJDMywXQCMAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=L-qPbj9y1zAAX9giGbv&_nc_ht=video-sea1-1.cdninstagram.com&oh=a2a46db85c2527489ae70f8667b424cc&oe=60C3FCDF&_nc_rid=f8dced5e99,none
17888586698205419,,"Wasser im Keller? Bei Starkregen können die Auswirkungen schnell ein drastisches Ausmaß annehmen. Rasch ansteigende Wasserpegel überfordern die Kanalisation und nachfolgende Überschwemmungen können die Folge sein. ⛈ Wir helfen euch gerne, wenn ihr euer Hab und Gut vor Schäden durch Starkregen schützen möchtet: Sprecht uns an! 😇

#starkregen #sturm #gewitter #naturgefahren #überschwemmung #hochwasser #unwetter #regen #wasserimkeller #versicherung #immerdaimmernah #provinzialrheinland",0,10,IMAGE,https://www.instagram.com/p/CP0xDVyAxC5/,2021-06-07T15:45:31+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197415756_918091845415683_3383026750463114026_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=AMkY0g8Vo2sAX82bKJj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=103ea558ec3cd2c964574069fe9dacb2&oe=60C32312,none
17930509702530805,"{'data': [{'id': '18079529770272484'}, {'id': '18108738502245726'}, {'id': '18114547480218957'}, {'id': '17946358153482618'}, {'id': '17888551979126892'}, {'id': '18185373121108254'}]}","Eine Überschwemmung kann enorme Schäden verursachen!

Versuche in jedem Fall den Schaden so gering wie möglich zu halten, aber begib dich NICHT in Gefahr.

Setze dich so schnell wie Möglich mit der Versicherung oder deinem Berater in Verbindung!

Hattest du schon einmal einen Wasserschaden? Schreibs mir doch mal in die Kommentare, Rohrbruch oder Überschwemmung?

Grüße Dani ✌

#wasser #überschwemmung #haus #gebäude #keller #schaden #leitungen #wissenswert #hilfe #berater #proma #versicherungeinfacherklärt #aalen #ostalbkreis #info",0,10,CAROUSEL_ALBUM,https://www.instagram.com/p/CP0ps2rCAmv/,2021-06-07T14:41:17+0000,,none
17885896667178555,,"#Unwetter in #Langenhagen

Wir wurden am Freitagabend von unserem Kunden wegen einer #Überschwemmung gerufen.

Dank der guten #Teamarbeit war der #Keller in 5 Stunden wieder trocken.

#jungundsöhne
#sanitär #heizung #klempner #handwerkerausleidenschaft #handwerkrockt #handwerkskammer #wirliebenwaswirtun #shk",1,17,IMAGE,https://www.instagram.com/p/CP0hRASpZh8/,2021-06-07T13:27:34+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197714703_535711580790280_2571342045804940260_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=RrGRkrJVSOYAX-qu0wh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2fa1a2f148ed42c8a249550c160f9b38&oe=60C34688,none
18230193490057964,,"Wo befinden sich Überschwemmungsflächen und wie sieht die Topographie am Einsatzort aus? 

Dies sind Fragen, die im Einsatzfall für die erste Lageerkundung und den weiteren Verlauf eines Einsatzes maßgeblich sind. 
Ebenso wichtig ist die Einweisung für überörtlich anrückenden Kräften, sowie die Koordination von Bereitstellungsräumen.
Zum abpumpen des Wassers ist die Fließrichtung und Dimension des Kanals von immenser Bedeutung.
Vergangene Schadenereignisse zeigen, wie wichtig die Verfügbarkeit umfangreicher Informationen rund um die Einsatzstelle für die Feuerwehren ist. Besonders in der sogenannten Chaosphase, zu Beginn eines jeden Einsatzes, müssen diese schnell und jederzeit verfügbar sein. iKAT kann nicht nur überall offline, wo keine mobilen Daten zur Verfügung stehen, verwendet werden, sondern kann noch vieles mehr. Überzeugen Sie sich selbst und machen Sie einen Termin für eine Vorstellung von iKAT aus.
#ikatapp #ikat #hochwasser #überschwemmung #gefahrenabwehr #feuerwehr #thw #dauerregen",0,14,IMAGE,https://www.instagram.com/p/CP0g1NbBV7W/,2021-06-07T13:23:46+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198061942_339810581100355_5355397333652832744_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=iB8jnz2SJfsAX_1F5iO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=24b33cca180297b738cf3ff3a4e1b000&oe=60C42123,none
17939342164519548,,"Voller Sorge verfolgte ich am Wochenende wie stark und schnell Teile Ostthüringens und andere Teile Deutschlands von Starkregen heimgesucht wurden. ☂️😥

Straßen wurden überflutet, Keller liefen voll und es blieb so viel Schlamm zurück. Ich bin so froh, dass es unter uns viele Menschen gibt, die sich ehrenamtlich in der Feuerwehr und beim THW engagieren.

Danke, dass ihr immer für uns da seid! ✊💪

#überschwemmung #starkregen #thw #feuerwehr #ehrenamt",0,30,IMAGE,https://www.instagram.com/p/CP0d9YXNPr1/,2021-06-07T12:58:41+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/197443984_962020147908379_5344327553337980170_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=seZQ8bPGDJsAX_uReND&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d45f711a1fe14baede8c386d7ed9f01d&oe=60C2B9EB,none
17994541984345838,,"#Starkregen, #Überschwemmung, #Gewitter - Der #Sturm am Wochenende hat im Westen schwere Schäden angerichtet. Vor allem das #Rheinland war betroffen. Danke an alle Helfer, von der Feuerwehr bis hin zu den vielen #Nachbarn und #Freunden, die auch heute noch mit anpacken. #Hennef #Laer #Kleve #Widdeshoven #Pulheim #WendenOttfingen",2,280,IMAGE,https://www.instagram.com/p/CP0diUTn43R/,2021-06-07T12:54:59+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198637746_943052149827346_2054266318320134902_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=MxaGWUAVSG0AX8q6sQ6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=28bf3472c45329aad81528a73ad0ee60&oe=60C3A864,none
