ID,event_id,article_title,article_link,article_content,publishing_date,article_image,article_keywords,article_relevance,category
0,FL-2017-000052-RUS,Наводнение в Омане: Как машины плавали по пустыне - Российская Газета,https://rg.ru/2018/05/31/navodnenie-v-omane.html,"В Сети появились ужасающие кадры наводнения в Омане, случившегося после того, как на Аравийский полуостров обрушился тропический шторм ""Мекуну"".

Скорость ветра во время буйства стихии в некоторых районах достигала 200 километров в час, а количество осадков за одну ночь в три раза превысило ежегодную норму и составило 278 мм.

Жертвами шторма стали более десяти человек, еще более 20 человек числятся пропавшими без вести.","Thu, 31 May 2018 07:00:00 GMT",https://cdnimg.rg.ru/img/content/155/07/68/nbh_t_650x433.jpg,"['стихии', 'составило', 'машины', 'случившегося', 'пустыне', 'тропический', 'стали', 'наводнение', 'шторма', 'час', 'числятся', 'плавали', 'шторм', 'ужасающие', 'омане']", ,flood
1,FL-2017-000052-RUS,Последствия наводнения в Краснодарском крае - РБК,https://www.rbc.ru/photoreport/25/10/2018/5bd17ce59a7947a2f413afb0,"Сильные дожди и смерчи в Краснодарском крае вызвали наводнение в нескольких районах. Стихия привела к разрушению дорог и затоплению населенных пунктов, ее последствия — в фоторепортаже РБК

24 октября в Туапсинском районе за шесть часов выпала месячная норма осадков. Стихия разрушила мост на реке Макопсе на трассе между Сочи и Туапсе

Из-за повреждения дорог, подтоплений и селей с некоторыми населенными пунктами нет сообщения

Более 2,5 тыс. домов остались без света

Пострадали 27 населенных пунктов в Апшеронском и Туапсинском районах. ​По данным СМИ, жертвами стихии стали два человека

На борьбу с последствиями стихии направлены около 800 спасателей

В районе реки Цыпка также обрушилась часть моста

В Туапсинском районе ввели режим ЧС

От селей и размыва насыпей пострадали железные дороги. Днем в четверг задерживались более 30 поездов. Для перевозки на участках, где прервано железнодорожное сообщение, подготовили автобусы

Из пострадавших районов эвакуировали несколько сотен жителей

На федеральную трассу в районах Большого Сочи Аше и Совет-Квадже сошли сели, расчистка дорог займет около двух суток

На некоторых дорогах вода смыла значительные участки полотна

На полное восстановление железнодорожного сообщения может уйти около трех суток","Thu, 25 Oct 2018 07:00:00 GMT",https://s0.rbk.ru/v6_top_pics/media/img/7/84/755404640393847.jpg,"['стихии', 'наводнения', 'районах', 'стихия', 'селей', 'последствия', 'краснодарском', 'пунктов', 'населенных', 'районе', 'дорог', 'сочи', 'крае', 'туапсинском']", ,flood
2,FL-2017-000052-RUS,"Всероссийский потоп: крупнейшие наводнения XXI века - МИЦ ""Известия""",https://iz.ru/615351/ruben-sedrakian/vserossiiskii-potop-krupneishie-navodneniia-xxi-veka,"Сильнейшие ливни с градом и ураганным ветром, прошедшие в Карачаево-Черкесии, привели к резкому подъему воды в реке Аманауз. Из-за разгула стихии в курортном поселке Домбай была подтоплена гостиница «Адель»: в итоге 77 детей, находившихся на отдыхе, пришлось эвакуировать.

Российское лето 2017 года выдалось весьма капризным. Низкая температура воздуха, тропические ливни, шквалистый ветер и сильнейшие ураганы приводят к природным катаклизмам — в частности, к возникновению наводнений. В XXI веке регионы России пережили множество потопов, большинство которых закончились трагедиями.

Ставропольский потоп

Фото: РИА Новости/Денис Абрамов

В мае 2017-го в Ставропольском крае произошло крупнейшее за последние полвека наводнение. Причиной стали сильные дожди и не расчищенные вовремя русла рек. Из-за угрозы переполнения Отказненского водохранилища было эвакуировано более 40 тыс. человек. По информации МЧС, пострадало порядка 5 тыс. жителей, из них около 1 тыс. детей.

«Сказать, что это страшно, — не сказать ничего. Дома стоят по крыши в воде, улицы затоплены, люди в шоке. Необходимы теплые вещи, одеяла и детские принадлежности (памперсы, питание, пеленки)», — писали жители в соцсетях.

Сильнее всего пострадали жители Минеральных Вод, где уровень воды достиг отметки 5,5 м. Ущерб от паводка превысил 2,3 млрд рублей. Вскоре после бедствия жители начали получать единовременные компенсации — 20 тыс. рублей на каждого члена семьи. Последствия наводнения до сих пор не устранены, а для укрепления берегов и расчистки русел потребуется не менее 10 млрд рублей и несколько лет работы.

Дальний Восток

Фото: ТАСС/Михаил Почуев

Осень 2016-го в Приморском крае прошел тайфун «Лайонрок», который вызвал сильный паводок и затопил около 4 тыс. домов. Под водой оказались несколько деревень и поселков. Ликвидацией последствий занимались свыше 5 тыс. сотрудников МЧС, а также несколько сотен единиц техники, среди которых были 25 воздушных судов и пять беспилотников.

Наводнения на Дальнем Востоке случались и прежде. Мощнейший паводок обрушился на регион летом 2013 года: он привел к самому масштабному наводнению за последний век. Общая площадь затопленных территорий превысила 8 млн кв. км. Ликвидацией последствий стихии занимались свыше 300 тыс. человек, в том числе военные. Общий объем ущерба оценивался в 527 млрд рублей, а пострадавшими были признаны около 190 тыс. человек. В качестве компенсации выплачивалось по 10 тыс. рублей, по 100 тыс. давали людям, потерявшим из-за стихии имущество. После наводнения в отношении ряда чиновников были возбуждены уголовные дела: одно из них — в связи с разрушением дамбы Шиманского водохранилища, а второе — по факту халатности.

Краснодарская трагедия

РИА Новости /пресс-служба ГУ МВД РФ

Одно из крупнейших за последние десятилетия наводнений произошло в Краснодарском крае летом 2012 года. Ливни начались 6 июля, и за несколько часов на Геленджик, Крымск и Новороссийск обрушилась пятимесячная норма осадков. При этом наиболее интенсивно ливень шел глубокой ночью. Менее чем за десять минут уровень воды поднялся на несколько метров, затопив первые этажи зданий. 29 тыс. человек полностью утратили имущество, 1,7 тыс. домов были полностью разрушены.

За десять лет до этого в Крымске произошло сильное наводнение, разрушившее более 400 жилых домов и унесшее жизни 59 человек. Однако ущерб от нового удара стихии был куда масштабнее. Трагедия унесла жизни 168 человек, 153 из них были жителями Крымского района.

Наводнение привело также к экологической катастрофе. Во время ливней в реку Адагум попали нефтепродукты из двух открытых резервуаров «Черномортранснефти». Ущерб составил порядка 60 млн рублей. Кроме того, по факту катастрофы было возбуждено несколько уголовных дел. В итоге четверо чиновников были приговорены к тюремному заключению сроком от трех до пяти лет.

Вскоре после трагедии в Крымске была установлена новая система мониторинга, автоматически передающая данные об уровне воды. По всему району распределили 10 таких гидропостов: каждый из них работает от солнечных батарей, поэтому в случае возникновения чрезвычайных ситуаций им ничего не грозит.

Удар по югу России

Фото: ТАСС/Дмитрий Рогулин

В июне-июле 2002-го пострадали девять южных регионов России. Под водой оказались 377 населенных пунктов. В общей сложности от стихии пострадало более 300 тыс. человек, 114 из них погибли. Как и в 2017-м, наиболее сложная ситуация сложилась в Минеральных Водах, где уровень воды в реке поднялся на 5–6 м выше критической отметки. Жители спасались от стихии на крышах домов и деревьях. Ущерб от наводнения составил 16 млрд рублей.

ВсеЛенский потоп

Фото: ТАСС

Годом ранее, в мае 2001-го, от наводнения пострадал город Ленск. Жители сразу же окрестили это событие ВсеЛенским потопом. Город практически полностью смыло водой: в первые дни было затоплено почти 98% территории. Свыше 5 тыс. домов были затоплены, восемь человек погибли. При этом в 1998 году Ленск уже становился жертвой стихии. Из-за двух ледяных заторов на реке Лене вода поднялась на 11 м. Почти 100 тыс. человек пострадали, 15 из них погибли.","Thu, 06 Jul 2017 07:00:00 GMT",http://cdn.iz.ru/sites/default/files/styles/900x506/public/article-2017-07/TASS_21744451.jpg?itok=smH6JHTj,"['стихии', 'наводнения', 'века', 'тыс', 'ущерб', 'всероссийский', 'потоп', 'млрд', 'крупнейшие', 'домов', 'xxi', 'воды', 'изза', 'жители', 'рублей']", ,none
3,FL-2017-000052-RUS,Наводнение в США: вода начала переливаться через дамбу в Хьюстоне - BBC Русская служба,https://www.bbc.com/russian/news-41080846,"Наводнение в США: вода начала переливаться через дамбу в Хьюстоне

29 августа 2017

Автор фото, Getty Images

Из-за проливных дождей, принесенных в Техас ураганом ""Харви"", уровень воды в водохранилище поднялся до критического уровня, и вода начала переливаться через дамбу Аддикс в Хьюстоне, сообщили власти штата.

Ранее инженеры уже начали сброс воды, чтобы предотвратить затопление находящихся около водохранилища районов. Однако во вторник, по словам главы штаба по ликвидации последствий наводнения Джеффа Лиднера, вода поднялась выше максимального подпорного уровня.

В Хьюстоне за последние несколько дней выпало рекордное количество осадков - 75 сантиметров, дороги города превратились в реки

В штат Техас, где более 30 тысяч человек уже были вынуждены покинуть свои дома, во вторник прибыл президент США Дональд Трамп, чтобы оценить масштабы бедствия. Как ранее сообщил Белый дом, Трамп также возможно посетит еще один пострадавший от наводнения штат - Луизиану.

По прогнозу метеорологов, в ближайшие дни в Техасе наводнение, вызванное ураганом ""Харви"", будет только усиливаться. Затяжные ливни продолжались трое суток и, согласно прогнозу, дожди в ближайшее время не прекратятся.

Власти Хьюстона готовят дополнительные временные убежища, чтобы разместить пострадавших от наводнения. Об этом во вторник сообщил мэр города Сильвестр Тернер.

Согласно распоряжению властей, Федеральное агентство по управлению в чрезвычайных ситуациях должно ""как можно скорее"" организовать спальные места и поставку еды для 10 тысяч человек, пострадавших от наводнения в Хьюстоне и соседних населенных пунктах.

Конгресс-центр имени Джорджа Брауна в Хьюстоне, который был превращен во временное убежище, может принять только 5000 человек. Однако уже во вторник в нем были размещены около 9000 человек.

Для просмотра этого контента вам надо включить JavaScript или использовать другой браузер Подпись к видео, Техасцы демонстрируют героизм и сплоченность перед лицом стихии

Власти Хьюстона сообщили, что в ближайшее время они сообщат адреса дополнительных центров временного размещения пострадавших.

В округе Бразория, который находится к югу от Хьюстона, было объявлено о срочной эвакуации из-за опасности того, что вода в водемах поднимется до максимально допустимого уровня.

Ураган ""Харви"", ослабевший до тропического шторма, добрался до штата Луизиана. Столица штата, город Новый Орлеан, серьезно пострадавший в результате урагана ""Катрина"" в 2005 году, также готовится к наводнению.

Мэр города Митч Ландрю обратился к жителям с просьбой оставаться дома и держаться подальше от дорог.

Автор фото, Getty Images Подпись к фото, В Хьюстоне за последние несколько дней выпало рекордное количество осадков - 75 сантиметров, дороги города превратились в реки

По данным властей Техаса, в результате шторма погибли по меньшей мере девять человек. При наводнении погибли шесть членов одной семьи, сообщили американские СМИ со ссылкой на родственников, но официально эта информация не подтверждена.

В Хьюстоне, четвертом по величине городе в США, не объявляли эвакуацию жителей из опасений, что она может привести к хаосу и гибели людей, оказавшихся взаперти в машинах на затопленных дорогах.

По данным властей, тысячи людей были спасены, многие из них провели ночь в организованном в центре города приюте для оставшихся без крыши над головой.

Автор фото, Getty Images

Метеорологи предупреждают, что на этой неделе количество осадков может вырасти вдвое.

Ранее президент США Дональд Трамп пообещал оказать всю необходимую помощь пострадавшим в результате наводнения.

""Процесс восстановления после причиненного погодой ущерба - это долгий и трудный путь, и федеральное правительство готово к нему"", - сказал глава государства.

По словам Трампа, он обсуждал с членами конгресса вопросы финансирования ликвидации последствий наводнения, потому что оно обойдется в значительную сумму.

Трамп также объявил о введении чрезвычайного положения в Техасе и Луизиане. Эта мера позволяет оказывать экстренное финансирование и предпринимать другие шаги, направленные на борьбу с последствиями стихии.

Автор фото, Getty Images

Урагану Харви сначала была присвоена 4-я категория сложности, но по мере его продвижения вглубь континента категория была понижена до тропического шторма.

Из Хьюстона и его окрестностей были спасены более 3000 человек. Вертолеты эвакуировали людей с крыш домов.

Хьюстон - четвертый по величине город в США, в нем проживает 2,3 млн человек, а вместе с пригородами численность населения превышает 6,6 млн.

Автор фото, Getty Images

Битва со стихией

Губернатор Техаса Грег Эббот распорядился о направлении всех 12 тысяч служащих Национальной гвардии штата для участия в операциях по спасению людей и восстановлению инфраструктуры.

Власти готовятся оказать помощь полумиллиону пострадавших при наводнении, 30 тысяч человек, оставшихся без крова, будут размещены во временных приютах.

Из двух плотин, контролирующих водные потоки главной реки Хьюстона, был осуществлен аварийный сброс воды: в понедельник власти заявили, что открывают плотины Аддикс и Баркер, жертвуя частью домов в пригородах, которые будут смыты, чтобы остановить проникновение воды в центр города.

Национальная метеорологическая служба предупредила, что в среду и четверг ожидается самое сильное наводнение за последние дни, однако где именно резко увеличится уровень воды, пока неизвестно.

Автор фото, Getty Images

Тысячи домов штата остались без электричества. Закрыты многие школы, закрыты два основных аэропорта Хьюстона.

С МЕСТА СОБЫТИЙ

Джеймс Кук, Би-би-си, Хьюстон

Целые пригороды оказались под водой. Магазины закрыты, дороги тоже. Закрыты оба аэропорта. Перемещаться по городу сейчас совершенно невозможно.

Выше по течению реки инженеры производят аварийный сброс воды. Они предупредили людей, живущих рядом, чтобы те были готовы к затоплению.

Некоторые жители критически высказываются о подготовке властей к шторму, который на прошлой неделе набрал силу в Мексиканском заливе.

В одном из районов жители очень зло отреагировали на сообщение о том, что власти пока не давали им указаний эвакуироваться: они опасаются наступления ночи и быстрого подъема уровня воды.

Синоптики прогнозируют, что в соседнем штате Луизиана может выпасть такое же количество осадков - до 75 сантиметров.

Автор фото, Getty Images

В 2005 году штат сильно пострадал в результате урагана ""Катрина"". Наблюдатели сравнивают нынешнюю ситуацию в штате с той, что сложилась 12 лет назад.","Tue, 29 Aug 2017 07:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_russian/82F8/production/_97582533_gettyimages-840308472.jpg,"['дамбу', 'наводнения', 'штата', 'вода', 'getty', 'фото', 'наводнение', 'сша', 'переливаться', 'людей', 'хьюстоне', 'хьюстона', 'города', 'воды']", ,none
4,FL-2017-000052-RUS,Наводнение в Париже: уровень воды в Сене достиг пика - BBC Русская служба,https://www.bbc.com/russian/features-42857504,"Наводнение в Париже: уровень воды в Сене достиг пика

29 января 2018

Автор фото, EPA

Река Сена в Париже вышла из берегов после проливных дождей и затопила набережные. Уровень воды в понедельник поднялся до отметки в 5,84 метра - это превышает нормальный уровень Сены более чем на четыре метра.

В Париже и окрестностях распорядились эвакуировать 1500 человек. Приблизительно столько же домов остаются без электричества. Несколько выставок в парижских музеях временно закрыты.

Ожидается, что до вторника уровень воды не снизится.

Автор фото, AFP Подпись к фото, Сена вышла из берегов после обильных дождей, шедших около недели.

Автор фото, AFP Подпись к фото, Вышедшая из берегов Сена прибавила немало забот местным жителям

Сена выходит из берегов не впервые. Во время наводнения в Париже в 2016-м году вода поднялась еще больше, достигнув отметки в 6,1 метра.

Автор фото, Getty Images

В городе частично ограничено движение. Семь станций главной линии городского железнодорожного транспорта Парижа RER C закрыты как минимум до 5 февраля.

Перекрыты и некоторые скоростные дороги вдоль Сены.

Автор фото, AFP Подпись к фото, Кафе Les Nautes стало практически подводным. Париж, январь 2018.

Знаменитые туристические кораблики Bateaux Mouches не работают. Перемещаться по реке разрешено только экстренным службам.

В Лувре из-за наводнения закрыли подземную галерею экспонатов исламского искусства. Под угрозой закрытия - и Музей Орсе, и Музей Оранжери.

Автор фото, AFP Подпись к фото, В некоторых районах улицы Парижа превратились в реки. Жители одной из окраин на юге мегаполиса взялись наводить порядок

Затоплены и некоторые районы предместья Парижа, многие местные жители там перемещаются на лодках, десятки людей эвакуированы. Ряд школ пришлось закрыть.

Автор фото, Getty Images Подпись к фото, В некоторых районах Парижа из-за паводка люди вынуждены перемещаться на лодках

""Многие перемещаются на лодках. Но мы не унываем, мы привыкли, за 20 лет это восьмое или девятое наводнение"", - сказал агентству Франс пресс житель восточного района Парижа Серж Матикин агентству AFP.

По прогнозам синоптиков, уровень воды будет оставаться высоким до конца недели, поскольку в регионе вновь ожидаются дожди.

Сена выходит из берегов довольно часто. Самое серьезное наводнение в Париже произошло в 1910 году, когда уровень воды в Сене превысил норму на 8 метров после нескольких дней сильных дождей. Улицы города тогда превратились в каналы, город понес серьезный ущерб от уничтожения инфраструктуры.

Автор фото, AFP Подпись к фото, Нынешнее наводнение не такое сильное, как в 2016 и в 1910 годах

Как рассчитывается уровень воды при наводнении?

Сразу в нескольких районах вдоль Сены установлены измерители уровня воды, а расположенный у моста Аустерлиц используется в качестве основного.

Для просмотра этого контента вам надо включить JavaScript или использовать другой браузер Подпись к видео, Наводнение в Париже достигло пика: что думают жители и туристы

По словам представителей мэрии Парижа, там глубина Сены составляет около 26 м.

Автор фото, Getty Images Подпись к фото, Знаменитая статуя зуава на мосту Альма, с помощью которой традиционно измеряют уровень воды в Сене

Уровень воды в Сене замеряют также с помощью знаменитой статуи зуава - французского солдата Крымской войны - на мосту Альма.

В субботу днем вода все еще была значительно ниже его пояса; во время наводнения 1910 года, когда вода стояла в городе два месяца, вода добралась до его шеи.

Автор фото, AFP Подпись к фото, Ожидается, что уровень воды начнет спадать на следующей неделе","Mon, 29 Jan 2018 08:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_russian/1003E/production/_99789556_paris_floods_gettyimages-910129060.jpg,"['afp', 'берегов', 'вода', 'париже', 'фото', 'парижа', 'наводнение', 'пика', 'достиг', 'сене', 'подпись', 'уровень', 'воды']", ,none
5,FL-2017-000052-RUS,"В Венеции наводнение, вода поднялась на полтора метра - BBC Русская служба",https://www.bbc.com/russian/news-46030080,"В Венеции наводнение, вода поднялась на полтора метра

30 октября 2018

Для просмотра этого контента вам надо включить JavaScript или использовать другой браузер Подпись к видео, Самое сильное наводнение в Венеции за последние 40 лет. Видео

В Венеции произошло сильнейшее за последние годы наводнение.Вода в городе поднялась на полтора метра.

По меньшей мере восемь человек стали жертвами непогоды в Италии. Проливные дожди и сильный ветер привели к наводнению в ряде регионов страны. Власти из соображений безопасности приняли решение закрыть школы и доступ к туристическим достопримечательностям в ряде районов.

Из-за проливных дождей затопленным оказался исторический центр Венеции. Около 75% улиц и площадей города оказались под водой.

Автор фото, Reuters

В понедельник, когда уровень воды поднялся до 156 см, была закрыта главная городская площадь Венеции - площадь Сан-Марко.

Это четвертое по силе наводнение в городе за всю историю наблюдений. Однако, как кажется, многие жители и гости Венеции не намерены менять свои планы.

Автор фото, EPA

Автор фото, Reuters Подпись к фото, Площадь Сан-Марко была закрыта в понедельник

Многие пешеходы передвигаются по деревянных настилам. Некоторые переобуваются в резиновые сапоги, либо надевают высокие полиэтиленовые бахилы.

Автор фото, Getty Images

Автор фото, AFP

Магазины и лавки продолжают работать, а продавцы пытаются спасти товар.

Автор фото, EPA

В Венеции и во всем регионе Венето объявлен красный (высокий) уровень метеоопасности. Местных жителей и туристов предупреждают о перебоях в движении транспорта.

Автор фото, Getty Images

По прогнозам метеорологов, в ближайшие дни улучшения погодных условий не ожидается.

Автор фото, Reuters

Автор фото, Getty Images","Tue, 30 Oct 2018 07:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_russian/1747/production/_104095950_mediaitem104095949.jpg,"['ряде', 'вода', 'getty', 'фото', 'наводнение', 'площадь', 'поднялась', 'последние', 'полтора', 'подпись', 'уровень', 'венеции', 'метра']", ,flood
6,FL-2017-000052-RUS,"Паводки, наводнения и подтопления в России в 2012-2017 гг. Досье - ТАСС",https://tass.ru/info/4291130,"В России ежегодно происходит 40-70 крупных наводнений. По данным Росгидромета, этим стихийным бедствиям подвержены около 500 тыс. кв. км, наводнениям с катастрофическими последствиями - 150 тыс. кв км, где расположены порядка 300 городов, десятки тысяч населенных пунктов, большое количество хозяйственных объектов, более 7 млн га сельхозугодий.

Ранее 25 мая из-за ситуации с паводками на территории края был введен режим чрезвычайной ситуации (ЧС). 27 мая в одном из затопленных домов в Минеральных Водах были обнаружены тела мужчины и женщины.

Среднегодовой ущерб от наводнений оценивается примерно в 40 млрд руб., в том числе в бассейнах рек Волга - 9,4 млрд руб., Амур - 6,7 млрд руб., Обь - 4,4 млрд руб., Терек - 3 млрд руб., Дон - 2,6 млрд руб., Кубань - 2,1 млрд руб., Лена - 1,2 млрд руб., озеро Байкал - 0,9 млрд руб., прочих рек - 10,7 млрд руб.

Наиболее часто наводнения происходят на юге Приморского края, в бассейне Средней и Верхней Оки, Верхнего Дона, на реках бассейнов Кубани и Терека, в бассейне Тобола, на притоках Среднего Енисея и Средней Лены. Мощные снеговые и дождевые паводки возникают на крупных российских реках почти ежегодно.

Согласно исследованию Всероссийского научно-исследовательского института гидрометеорологической информации - Мирового центра данных (ФГБУ ""ВНИИГМИ-МЦД""), суммарно число опасных гидрологических явлений (наводнений, паводков и селей) за первое десятилетие XXI в. в России выросло в 1,5 раза по сравнению с 1990-ми гг.

Редакция ТАСС-ДОСЬЕ подготовила хронологию случаев крупнейших паводков, наводнений и подтоплений в России за последние пять лет, приведших к большому материальному ущербу и гибели людей.

6-7 июля 2012 г. сильнейшие ливни привели к самому разрушительному наводнению за всю историю Краснодарского края. Пострадали 10 населенных пунктов, в том числе города Геленджик, Новороссийск, Крымск, поселки Дивноморское, Нижнебаканская, Неберджаевская и Кабардинка. Основной удар стихии пришелся на Крымский район и непосредственно на Крымск.

В результате наводнения, по данным МЧС, погиб 171 человек. Пострадавшими от стихии признаны 53 тыс. человек, из них 29 тыс. полностью утратили имущество. Были подтоплены 7,2 тыс. жилых домов, из них полностью разрушены свыше 1,6 тыс. домовладений. Стихия нарушила системы энерго-, газо- и водоснабжения, автомобильное и железнодорожное движение. Общий ущерб от стихии составил порядка 20 млрд руб. 9 июля 2012 г. был объявлен днем траура на всей территории Российской Федерации.

В июле - октябре 2013 г. зафиксировано крупнейшее за последние 115 лет наводнение в бассейне реки Амур, вызванное интенсивными затяжными осадками. В зоне аномального паводка находились Амурская область, Хабаровский край и Еврейская автономная область. В Хабаровском крае было подтоплено два города (4 сентября уровень воды в Амуре достиг пиковой отметки 808 см в Хабаровске, а 12 сентября - 910 см в Комсомольске-на-Амуре) и три районных центра, 90 населенных пунктов и 8 тыс. дачных и приусадебных участков, 3 тыс. 500 жилых домов, 35 объектов социального назначения и 74 объекта коммунального хозяйства.

Около 47 тыс. человек оказались в зонах затопления. От стихии пострадали в общей сложности 190 тыс. человек. В спасательных операциях принимали участие аварийно-спасательные службы, личный состав Вооруженных сил и волонтеры. Единственной жертвой наводнения стал младший сержант Баир Банзаракцаев, погибший 5 сентября при выполнении задания по укреплению дамбы (посмертно награжден медалью ""За отвагу"").

В результате стихийного бедствия было разрушено 290 км автодорог, пострадали 20 тыс. га сельхозугодий. Общий ущерб от наводнения, по сообщению вице-премьера Юрия Трутнева, сделанному 25 апреля 2014 г., превысил 527 млрд руб., на восстановительные работы из федерального бюджета было выделено 40 млрд руб.

24 сентября 2014 г. из-за шторма в Азовском море резко повысился уровень воды в устье рек (образовалась так называемая ""нагонная волна""), в результате чего в 31 населенном пункте Ейского и Приморско-Ахтарского районов Краснодарского края оказались подтоплены более 3 тыс. жилых домов с населением более 7,5 тыс. человек. Один человек погиб (его смыло в море), силы пожарно-спасательных формирований МЧС эвакуировали около 1,5 тыс. человек. Общая сумма ущерба (пострадала также Ростовская область) составила 1,1 млрд руб.

25 июня 2015 г. в Сочи дождевой паводок вызвал выход из берегов реки Херота, в результате произошло подтопление Адлерского района и пос. Кудепста Хостинского района города. Был введен режим чрезвычайной ситуации, из-за паводка на несколько часов было приостановлено электроснабжение в Адлерском районе.

В зону подтопления попали международный аэропорт Сочи, железнодорожный вокзал, участок железной дороги Хоста - Адлер, а также и 2 тыс. 23 жилых дома и 98 объектов муниципальной собственности. Один человек погиб от удара током. Администрация Сочи оценила общий ущерб от наводнения в 760 млн руб. и установила компенсации гражданам, чье жилье пострадало от подтопления, в размере от 10 до 100 тыс. руб. (в зависимости от понесенного ущерба).

27 августа - 2 сентября 2015 г. в результате вызванных прохождением тайфуна ""Гони"" ливневых дождей в Приморье выпало до двух месячных норм осадков. Из берегов вышли реки на юге региона, в том числе река Раковка на территории Уссурийского городского округа, где оказались подтоплены почти 100 жилых домов и 600 придомовых территорий.

Из зоны паводка эвакуировали 55 человек. Вода залила зоопарк ""Зеленый остров"", из которого не успели вывезти около 20 животных, 1-3 сентября спасатели перевезли их в безопасные места. Также пострадал небольшой зоопарк в с. Борисовка - там утонули морские свинки, енот и несколько десятков экзотических птиц.

Близ села Кроуновка произошло обрушение 70-метрового моста, взамен его была сооружена временная переправа из труб, бетонных плит и земляной насыпи. В 2016 г. и 2017 г. она неоднократно затапливалась из-за дождей, в результате чего село оказывалось в транспортной изоляции.

31 августа 2016 г. по территории Приморского края прошел тайфун ""Лайонрок"". В результате вызванного стихией паводка пострадали 27 из 34 муниципальных районов региона, были затоплены 170 населенных пунктов, более 15 тыс. домовладений, свыше 21 тыс. земельных участков, тысячи гектаров сельскохозяйственных земель. Полностью отключались от электроснабжения 56 населенных пунктов, отсутствовала связь с 51 населенным пунктом. Было разрушено 549 километров дорог и 189 водопропускных труб, пострадавшими были признаны около 40 тыс. человек.

2 сентября в районе села Уборка опрокинулся в реку автомобиль ""КамАЗ"" со спасателями Дальневосточного регионального поисково-спасательного отряда, в результате чего погиб глава краевого управления МЧС Олег Федюра. Cо 2 сентября по 2 октября 2016 г. в крае действовал режим ЧС федерального уровня. Затем он был заменен на режим ЧС краевого уровня, который сняли на всей территории региона 27 декабря 2016 г. К концу 2016 г. около 52 тыс. жителей края получили более 1,3 млрд руб. компенсаций из бюджетов всех уровней.","Mon, 29 May 2017 07:00:00 GMT",https://phototass4.cdnvideo.ru/width/1200_4ce85301/tass/m2/uploads/i/20170529/4501394.jpg,"['наводнения', 'россии', 'тыс', 'подтопления', 'населенных', 'досье', 'результате', 'пунктов', 'млрд', 'края', 'гг', 'паводки', '20122017', 'сентября', 'руб', 'территории']", ,none
