id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
17880657437306527,"{'data': [{'id': '17916359797743545'}, {'id': '18007643323323984'}]}","تنسيقنا الجميل لصاحبة الهدية اللي فازت معانا،تتهنى فيها😻♥️.
ما شاء الله.

#الباحه #بني_حسن #المندق #بلجرشي #العقيق #الحجاز #تهامة #قلوة #المخواة #دوس #بني_مالك #baha #السعودية #هدايا #طلبيات
‏#saudi",0,2,CAROUSEL_ALBUM,https://www.instagram.com/p/CQL3nxqJLwT/,2021-06-16T15:05:27+0000,
17925991852619404,,"طلبية زبونة ينفذ التغليف حسب الرغبة💙💙.

#الباحه #بني_حسن #المندق #بلجرشي #العقيق #الحجاز #تهامة #قلوة #المخواة #دوس #بني_مالك #baha #السعودية #هدايا #طلبيات
‏#saudi",0,2,IMAGE,https://www.instagram.com/p/CQL3ebBptQC/,2021-06-16T15:04:10+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/202262016_998063924064822_2606662472766277180_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=SWC1OtWOG5cAX95VyA4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1105d28a43080c629a64f9ab4641f622&oe=60CFA826
17917634977741824,"{'data': [{'id': '17923703086642845'}, {'id': '17930670412580276'}, {'id': '17889997607205331'}]}","طلبية زبونة💕💕.

#الباحه #بني_حسن #المندق #بلجرشي #العقيق #الحجاز #تهامة #قلوة #المخواة #دوس #بني_مالك #baha #السعودية #هدايا #طلبيات
‏#saudi",0,2,CAROUSEL_ALBUM,https://www.instagram.com/p/CQL3SxJJlr6/,2021-06-16T15:02:35+0000,
17930591137579520,"{'data': [{'id': '18157268008090938'}, {'id': '18171456553122838'}]}","طلبية زبونة💕💕.

#الباحه #بني_حسن #المندق #بلجرشي #العقيق #الحجاز #تهامة #قلوة #المخواة #دوس #بني_مالك #baha #السعودية #هدايا #طلبيات
‏#saudi",0,3,CAROUSEL_ALBUM,https://www.instagram.com/p/CQL3ObrpCFN/,2021-06-16T15:01:59+0000,
17999077570338552,,"Toy BAHAs are perfect for the BAHA wearer in your life. Available as single or bilateral & in black or blonde.⠀
Choose any in stock design, or special order design if you are purchasing a matching headband.⠀
http://www.bahaaccessoriesuk.com⠀
#headband #cochlear #baha #oticon #ponto #medel #adhear #toyaid #toybaha #toyponto #hearingaidaccessories #boneanchoredhearing #boneanchoredhearing #bahahearingaid #bahaprincess #bahaprince #bahakids #cochlearkids #cochlearbaha #pontoprince #pontoprincess #pontohearingaid #oticonmedical #oticonprince #oticonprincess #oticonkids #microtia #microtiaatresia #headbandsforhearing #hearingaidheadband",0,0,IMAGE,https://www.instagram.com/p/CQL3H5UlXh2/,2021-06-16T15:01:09+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203004462_1354168124984003_3420489130972718177_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=JYw_Jv9iM3EAX89Hvts&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=78549f7783f726f99549eec8e9e74b84&oe=60CEA99F
17859478544553770,,"*ph theme in bg*
•
‼️Check out my page for more memes if you’re bored :)
Follow Me 👉🏼 darkk.memes.hub
Yes Please 👉🏼 darkk.memes.hub
~
TaGs📌
#meme #memes😂 #wacky #sexjokes #sexeducation #cursedmemes #cursedimages #memeaccount #memecucks #offensivememes #bhfyp #funnymemes #stolenmemes #deepfriedmemes #dank #dark #humour #dankdank #darkmemes #cancerourmemesforautisticteens #edgymemesdaily #edgymemes #edgy #dailymemes #memester #memestagram #roast #jokes #lmao #baha",3,226,IMAGE,https://www.instagram.com/p/CQL3FRkDLzf/,2021-06-16T15:00:44+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201252349_548709839619830_8873588496097465127_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=CDPmQDZfNlkAX8GeJw5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=32351bc148c66c90536fdc5b4f25fe7e&oe=60CFCBE2
17923645519642912,,Ruhi 2. 2 ünite 2 bölüm 4. Paragraf son alıntı. #bahaiwritings #ruhi2 #bahaiwritings #bahailik #bahai #baha #bahaifaith #bahaidini #bahaiquote #bahaullah #universalhouseofjustice #yüceadaletevi #allah #iman #islam #peygamber #gerçek #din #neyapar #allahElçileri,0,11,VIDEO,https://www.instagram.com/p/CQLyfxyFjh3/,2021-06-16T14:21:44+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/201306432_548678479504695_5297026328973061540_n.mp4?_nc_cat=103&vs=17994962377349201_1668908697&_nc_vs=HBksFQAYJEdFQ3gtd3MzNWQwcEJmTUJBS1N0VktCaDBZSkpia1lMQUFBRhUAAsgBABUAGCRHRWgxX3dzZE16clRHVjBEQUdaN2NnS2padXduYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACagyZawosDDQBUCKAJDMywXQE4EOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkIn0%3D&_nc_ohc=kUtuuL6rC3IAX8eQEj4&_nc_oc=AQmnT6n1uXU4bn1vJDegnCaXDxDl9Blic1i1EYUpZCBhX1neZDLD9aa6R_KHjeBTuuk&_nc_ht=video-sea1-1.cdninstagram.com&oh=8d0395335b9736dc3680436ec6b46b86&oe=60CFFC66&_nc_rid=44580908ee
17994733642351387,,"Baha eşitmə implantları haqqında bir çox yanlış məlumat olduğunu bilirsiniz?  Baha eşitmə implantları haqqında ikinci səhv məlumat  budur. 

Sümük keçiriciliyi implantı sümük üzərindən səsinizi daxili qulağınıza ötürdüyünə görə qulaq qəlibinə ehtiyac yoxdur. Beləliklə, qulaq kanalı açıq qalacaq buna görə də xüsusən tez-tez və ya davamlı qulaq infeksiyaları və ya alergiyada  əziyyət çəkirsinizsə sizə daha çox rahatlıq hissi verecəkdir. 
#Baha #cochlear

⚠️Tel: 0554480262
🔅Whatsapp: 0556859573
〽️Mail: info@cochlear.az
🚸Ünvan: Yəhya Bakuvi 106 (Narimanov, Şəhər Bağları, Divan hotel)
#cochlearazerbaijan #cochlearazerbaycan",0,5,IMAGE,https://www.instagram.com/p/CQLstSmjmxg/,2021-06-16T13:30:05+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201489818_318563569823360_330586488792327027_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=5kaY8U7lTD0AX8WmpQs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=64171a550592b0b5490b96abf98084d6&oe=60CEB177
17907102319904322,,"يقدم لكم مطعم بحه اشهى وألذ الأطباق! اطلب الآن! 
للمزيد من المعلومات الاتصال على:
4444 8799📞
7771 8050📲
55705242 📲
‎‏#egyptianfood #restaurant #baha #doha #qatar #food #delivery #yummyfood #egyptianstyle #egyptfood #foodie #foodlover #restaurantlife #مناسبات_قطر #اطباق_مصرية #دوحة",0,3,IMAGE,https://www.instagram.com/p/CQLS_Fsp9IJ/,2021-06-16T09:45:19+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/201215279_181933853767767_2438779918621510266_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=tSjNXpnm_tYAX-Nh4Mq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b5c50bdfd43f673dbabed7bea5656c0f&oe=60CE68EC
18214241830073120,,"يقدم لكم مطعم بحه اشهى وألذ الأطباق! اطلب الآن! 
للمزيد من المعلومات الاتصال على:
4444 8799📞
7771 8050📲
55705242 📲
‎‏#egyptianfood #restaurant #baha #doha #qatar #food #delivery #yummyfood #egyptianstyle #egyptfood #foodie #foodlover #restaurantlife #مناسبات_قطر #اطباق_مصرية #دوحة",2,2,IMAGE,https://www.instagram.com/p/CQLS9mlp4eF/,2021-06-16T09:45:07+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/202718641_258817812709212_1482485173336556538_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=qUjiustmf0AAX_fqGQh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e239b3bac5a5cc3465183b4e5b8e8123&oe=60CE97CF
