id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
18233557408016846,"{'data': [{'id': '17889741602277101'}, {'id': '17857274153577944'}, {'id': '17885106359227424'}, {'id': '18189587293099024'}, {'id': '18174673627190213'}, {'id': '17936552137513171'}]}","Getting the pad done for our Tortugas model

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",2,6,CAROUSEL_ALBUM,https://www.instagram.com/p/CQWAHRyDn6C/,2021-06-20T13:32:04+0000,
17852441945598287,,"Hoy queremos felicitar a cada papá en su día, Cochlear ayuda a que todos los papás puedan escuchar ahora y siempre lo especial que son para cada uno de sus hijos ¡Feliz día del padre!

#FelizDiaDelPadre #FelizDiaPapa #CochlearFamily #CochlearLatinoamerica #Cochlear #HearNowAndAlways #Nucleus5 #Nucleus6 #Nucleus7 #Kanso #KansoDiscreto #Kanso2 #Baha #Baha5 #Baha5Power #Baha5SuperPower #Osia #sistemaosia",0,7,IMAGE,https://www.instagram.com/p/CQV_FQnJ4c2/,2021-06-20T13:23:03+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203902858_501826724232143_6873781585330948661_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=eajOnyRNX3IAX8ekOiP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9d22c70aae20bfd53ad08bab5f51d6e7&oe=60D3BDC4
17902841029988921,,"Happy Father’s Day to all the great men and single mothers doing their best and being the best example to their children.

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",1,6,IMAGE,https://www.instagram.com/p/CQV_ErMlSBj/,2021-06-20T13:22:58+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203802250_193020602622336_1713911618507346032_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=1Qha1LO2O7kAX-Nf0jl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=efa38930f8e41f0779916d7368a3a568&oe=60D42540
17900060654040282,,"Happy Father’s Day to all the great men and single mothers doing their best and being the best example to their children.

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",0,5,IMAGE,https://www.instagram.com/p/CQV_EMUlaRO/,2021-06-20T13:22:54+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203802250_193020602622336_1713911618507346032_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=1Qha1LO2O7kAX-Nf0jl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=efa38930f8e41f0779916d7368a3a568&oe=60D42540
17871989501433926,,"Happy Father’s Day to all the great men and single mothers doing their best and being the best example to their children.

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",0,5,IMAGE,https://www.instagram.com/p/CQV_DsWFjtw/,2021-06-20T13:22:50+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203802250_193020602622336_1713911618507346032_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=1Qha1LO2O7kAX-Nf0jl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=efa38930f8e41f0779916d7368a3a568&oe=60D42540
17889190829149045,,"Happy Father’s Day to all the great men and single mothers doing their best and being the best example to their children.

Follow
baha.investors 
baha.construction 
baha_homes 

#baha #bahahomes #realestate #investors #brrrr #Invest #customhomes #custombuild #builder #wpb #westpalmbeach #newconstruction #sfr #biggerpockets #florida #southflorida #southfloridarealestate #flippinghouses #realestateinvestment  #cashflow #realestatecashflow #realestateinvestor #rentalpropertyinvestor #cashflowproperties #realestatelife #realestatestyle #investmentproperty #investments #investing101 #investinrealestate",0,3,IMAGE,https://www.instagram.com/p/CQV_DH2sWyH/,2021-06-20T13:22:45+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203802250_193020602622336_1713911618507346032_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=1Qha1LO2O7kAX-Nf0jl&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=efa38930f8e41f0779916d7368a3a568&oe=60D42540
17873409542397732,,"Hoy queremos felicitar a cada papá en su día, en Cochlear ayudamos a que todos los papás puedan escuchar ahora y siempre lo especial que son para cada uno de sus hijos ¡Feliz día del padre!

#FelizDiaDelPadre #FelizDiaPapa #CochlearFamily #CochlearLatinoamerica #Cochlear #HearNowAndAlways #Nucleus5 #Nucleus6 #Nucleus7 #Kanso #KansoDiscreto #Kanso2 #Baha #Baha5 #Baha5Power #Baha5SuperPower #Osia #SistemaOsia",1,137,IMAGE,https://www.instagram.com/p/CQV8doXI-NS/,2021-06-20T13:00:10+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203078152_505375440700429_5938851739646179399_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=rymSS7uM3MAAX8ofMMs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b1cd5e444c7418d7c8868da3dbab6d36&oe=60D45FA6
17913898714829867,,"Her Yerde Müzik Var-Baha Boduroğlu
Samimi, doğal, ıçten ve usta bir sanatçı sevgili Baha Boduroğlu  ile yaptığımız eşsiz sohbet Muammer Enginsu TV youtube kanalı ve egeyonhaber kanalında köşe yazımızın içinde izleyebilirsiniz.Bu güzel anılar için bahaboduroglu 'na sonsuz teşekkürler.
#bahaboduroğlu 
#güzinilebaha 
##baha 
#eskişarkılar 
#nostalji
#45lik",0,39,VIDEO,https://www.instagram.com/p/CQV2tGfBFE1/,2021-06-20T12:11:04+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/202850505_300668311750947_7470055756745854677_n.mp4?_nc_cat=105&vs=17901404471046020_3870415202&_nc_vs=HBksFQAYJEdNbEFGd3dqeWVyTGRCRUJBTlhPTXZraF9LcG5ia1lMQUFBRhUAAsgBABUAGCRHUHAtRWd5WDhQazVmdUVCQUQ1QU9pT2tUSUk5YmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaUu7zT%2FffVPxUCKAJDMywXQE4EOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=4a66hWWrxHwAX83BK2O&_nc_ht=video-sea1-1.cdninstagram.com&oh=fc1d4099db16e914d594d13a69263b44&oe=60CFE98D&_nc_rid=b957fb6c5b
17926319785617689,,"Need a new go-to handbag? 🙋‍♀️
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Get Fatima now! 🙌
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Get Fatima from our Online Store:
https://www.crisanbags.com/products/fatima-handbag
⠀⠀⠀⠀⠀⠀⠀⠀⠀
or
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Shopee Mall store:
https://shopee.ph/Crisan-Bags-Fatima-Handbag-i.82539725.10704648783
⠀⠀⠀⠀⠀⠀⠀⠀⠀
or
⠀⠀⠀⠀⠀⠀⠀⠀⠀
LazMall store:
https://www.lazada.com.ph/products/crisan-bags-fatima-handbag-i1956015505-s8487472419.html?
⠀⠀⠀⠀⠀⠀⠀⠀⠀
or
⠀⠀⠀⠀⠀⠀⠀⠀⠀
At Robinson Department Stores, Metro Gaisano, Landmark, Cash-n-Carry Department Store, Sta Lucia East Department Store KCC Commercial Center, LCC Commercial Center, NCCC Commercial Center and Island City Mall 😁
⠀⠀⠀⠀⠀⠀⠀⠀⠀
or
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Just click the link in our bio 😁
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Subscribe, like and follow us on Facebook and Instagram for more exclusive discounts and updates:
www.crisanbags.com
www.facebook.com/CrisanLadiesBag/
CrisanLadiesBag
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#crisanbags #travelph #fashionbagph",1,8,IMAGE,https://www.instagram.com/p/CQV1pA1r-9T/,2021-06-20T12:00:33+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203078448_203561628297253_5606444124435557881_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=4xsYjIlj9hsAX8XJn6j&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4555b15dd8dbb3bc10532018efe0b32d&oe=60D454F4
17905588732942653,,"Ben de seni özledim işte. Bana dokunmanı özledim , kokunu özledim, gözlerini özledim, elimi tutmanı özledim, belimi sarmanı, öpmeni özledim, yanaklarımız birbirine değerken sakallarının batmasını özledim, sakalların battı diye kızdığımda yüzümü mıncıklayıp öpmeni özledim. Kucağına yatıp orada uyuklamayı özledim. Ellerimizin iç içe geçmesini özledim,  burnunun boynumda dolaşmasını özledim, saçlarımla oynamani özledim, sarılmayı özledim, kokunu doya doya içime çekmeyi özledim.O kadar isterdim ki tam şu anda yanımda olmanı, sarılırdım, hiç bırakmayacak gibi ama.Sımsıkı sarılırdım… Sakallarınla oynardım hatta, o kadar muhtacım ki sana, en çirkin halini bile sevebilirim.Kısaca seni çok özledim dünyanın en yakışıklı poncigi....
""SENSİZ ASLA SEVGİLİM""
👉❤️❤️❤️❤️❤️👈
#barismanco #grupseyran #athena #ferhatgöçer #baha #kutsi #asksozleri #damarsarkilar #aşkşiirleri #kalpatişi #sevgi #seniseviyorum #kesfetteyizbiz #kesfet",19,139,VIDEO,https://www.instagram.com/p/CQVoHkJjkNj/,2021-06-20T10:03:19+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/10000000_832091557412417_2560975112904997408_n.mp4?_nc_cat=104&vs=17888832290251054_2929870248&_nc_vs=HBksFQAYJEdJQ1dtQUJCUHJOcHlQUUNBQ0I2VWV0TGFZb2pia1lMQUFBRhUAAsgBABUAGCRHRWxxSFF6NDRRdFlGWVlHQUVuSmljYWh0VWdUYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaKu%2F63k8XMPxUCKAJDMywXQEwIcrAgxJwYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjU3Ni5mZWVkIn0%3D&_nc_ohc=NZPIWSjXX10AX9FGkcu&_nc_ht=video-sea1-1.cdninstagram.com&oh=2e0e0a11e3bd1366f5eb2fcb8a6f60f8&oe=60CFE810&_nc_rid=daac6825dc
