id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url
17914556218793495,"{'data': [{'id': '17912831920833574'}, {'id': '17911485397766103'}, {'id': '17880175931305394'}, {'id': '17883656201240370'}]}","Slightly dangerous afternoon washing away our worries in this flooding creek... It's always an adventure with this one ☺️
.
.
.
.
#happyplace #creek #hike #rainstorm #flooding #tennessee #water #chacos #adventure",0,2,CAROUSEL_ALBUM,https://www.instagram.com/p/CQAEdd6hJRi/,2021-06-12T01:06:45+0000,
17900829617009523,,"Only took four inches of rain.  Culpeper, a ways down the road, took better than twice that. On the bright side, we won’t have to water for a couple of days.  That’s seedlings, raised beds, and new plants—we don’t ever water the yard itself. #rain #flashfloods #flooding #garden

Oh, have this gorgeous sky—took the picture a few years ago on a cross-country #roadtrip.  If I’d painted that, I’d be the proudest ever.",0,2,IMAGE,https://www.instagram.com/p/CQAEQvbLO2x/,2021-06-12T01:05:01+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199144360_311797227283628_6886746648763175244_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=AeDP8xwWnu8AX9oKCru&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6c99a04d74e0ea36cf11076f374ca079&oe=60C96CC0
17909690953801045,,"Heart breaking scene coming out of Gippsland. Victoria is thinking of you!

📸oursandydays 
Faaaar out. Our region has copped a fair bit of rain 😱

We’ve also had massive power outages and so much debris on the roads, big trees have fallen down. Animals have been lost. It’s hectic out there. 

Have you been affected by this crazy weather?!?! 🌧

#gippsland #visitgippsland #floods #gippslandfloods #water #rain #winter #flooding",0,17,IMAGE,https://www.instagram.com/p/CQADETzBxBS/,2021-06-12T00:54:35+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199980220_589686321996623_4478768626526557293_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Wtksf6sCskkAX9Ubq2j&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=bd8fa00f956231355d25c0f7452eaaea&oe=60C91B88
17915810734751979,"{'data': [{'id': '18231864934053984'}, {'id': '18080449531279649'}, {'id': '17989832065361004'}, {'id': '17888908172132089'}, {'id': '17914441435809018'}, {'id': '17975948962384114'}, {'id': '18233817388051759'}]}","Some more photos taken yesterday of the flood damage in Walhalla - with the water having well and truly subsidised in these photos. 

#walhalla #windsorhousewalhalla #gippsland #flood #flooding #weather #nationaltrustvic #victoria #abcweather #abcmyphoto #visitgippsland #destinationgippsland #visitbawbaw",0,6,CAROUSEL_ALBUM,https://www.instagram.com/p/CQAAOdrjp7A/,2021-06-12T00:29:45+0000,
17899860118959348,,"Traralgon sandbanks this morning.

#flood #flooding #waterdamage #insurance #water #rain #nature #flooddamage #storm #waterdamagerestoration #propertydamage #ABCmyphoto #watermitigation #photography #river #traralgon #lovelatrobe #Weatherzone",0,3,VIDEO,https://www.instagram.com/p/CP_-HhZD8uQ/,2021-06-12T00:11:55+0000,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/198609738_240075757472487_5843631942570890761_n.mp4?_nc_cat=106&vs=17914094077731018_2537873970&_nc_vs=HBksFQAYJEdFcUwxZ3ZuU2o3X1dOb0FBQWxXRUhkS3dCaFJia1lMQUFBRhUAAsgBABUAGCRHTUI0MlF1bVhSM1hBRlFLQUxfOEpoNUw1YnQxYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaMr8C%2F%2BvbePxUCKAJDMywXQCpEGJN0vGoYEmRhc2hfYmFzZWxpbmVfMl92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=HYgZpP3zdYcAX_qm7xq&_nc_ht=video-sea1-1.cdninstagram.com&oh=30469ccbebcdc2ea0929f4292cfac2b5&oe=60C94178&_nc_rid=8f241f1192
17946472024488665,,"En Petite Douceurs endulzamos tus momentos especiales... 

Pedidos via whatsapp: 504 3155-7336 o DM

#sugarcookies #sugarcookie #decoratedcookies #decoratedcookie #cookiedecorating #flooding #floodingcookies #icing #icingcookies #galletas #galletasdecoradas #galletasdeazucar #baking #hornear #azucar #postre #cake #pastel",0,1,IMAGE,https://www.instagram.com/p/CP_8xm8LONK/,2021-06-11T23:59:36+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199531611_202326228417403_7498868927939795942_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=_MaGVGGrgy4AX8smrRZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=95faf39c4f23c7c0880cc2c638424279&oe=60C90ECC
17876764865499115,,"En Petite Douceurs endulzamos tus momentos especiales... 

Pedidos via whatsapp: 504 3155-7336 o DM

#sugarcookies #sugarcookie #decoratedcookies #decoratedcookie #cookiedecorating #flooding #floodingcookies #icing #icingcookies #galletas #galletasdecoradas #galletasdeazucar #baking #hornear #azucar #postre #cake #pastel",0,1,IMAGE,https://www.instagram.com/p/CP_8kFiLXB_/,2021-06-11T23:57:45+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/198838438_503290510728751_8038448357599692558_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=cxp_z8jW1aUAX9dbgqB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=788091070bf43d09e97caaa40f64d585&oe=60C9ADC2
17889985475297216,,"En Petite Douceurs endulzamos tus momentos especiales... 

Pedidos via whatsapp: 504 3155-7336 o DM

#sugarcookies #sugarcookie #decoratedcookies #decoratedcookie #cookiedecorating #flooding #floodingcookies #icing #icingcookies #galletas #galletasdecoradas #galletasdeazucar #baking #hornear #azucar #postre #cake #pastel",0,3,IMAGE,https://www.instagram.com/p/CP_8hP9rgpY/,2021-06-11T23:57:22+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199328065_3084595385012323_6974177537397893756_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=YTVnU5NEnrsAX-cSoaK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b83fe4e6277d73048790cae94f9ac65f&oe=60C9426A
17842382108617513,"{'data': [{'id': '17887499012323010'}, {'id': '17899179920062758'}, {'id': '18080390455275450'}]}","Although we haven’t had a huge rainfall here, there has obviously been quite a lot up river.
Woke to this amazing view this morning.
#flooding #winterrain",1,5,CAROUSEL_ALBUM,https://www.instagram.com/p/CP_8aqLpKEr/,2021-06-11T23:56:28+0000,
17875980920432372,,"A few weeks ago I had the honour of speaking at the Warrington Speaks Out On Climate event, where I spoke about flooding and the impacts of the climate crisis on the youth. Both things that are incredibly important, especially with the recent flooding we have faced here in the North. I also spoke about privilege and how the government and politicians need to take action. At the end of the event we had two Warrington MP's speak and unsurprisingly they were both disappointing. One said many words without really offering anything other than empty promises and the other made the crisis the responsibility of the general public to fix. I am a strong believer in individual action but me walking more is not going to solve the crisis. The Government taking strong and immediate action could. For reasons I spoke about in my speech I have a level of privilege when it comes to the climate crisis and climate action and therefore I feel I have a duty to take action. But at the same time, I am a teenage student that should not have to spend time writing speeches and organising and attending protests and events to highlight the importance of and demand climate action. The evidence has been there for years, the science has been there for years, the means to solve it has been there for years, but sadly so has our incompetent Governments. I've said it before and I will continue to say it until the people of this planet and this country get what we deserve. We need and deserve climate action. Young people deserve a future. World leaders must do better.

Thank you so much to ceewarrington for having me speak!

oh and mrandycarter and charlotte2153  please take proper climate action please and thank you

#actnow #climateaction #climatejustice #flooding #youthstrike4climate",0,1,VIDEO,https://www.instagram.com/tv/CP_7x42io-n/,2021-06-11T23:54:06+0000,https://video-sea1-1.cdninstagram.com/v/t50.16885-16/10000000_844596082931607_2409900850689422107_n.mp4?_nc_cat=110&vs=17850810626573903_930751092&_nc_vs=HBksFQAYJEdJQ1dtQUNYZDREWkp3QURBQnN6UVRVT3NIRWhidlZCQUFBRhUAAsgBABUAGCRHRHEwMlFzUGd1b2ppYzhCQUhyS2xwTHVlSFVGYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbgutSviNDcPxUCKAJDMywXQHK1U%2FfO2RcYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2In0%3D&_nc_ohc=uJFQLzvRJq4AX-ZGc4s&_nc_ht=video-sea1-1.cdninstagram.com&oh=de273e15bc610ad66e8518c412c7d181&oe=60C8D15B&_nc_rid=306bd6af1e
17903179552977308,,"My garden is going to drown! It’s been raining for days!

#farm #farmlife #garden #gardening #gardenproblems #flooding #zone7a #gardenersofinstagram",1,7,VIDEO,https://www.instagram.com/p/CP_4zJuHnHg/,2021-06-11T23:26:24+0000,https://video-sea1-1.cdninstagram.com/v/t50.31694-16/200042715_822201841754340_2995007833458895712_n.mp4?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=gX_CdVdZJbEAX8YLXBe&_nc_oc=AQknp-m0EUYbCKZqpIuMpzYMsikZgIT9LeGlTePuRyZCanUPKCXUANbx63T-OHpkgCw&_nc_ht=video-sea1-1.cdninstagram.com&oh=15dc7cdb2bac4039230bb7e2684ce3be&oe=60C99795
17870251445439513,,"Clean, Mold Free, Bright White Waterproofed Basement.. why wouldn't you call??
#mold #waterdamage #waterproofing #construction #basement #concrete #flooding #sumppump #foundationwork #rochesterny healthyspacesmold",0,0,IMAGE,https://www.instagram.com/p/CP_4bkZFDNV/,2021-06-11T23:21:38+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199259236_918064868757858_1517775612396100391_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=NRQj26jCL8kAX9Wceyo&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=bf44cf17c09899c80cfeed3b21a66a5f&oe=60C848EC
17903373280977179,,#Mumbai #rains #mumbairains #flooding #bmc #bmcmumbai yeh hein Mumbai meri jaan. #wine shops reported 5 times the regular sales over the last 3 days,0,1,IMAGE,https://www.instagram.com/p/CP_20ySJebg/,2021-06-11T23:07:36+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/199603944_272782337935516_4802566024633693962_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=P11EzzmPIvAAX9VX1d5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=fc21966c29fb108bfa9c61b467fc51c4&oe=60C9C5C1
