,ID,event_id,article_title,article_link,article_content,publishing_date,article_image,article_keywords,article_relevance
0,0,FL-2015-000010-IDN,"The wRap Indonesia: Feb. 9, 2015 - Rappler",https://www.rappler.com/world/asia-pacific/the-wrap-indonesia-feb-9,"Despite the heavy rain and floods, the pretrial hearing for Comr. Gen. Budi Gunawan's suit against the Corruption Eradication Comission (KPK) proceeded on Monday at the South Jakarta District Court. Budi, who was not present at the hearing, is alleging the KPK's decision to name him a corruption suspect is legally flawed, with one of his lawyers questioning the fact that KPK now only had 4 commissioners, instead of the 5 it's supposed to have. Another laywer said KPK’s decision did not follow proper procedures, and accused KPK leaders of abuse of power by making an arbitary decision on Budi, according to Kompas.com. KPK denied the accusations, maintaining Budi was named a suspect after it acquired two pieces of sufficient evidence, in accordance with its procedures. The hearing will resume on Tuesday.","Mon, 09 Feb 2015 08:00:00 GMT",https://assets2.rappler.com/84F06289465142DC9A6E61DA5C929248/img/74D5CC1C4EAD43558FB03B9B2788E1B6/epa-20150209-jokowi-rizal-monument-001-640.jpg,"['suspect', 'feb', '2015', 'kpk', 'decision', 'supposed', 'procedures', 'budi', 'kpks', 'wrap', 'hearing', 'suit', 'indonesia', 'corruption']", 
1,1,FL-2015-000010-IDN,"Flooding claims six lives, more heavy rain on the horizon - The Jakarta Post - Jakarta Post",https://www.thejakartapost.com/news/2015/02/13/flooding-claims-six-lives-more-heavy-rain-horizon.html,"Share this article Whatsapp

Facebook

Twitter

Linkedin Dewanti A. Wardhani (The Jakarta Post) Jakarta ● Fri, February 13, 2015

)

The Jakarta Police and the Jakarta Disaster Mitigation Agency (BPBD) have reported six casualties from the recent flooding in Jakarta and Bekasi, West Java.



In North Jakarta, 26-year-old Juminah, 92-year-old Suwito and 41-year-old Tukiyem were electrocuted at their house on Jl. Bisma Timur. The same fate befell 53-year-old Ratini bin Kamadi at her house in West Jakarta. Meanwhile, 38-year-old Mukhtar drowned in the Sentiong River in Central Jakarta, while Rizky Fahriansyah drowned in the Cipinang River in East Jakarta.



In Bekasi, West Java, 31-year-old Haryani was electrocuted at her house.



Although few parts of the capital city experienced heavy rain on Thursday, the number of evacuees rose from less than 7,000 on Wednesday to 8,634.



According to Jakarta BPBD data, evacuees were housed in 86 shelters across Jakarta. North Jakarta accounted for the area with the most evacuees with 5,573 people, followed by West Jakarta with 2,761 people.



Although most shelters were set up in public facilities, such as mosques, schools or subdistrict offices, many residents opted to take temporary shelter in Transjakarta bus shelters, including in the Jembatan Tiga bus shelter in North Jakarta and Jembatan Baru in West Jakarta. Meanwhile, others preferred to set up camp next to railway tracks in the two municipalities.



Jakarta BPBD head of operations Basuki Rakhmat said that his agency had been distributing goods to the evacuees.



'We are doing our best to give support to the evacuees. We're ready to provide whatever they need, including blankets, meals or diapers. We also have been receiving generous help from various organizations, such as the World Bank and the UN,' Basuki told The Jakarta Post in his office in Central Jakarta on Thursday.



He went on that the agency was updating residents every six hours about potential rainfall as well as the water levels in reservoirs and sluice gates to anticipate floods.



Meanwhile, after an almost week-long dispute with state-electricity operator PLN, Jakarta Governor Basuki 'Ahok' Tjahaja Purnama met with PLN Jakarta and Tangerang Distribution Area general manager Haryanto to clear the air.



Ahok had blamed PLN for the flooding in Central Jakarta earlier this week after the firm cut the power in Pluit in North Jakarta to avoid accidental electrocution in case of flooding. The Pluit Reservoir therefore had to rely on a power generator, which could only power two of nine water pumps.



'PLN and the Jakarta administration have agreed to build a separate power house for [all] water pumps, so that electricity to reservoirs and the sluice gates won't be cut,' Ahok told reporters after the meeting at City Hall on Thursday.



Currently, he said, electricity for water pumps was distributed from the same power house that provided domestic electricity. 'Therefore, as of 2016, our water pumps will no longer be disturbed by blackouts [in residential areas],' Ahok said, adding that the location and value of the power houses was still in discussion.



Earlier in the day, Ahok went on an impromptu visit to the Sunter River embankment construction site in North Jakarta, a project under the authority of the Public Works Ministry. Ahok said the development of the embankment, which has been in construction since 2013, had previously been hampered by trivial administrative issues. He revealed he had asked for the immediate completion of the embankment.



The Meteorology, Climatology and Geophysics Agency (BMKG) has warned that residents in the Greater Jakarta area should anticipate heavy rainfall this weekend into the beginning of next week. The BMKG forecasts heavy rain with an intensity of 50 to 100 millimeters, accompanied by rising sea levels on Jakarta's north coast.","Fri, 13 Feb 2015 08:00:00 GMT",https://www.thejakartapost.com/files/images2/p8sampah.jpg,"['power', 'flooding', 'west', 'water', 'ahok', 'horizon', 'house', 'lives', 'north', 'evacuees', 'agency', 'rain', 'jakarta', 'shelters', 'claims', 'heavy']", 
2,2,FL-2015-000010-IDN,Guess what?: Jakarta floods stress Vicky Shu out - Jakarta Post,https://www.thejakartapost.com/news/2015/02/11/guess-what-jakarta-floods-stress-vicky-shu-out.html,"Share this article Whatsapp

Facebook

Twitter

Linkedin The Jakarta Post Jakarta ● Wed, February 11, 2015

Vicky Shu says that the return of the flood season has stressed her out.



'It took me two-and-a-half hours to get from an area in South Jakarta to Kebon Jeruk ' a trip that usually takes only 20 minutes,' the 27-year-old singer and shoe businesswoman said, as reported by tribunnews.com.



'I get stressed only if I have to catch up a live show. Other than that, I actually really enjoy any trip when it's raining,' she added.



Vicky, known for the song 'Mari Bercinta 2' (Let's Make Love 2), also runs Syu Shu high heels, which she says have been worn by celebrities, including Australian singer Lenka, Hollywood star Ashley Tisdale and British celebrity Kelly Osbourne.","Wed, 11 Feb 2015 08:00:00 GMT",https://www.thejakartapost.com/files/images2/p21vickizhu.jpg,"['floods', 'stressed', 'singer', 'twoandahalf', 'vicky', 'stress', 'shu', 'tribunnewscomi', 'whatsappfacebooktwitterlinkedin', 'worn', 'usually', 'guess', 'jakarta', 'trip']", 
3,3,FL-2015-000010-IDN,Two Bogor reservoirs to start construction - City - Jakarta Post,https://www.thejakartapost.com/news/2015/02/14/two-bogor-reservoirs-start-construction.html,"Share this article Whatsapp

Facebook

Twitter

Linkedin Dewanti A. Wardhani (The Jakarta Post) Jakarta ● Sat, February 14, 2015

The Jakarta administration and the central government will soon begin construction on reservoirs in Ciawi and Sukamahi in Bogor, West Java.



The Ciawi and Sukamahi reservoirs would act as water-catchment areas in the highlands south of the capital city, helping to reduce the impact of floods in Jakarta.



The Public Works Ministry's Ciliwung-Cisadane Flood Control Office (BBWSCC) head T. Iskandar said that the Jakarta administration as well as the Bogor regency administration would team up to fund land acquisition.



'Previously, it had been planned that only Jakarta would fund the land acquisition. However, we think it would be easier if Jakarta and Bogor teamed up and split the cost in half,' Iskandar said over the phone on Friday.



A total of Rp 1.2 trillion (US$93.8 million) would be needed to acquire 107 hectares of land in Cipayung Datar and 24.8 hectares in Sukamahi. Thus, Jakarta and Bogor would need to allocate Rp 600 billion each.



Meanwhile, the ministry would be responsible for the physical construction of the reservoirs, which would need up to Rp 1.9 trillion. Iskandar said that the tender for the project contractor would begin this October and construction would start soon after.



The reservoirs would be able to hold up to 11.8 million cubic meters of water and may reduce water flowing to Jakarta by 40 percent when it rains.



'Currently the DED [detail engineering design] is still being drafted. However, land acquisition may be done in the meantime,' he said, adding that currently the ministry was constructing a road for heavy equipment to access the construction sites of both reservoirs.



Iskandar said construction was expected to be completed in 2017.



Governor Basuki 'Ahok' Tjahaja Purnama said that the two reservoirs would greatly help Jakarta and its surrounding areas during the rainy season.



'It would help reduce the overflow of water in the Ciliwung River, which most often comes from West Java,' Ahok told reporters at City Hall in Central Jakarta recently.



Floods in the East Jakarta area are often caused by heavy rain in Bogor which increases water levels, causing the Ciliwung River to overflow.



However, Ahok said that land acquisition would most likely hamper the development of the two reservoirs as the project would need more than 100 hectares.



'Pak Aher [West Java Governor Ahmad Heryawan] is currently strategizing on the best method for land acquisition. The President [Joko Widodo] has asked us to finish the land acquisition by the end of this year,' he said.



The developments in Ciawi and Sukamahi are among many efforts to reduce flooding in Jakarta. Aside from the two reservoirs, Jakarta is also currently developing a number of reservoirs in the city itself, namely in Marunda in North Jakarta, as well as the 'normalization' of areas surrounding the city's many rivers.



Such projects have been hampered by difficulties in land acquisition, as many residents who live in affected areas refuse to give up their land or fail to reach an agreement on the price of the land with the city administration.","Sat, 14 Feb 2015 08:00:00 GMT",https://www.thejakartapost.com/favicon.ico,"['start', 'bogor', 'land', 'city', 'reduce', 'construction', 'water', 'acquisition', 'jakarta', 'reservoirs', 'sukamahi']", 
4,4,FL-2015-000010-IDN,Connecting people to build inclusive urban climate change resilience - Devex,https://www.devex.com/news/connecting-people-to-build-inclusive-urban-climate-change-resilience-85468,"Residents of Jakarta, Indonesia ride a bicycle through a flooded street. More than half the world’s population is urban-based and people living in the flood plains of Asia’s urban areas may rise to 175 million by 2060. Mercy Corps is leading the regional expansion of the Asian Cities Climate Change Resilience Network, a Rockefeller Foundation initiative committed to helping urban areas prepare for, withstand and recover from the projected impacts of climate change. Photo by: Jim Jarvie / Mercy Corps

Asia is experiencing unprecedented urbanization — more than 750 million people live in urban areas, exceeding the combined population of the U.S. and EU. More than 50 percent of Asia’s population is expected to be urban by 2026.

The growth of secondary and tertiary cities causes rapid change in land use, cost and social structures. Climate change further complicates this transformation, making many of these fast-growing cities more vulnerable to both sudden shocks such as coastal storms, and to slow onset stresses like rising sea level or shifting disease patterns.

At the same time, there is momentum for shifting development toward a mindset of building resilience, and innovating to anticipate these challenges and their force multiplier: climate change. A key question is how to do this and ensure resilience-building measures are inclusive. How do we ensure that people who are economically poor, socially and politically marginalized or otherwise vulnerable, often living on the tracts of land most exposed to flooding or landslides, are taken into account in the planning and budgeting by city governments? To be resilient, these perspectives are fundamentally important.

Mercy Corps has been at the forefront working in the urban, poverty and climate nexus. Starting in Indonesia during its political turmoil in the late 1990s, programs were focused on health, nutrition and access to essential services. This background of experience resulted in Mercy Corps Indonesia serving as the lead partner to help secondary cities undertake climate change resilience building as part of the Asian Cities Climate Change Resilience Network, a project supported by the Rockefeller Foundation.

ACCCRN is a multiyear initiative to strengthen the capacity of more than 50 rapidly urbanizing cities in Bangladesh, India, Indonesia, the Philippines, Thailand and Vietnam to survive, adapt and transform in the face of climate-related stress and shocks. ACCCRN has been dedicated to providing opportunities for exchange and shared learning across cities, demonstrating the value of peer learning, particularly in such a new field. While many networks provide a forum for urban issues and connecting local governments, cities and academic programs, practitioners focused on building urban climate change resilience have unique approaches and perspectives, and we’ve seen how deeply they benefit from their own network.

This is about to grow: With Rockefeller Foundation support, Mercy Corps is developing a new membership platform for urban climate change resilience practitioners that will launch this week in Bangkok at ICLEI’s first Asia-Pacific Forum on Urban Resilience and Adaptation.

The new ACCCRN platform will support practitioners to create and share knowledge, access resources and influence agendas to build inclusive urban climate change resilience.

A key aspect of the network’s mission focuses on inclusivity. Among practitioners in Asia there is widespread understanding that in building urban resilience, technical challenges are relatively easy; it is issues of governance that are hard to change. Indeed, urban resilience projects designed on principles of inclusivity can bring significant and tangible benefits to all people in cities.

In one of the initial ACCCRN member cities, rapidly growing Surat in Western India, this was made abundantly clear through the establishment of an end-to-end early warning system for flooding that enabled coordination across national, state, municipal and community boundaries. This coordinated system meant that in 2013 the city avoided a major flood. In 2006, the hydro-meteorological conditions equaled those of 2013, but without such a system, 75 percent of the city had been flooded for at least a week, including the homes of tens of thousands of poor households living along the riverbanks. These floods are estimated to have cost the city $4.5 billion in damages.

Although projects have yielded tangible benefits in terms of improved resilience outcomes, equally important, they provide a means to facilitate important changes in processes: deeper knowledge of systems behind cities that must be better understood if sustainable change for the better is to be achieved, establishment of new stakeholder networks, new information accessible to government and citizens, new strategies for managing urban systems and services, better links between civil society and government, and decision-making that considers the long-term impacts of climate change.

Projects cannot necessarily translate from one context to another. The successful expansion of urban climate change resilience building will depend on the ability to share the evolving understanding and experiences emerging from this relatively young field. Through ACCCRN, exchange visits enable peers grappling with similar challenges in different contexts to learn from one another and deepen discourse. This was certainly the case in one such exchange facilitated by the Institute for Social and Environmental Transition and the Thailand Environment Institute, which convened city practitioners from two Vietnamese cities (Danang and Can Tho) and three Thai cities (Hat Yai, Ayutthaya and Thung Song), all of which face the challenge of managing major floods.

There is growing demand for these types of peer-learning opportunities, as is clear from the launch of the Urban Climate Resilience-Community of Practice, housed under the Vietnam Urban Forum, which will be part of the new ACCCRN network.

Any initiative aimed at building resilience must include learning and networking among stakeholders, which is why the launch of the ACCCRN platform offers a critical next phase in the journey to equip hundreds of individuals, institutions and cities to face an increasingly uncertain future.

Have you taken part in the Asian Cities Climate Change Resilience Network? What improvements do you hope to see in this new, expanded platform? Let us know by leaving a comment below.

Join the Devex community and access more in-depth analysis, breaking news and business advice — and a host of other services — on international development, humanitarian aid and global health.","Wed, 11 Feb 2015 08:00:00 GMT","https://res.cloudinary.com/devex/image/fetch/c_limit,w_1200/https://lh6.googleusercontent.com/A-02IRsFH_sLhzF-iPfod3e3u7D7ypnhz_XTA_NqTyDwIUP9QrNAF7f2rhTxrPrUXAzF-S0hcYDYmRcZBLb7Lj-YAEcFzSm3ZIHs_2x4rk47atoUkBxQc07y4iAro_7DZMQ","['resilience', 'city', 'practitioners', 'climate', 'cities', 'connecting', 'acccrn', 'change', 'building', 'inclusive', 'urban', 'build', 'platform']", 
5,5,FL-2015-000010-IDN,Bali Nine: Vigils for Australians facing execution - BBC News,https://www.bbc.com/news/world-australia-31529270,"The Sydney vigil was organised by one of Australia's most prominent artists, Ben Quilty, who has befriended the men and said he could ""quite literally flood this place with tears"".","Thu, 19 Feb 2015 08:00:00 GMT",https://ichef.bbci.co.uk/news/1024/media/images/81096000/jpg/_81096855_81096850.jpg,"['men', 'facing', 'quite', 'execution', 'australians', 'place', 'organised', 'sydney', 'vigils', 'vigil', 'literally', 'quilty', 'bali', 'prominent', 'tears']", 
6,6,FL-2015-000010-IDN,"Opinion | In Indonesia, Madrassas of Moderation - New York Times",https://www.nytimes.com/2015/02/11/opinion/in-indonesia-madrassas-of-moderation.html,"GONTOR, Indonesia — The silhouette of the large mosque, brick-like but for a bulbous dome, looked blurry in the downpour. The rain of East Java is heavy, lending a sparkle to the green paddies and the scent of moist earth to the air. As the evening prayer ended, hundreds of boys rushed out of the building in waves, mats slung over their shoulders, sarongs hitched up to their knees, flip-flops squelching in the wet.

These students attend Pondok Modern Darussalam Gontor, one of Indonesia’s many Islamic boarding schools, or pesantren. (Estimates range from about 13,000 to 30,000.) Almost three-quarters of the schools, including Gontor, teach secular subjects like science and history in addition to classical Islamic texts and vocational courses in agriculture and mechanics.

Pesantren have existed for centuries in Indonesia, which is home to the world’s largest Muslim population. But their reputation has taken a battering in recent decades, thanks to a wave of terrorist attacks, including bombings in Bali in 2002 that killed over 200 people. By December 2014, militias in Syria and Iraq, including the radical Sunni Islamist group that calls itself the Islamic State, had attracted some 100 recruits from Indonesia, according to the country’s counterterrorism force.

Some pesantren are indeed linked to terrorist groups. The most notorious is the Al Mukmin school in Ngruki, a short drive from Gontor, some of whose graduates have been associated with the Jemaah Islamiyah, the organization responsible for the Bali bombings. Yet Sidney Jones, director of the Jakarta-based Institute for Policy Analysis of Conflict (I.P.A.C.) and a leading authority on terrorist movements in Southeast Asia, estimates that only around 40 pesantren have terrorist connections. Another 200 or so emphasize an orthodox Wahhabi philosophy but do not preach violence.","Tue, 10 Feb 2015 08:00:00 GMT",https://static01.nyt.com/images/2015/02/10/opinion/10aiyar/10aiyar-facebookJumbo.jpg?year=2015&h=550&w=1050&s=5a86a7153891046a992c8f9e6e830bb25237e3f0a2cb846df30bfe1e1d01f1b5&k=ZQJBKqZ0VN,"['gontor', 'moderation', 'including', 'bombings', 'estimates', 'islamic', 'madrassas', 'times', 'york', 'schools', 'indonesia', 'terrorist', 'bali', 'pesantren']", 
7,7,FL-2015-000010-IDN,Abbott cites 'legal options' amid Bali Nine corruption claims - BBC News,https://www.bbc.com/news/world-asia-31482904,"""What we understand is that there are still legal options open to these two Australians and their legal teams,"" he said, adding that until those options were exhausted Indonesia should not execute the two men.","Mon, 16 Feb 2015 08:00:00 GMT",https://ichef.bbci.co.uk/news/1024/media/images/80794000/jpg/_80794170_025722721.jpg,"['legal', 'cites', 'open', 'men', 'abbott', 'understand', 'teams', 'australians', 'options', 'exhausted', 'amid', 'execute', 'indonesia', 'corruption', 'bali', 'claims']", 
8,8,FL-2015-000010-IDN,Before and After: Devastating Deforestation in Photos | The Weather Channel - Articles from The Weather Channel | weather.com - The Weather Channel,https://weather.com/science/news/devastating-deforestation-in-borneo,"1/31 Arrow Left Arrow Right Kalimantan, Indonesia Combo of two photos taken on Oct. 16, 2010 during an aerial survey mission by Greenpeace over Sumatra island shows an area of rainforest of the Sungai Sembilang National Park, left, while nearby, at the edge of the protected area, a lone tree isolated after the peatland forest was cut and cleared in a huge paper and pulpwood concession area located in South Sumatra province. (Romeo Gacad/AFP/Getty Images)

In the 1950s, two alien machines were introduced to the forests of Borneo, changing the island forever: the chainsaw and the caterpillar tractor. Since then, illegal logging has become all too familiar for those in Borneo, causing devastating damage to one of the most biologically diverse habitats on Earth.

According to the World Wide Fund for Nature (WWF), between 1985 and 2001, illegal logging decimated 56 percent of lowland tropical rainforest in the Indonesian territory of Kalimantan. That equates to more than 18,000 square miles of rainforest.

As in many tropical places, deforestation threatens Borneo due to logging, land-clearing and conversion activities. Palm oil plantations are one of the biggest threats to these rainforests. Borneo and Malaysia produce about 90 percent of the world’s palm oil supply. Palm oil is the cheapest vegetable oil, and consumption of the oil is expected to increase rapidly in upcoming years, WWF reports. In fact, the Indonesian government has responded to increasing food demands by proposing to double the 2009 production of more than 22 million tons of palm oil by 2020.

The looting of Borneo didn’t start with palm oil, and it doesn’t end there either. Humans have had a long and complicated history with the island. Chinese traders traveled to Borneo for rhinocerous horn as well as timber, National Geographic reports. Muslim and Portuguese traders were interested in the island’s pepper and gold. In the 19th and 20th centuries, loggers began to flood Borneo. Europe, the United States and Australia have been drilling for oil and natural gases in Borneo for decades. Coal minining is also currently a threat, as it pollutes local rivers.

Protection ordinances in the area often don’t work because they are inadequate or violated without legal consequence. But the environmental consequences are dire. According to WWF, deforestation accounts for up to 20 percent of global manmade carbon dioxide emissions. Borneo, which is only slightly larger than Texas, currently places third in greenhouse gas emissions, right behind China and the U.S., according to National Geographic. At the current rate of Borneo’s deforestation, the island risks major flooding and forest fires, human health impacts, changes in agricultural yields and damage to infrastructure due to climate change.

Advertisement Borneo is home to many endangered species. Large animals such as elephants and orangutans are directly affected as the large areas of forest they require for survival diminish. In addition, road construction through protected areas provides easy access to some of the more remote regions of remaining rainforest, making poaching easier.

For photos of the impact of deforestation in Kalimantan, click through the slideshow above.

MORE FROM WEATHER.COM: Photos of a Lake Drying Up","Thu, 12 Feb 2015 08:00:00 GMT",https://s.w-x.co/106000555-2.jpg,"['photos', 'oil', 'area', 'borneo', 'wwf', 'devastating', 'rainforest', 'national', 'palm', 'deforestation', 'island']", 
9,9,FL-2015-000010-IDN,A day some Indonesians love to hate - Aljazeera.com,https://www.aljazeera.com/features/2015/2/15/a-day-some-indonesians-love-to-hate,"Conservatives denounce Valentine’s Day for promoting ‘free sex’, but others say it’s just a fact of life.

Jember, Indonesia – “You know if I was president I’d have Valentine’s Day abolished,” Mufti Ali says.

Sitting at a conference table in the local government building where Mufti serves as a commissioner in Jember, East Java, the legislator says the giving of chocolate or flowers may lead to “free sex” between young people. His wife, Siti, sits next to him nodding in agreement.

This is not the first controversial statement to emanate from the Jember council chambre in the last fortnight.

Last week Mufti Ali made international headlines when he proposed the introduction of virginity “testing” as a prerequisite for 16-year-old girls to graduate from senior high school.

Mufti Ali (L) made headlines when he proposed the introduction of virginity “testing” for 16-year-old girls [Al Jazeera]

Following outrage from civil rights groups the council has sought to distance itself from the proposal, but Mufti remains clear the government ought to have a role in regulating the sex lives of young people – be it through virginity tests, or the banning of Valentine’s Day.

“Young people are influenced by what they see on TV, stuff from the West. They see people indulging in free sex and they want to do it too. Something must be done about this,” Mufti said.

Mufti is not alone in his views. Last week the Council of Ulema (MUI), Indonesia’s largest Islamic organisation, spoke out against the dangers of Valentine’s Day.

MUI representatives reportedly voiced warnings against chocolates that it claimed were packaged with condoms and other products that could encourage pre-marital sex.

In recent years low-level protests against Valentine’s Day have become commonplace. Last year schoolgirls demonstrated in Malang, East Java, declaring February 14 “headscarf” day and distributed flyers explaining how to dress modestly.

Authorities reportedly arrested more than 100 unmarried Indonesian couples on Saturday during hotel room raids in the cities of Surabaya and Malang, in East Java, and in Pontianak on the island of Borneo.

Islam vs tradition

This is the thing about conservative Muslims in general - is that there's this cognitive dissonance, a denial of reality. Julia Suryakusuma, columnist

“It’s just the normal annual moral panic that is just as routine as the floods in Jakarta,” said Julia Suryakusuma, a socio-political columnist for the Jakarta Post.

“This Islamic conservatism is more of a moral posturing. It happens time and time again, but it doesn’t change the reality as the research has found.”

For all the taboos surrounding premarital sex it appears Indonesian teenagers are still having it.

According to a survey conducted by the National Family Planning Agency in 2010, 51 percent of Jakarta’s teenagers had engaged in premarital sex, with 54 percent in Surabaya, East Java, and 52 percent in Medan, on the island of Sumatra.

“This is the thing about conservative Muslims in general – is that there’s this cognitive dissonance, a denial of reality. Indonesians have always been a raunchy lot,” Suryakusuma said.

Pointing to the animist beliefs that have blended with the import of Islam, Suryakusuma says Indonesians have never been traditionally sexually conservative.

She cites the pilgrimages to Mt Kemukus in East Java, also known as “Sex Mountain”, as an example. Every year thousands of pilgrims – including professed Muslims – flock to Mt Kemukus to have sex with strangers beside the grave of the legendary prince Pangeran Samodro.

The ritual is believed to bring good luck.

“The traditional ancient values and customs have been very open when it comes to sexuality. So this conservatism is very incongruent,” Suryakusuma said.

But if some of Indonesia’s ancient traditions are sexually open, it is unclear whether modernity has brought greater or lesser sexual freedom.

While Saudi Arabia has precipitated the spread of conservative Islam across Southeast Asia by bankrolling networks of mosques and schools, media depictions of liberated Western lifestyles have concurrently influenced the urban upper middle class.

Voices of youth

To Indonesia’s young progressives, the conservative views of councillor Mufti are as confronting as they are to Westerners.

“Trying to tell people how to live their love life is ridiculous,” said Sitta Qarnayni, 31, sitting outside a coffee shop in Kemang, a fashionable sub-district of south Jakarta.

“I don’t really celebrate Valentine’s Day either – not because I’m a Muslim, I just think it’s a bit commercial. But it’s scary when people try and tell you that you can’t celebrate it – everyone should be able to celebrate whatever … they want. Telling someone you love them is a positive thing.”

Sitta, a young professional working in marketing, lives a life far removed from that of women in Indonesia’s provincial towns. She does not drink alcohol, but she likes to party with an international circle of friends whose lifestyle choices she would rather not judge.

“If you want to have sex before marriage that’s totally fine by me,” she said.

Sitta Quarnayni says the government shouldn’t tell people how to live their lives [Al Jazeera]

“But I also think young people need to be responsible – people need to be educated and aware of the consequences. Here, the culture dictates that if you get pregnant, then you must get married. So you need to think about that.”

But in the coffee shop hangouts frequented by Jember’s young people, the prevailing sentiment remains staunchly conservative.

Most see no harm in the giving of chocolate or flowers to mark Valentine’s Day, but no one was prepared to admit to ever having done so.

Sex before marriage was censured by all male and female interviewees, and most considered kissing to be inappropriate for couples.

“Indonesia is a very diverse place, not everyone is the same,” said Sitta. “But if you want to have a wild life, have free sex and you live in Jember, well, perhaps you should move.”","Sun, 15 Feb 2015 08:00:00 GMT",https://www.aljazeera.com/wp-content/uploads/2015/02/81ac2307c5764eb68050754a4141f5fe_18.jpeg?fit=1000%2C562,"['valentines', 'love', 'young', 'java', 'indonesians', 'hate', 'day', 'sex', 'suryakusuma', 'mufti', 'free', 'east', 'indonesias']", 
