id,comments_count,like_count,media_type,media_url,permalink,timestamp,caption,children,keyword
17977779409380012,1,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203078150_489696265578608_6623721893718117436_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=9cxjP38UDYkAX-_Mqyi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=20e1e64c5a6b34561aeb91270e46835b&oe=60D46D40,https://www.instagram.com/p/CQWQvvpl3Rf/,2021-06-20T15:57:24+0000,,,flood
17871289952450003,33,105,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/203545174_557136591962515_1430846461612002893_n.mp4?_nc_cat=109&vs=17890586894299040_2150282447&_nc_vs=HBksFQAYJEdGYmFJUXlUd2FkNHR2b0JBRTBPZ3FCR1k5c1Ria1lMQUFBRhUAAsgBABUAGCRHSmY5SUF6Zm1PYnI5cmdCQU51clhSc09TdXdJYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbOyZG2yYnDPxUCKAJDMywXQE4EOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5mZWVkIn0%3D&_nc_ohc=v8irDvoIu4YAX-Tprx3&_nc_ht=video-sea1-1.cdninstagram.com&oh=c65ef6013ef80caf926592e671a7e8a4&oe=60CFDAAB&_nc_rid=494e7bfc26,https://www.instagram.com/p/CQWOhoADpGv/,2021-06-20T15:38:28+0000,"ये कौनसी जगह है??
किसी को पता है ????
🥺🥺🥺🥺
STAY SAFE ❤❤
PRAY FOR UTTRAKHAND💖💖

#uttrakhanddiaries❤️ #uttarakhandheaven #uttrakhand_rocks #uttarakhandtourism #uttrakhand #uttrakhand_wale #uttrakhandflood #uttrakhandheaven❤️🏔️⛰️🏔️ #uttrakhandflood #uttrakhand_devbhoomi #uttrakhandi #uttrakhandculture💕 #uttrakhand❤️👉 #floods #flooding #flood #staysafe #stayhome #storm #hills #hill #disaster #mountain #mountains #foryouindia #pahadi #pahadonmein #pahadilife #pahadi_hai_hum #explore #exploring",,flood
17881718492360687,1,10,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.31694-16/204540964_505191720742071_1957701439983765380_n.mp4?_nc_cat=109&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=7HZTK5jUxLcAX9mDauo&_nc_ht=video-sea1-1.cdninstagram.com&oh=4c8621ad0b94e838c5341768a3921aa8&oe=60CFF1A2,https://www.instagram.com/p/CQWNRZrgMkl/,2021-06-20T15:29:03+0000,"When you think about your life also take even a little second to think about the survival of ocean with its aquatic species 

#ocean #oceanography#voicefornature#environmentdesign#earth #youthdevelopment #amazonforest #animalcrossingnewhorizons #animal #titanic #titanicmuseum #climatechange #africa #flooded #flooding #flood #fish #poison #clean #parmesan #protect #care #environment #amaizingview #theone  #the",,none
17890121000203652,0,1,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQWNfc8pqTD/,2021-06-20T15:28:57+0000,"Tropical Storm Warning issued for much of Coastal North Carolina! Tropical storm conditions are expected to begin late tonight or early Monday. 

Maximum sustained winds remain near 30 mph (45 km/h) with higher gusts. Some re-strengthening is expected by late today, and #Claudette is expected to become a #tropicalstorm again on Monday over eastern #NorthCarolina. Further strengthening is possible over the western #AtlanticOcean through early Tuesday, then become a post-#tropicalcyclone by late Tuesday.

Claudette is expected to produce additional #rainfall totals of 1 to 3 inches with isolated maximum amounts of 6 inches across #Alabama, the #FloridaPanhandle, northern and central #Georgia, and Upstate #SouthCarolina through the morning hours. As the system tracks north and east, bands of #heavyrain will occur across portions of central and southern Georgia, central and coastal South Carolina into eastern North Carolina through Monday morning resulting in rainfall totals of 2 to 4 inches with isolated maximum amounts of 8 inches. Considerable flash, urban and small stream #flooding impacts, as well as new and renewed minor to isolated moderate river flooding are possible across these areas. 

The combination of #stormsurge and the #tide will cause normally dry areas near the coast to be flooded by rising waters moving inland from the shoreline.

A few #tornadoes are possible today across parts of 
Georgia and the Carolinas. #ncwx #scwx #gawx #flwx #alwx #wx #hurricaneseason #hurricane","{'data': [{'id': '17895253979143645'}, {'id': '18072589165287384'}, {'id': '17852280302567500'}, {'id': '17890706327110401'}, {'id': '17907641656900777'}, {'id': '17861263964538670'}]}",flood
17936223814556323,0,2,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/203606961_2456641707813326_2258210566423252506_n.mp4?_nc_cat=109&vs=17920940326631295_2577265525&_nc_vs=HBksFQAYJEdMSExJZ3pPcVZWNFRib0lBQm9Pc2FfTHhsWWZia1lMQUFBRhUAAsgBABUAGCRHRkRqR3d5Z1VnSmNtMjBCQU5ER0NPRU5HMUFWYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbGq7z3keuPQBUCKAJDMywXQECZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=mIFLtn7ee9cAX8dTBAr&_nc_ht=video-sea1-1.cdninstagram.com&oh=2785bf9829a904abac810ae4588c5feb&oe=60D00643&_nc_rid=d52233f3db,https://www.instagram.com/p/CQWLMulBZWP/,2021-06-20T15:09:27+0000,Incredible survival of this woman after being swept away by flood. And a cow too.. Pray for Nepal (2021flooding). #nepal #nepali #népal #nepalnow #floodinginnepal #floodinginnepalandbangladesh #prayfornepal #flood #flooding #flooded #river #rivers #naturegonewild #nature #disaster #naturaldisaster #naturaldisastersurvival #naturaldisasters #prayers #hopes #survivor,,flood
17924363959634648,1,0,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203227908_1377238246008686_8468736621911140821_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=m766eWziQNAAX8nyTWV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6ab9f9327e758cac1199f40a70a156a4&oe=60D479B1,https://www.instagram.com/p/CQWLOTCt-Bt/,2021-06-20T15:09:16+0000,Happy Father's Day from the team at Plugged Piper!⠀,,none
18159483208153861,0,0,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/204188304_777656336232126_7514314094961876349_n.mp4?_nc_cat=111&vs=17874013643383452_3516669260&_nc_vs=HBksFQAYJEdKQ3FLd3lfcnEwNVJzTUNBSDNkNlZqYk5FaG9ia1lMQUFBRhUAAsgBABUAGCRHTmNNTWd3WmRBdElKY2tBQUpfc0FzYnpCZjVuYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbm1pOY1%2F3hPxUCKAJDMywXQECZmZmZmZoYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkIn0%3D&_nc_ohc=u9pswC0PPOEAX_ABkgu&_nc_ht=video-sea1-1.cdninstagram.com&oh=60ac5a383beaf5fc35697444d8196030&oe=60CFDD32&_nc_rid=f0a9a508f8,https://www.instagram.com/p/CQWKObUHdAC/,2021-06-20T15:05:55+0000,Incredible survival of this woman after being swept away by flood. Pray for Nepal (2021flooding). #nepal #nepali #népal #nepalnow #floodinginnepal #floodinginnepalandbangladesh #prayfornepal #flood #flooding #flooded #river #rivers #naturegonewild #nature #disaster #naturaldisaster #naturaldisastersurvival #naturaldisasters #prayers #hopes #survivor,,flood
17967804001417332,2,10,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQWKrULrL1m/,2021-06-20T15:04:22+0000,"“It’s just stuff & you can’t take it with you.” - Me 

At the end of March, we basically had a flood upstairs that overflowed into the downstairs. 

Last weekend, the ceiling in the kitchen revealed a leak from the other bathroom upstairs. 

Yesterday, I filed a third insurance claim because my roof has severe damage and needs to be replaced. 

Over the last 4 years, as I’ve remodeled, invested, and made this house my dream home, I’ve told myself over and over again, “It’s just stuff & you can’t take it with you.” My goal has been to keep my heart appropriately detached from these earthy things. I asked myself, “Lauren, what if you lost it all? What if you had to sell it all? What if…” 

By God’s grace, I think I’ve endured enough suffering at this point in life to know my priorities. Therefore, when all of this went down, I lost my junk for a short bit like any normal human would, but I quickly went back to that place in my heart & mind I’d carefully kept about my home. 

My plants are happily placed in my #wetroom , the dog is at the trainer’s, the kids are with their dad, and I packed allll of my necessities into my van. 

They’ll be repairing everything over the next 2-3 weeks, and, though I may grow weary of it all, I’m sure, for now, I’m open-handed, light-hearted, and peace-minded. Praise Jesus. 

Also, happy Father’s Day to my amazing dad who was my first-responder the night it all began. He’s also the person who’s taught me to have less stuff and live more life. I love him for that and more! 💙💙💙","{'data': [{'id': '17913876394829864'}, {'id': '18233845246020491'}, {'id': '17876473712445797'}, {'id': '17960870500435780'}, {'id': '17970938221405959'}]}",none
17878601072387656,1,7,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203035762_2378204028976127_430499173713645098_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=y4Qr9cYIbukAX8fRsu9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=08223beeb1e631b6b211f8cf35cf578f&oe=60D39C2F,https://www.instagram.com/p/CQWKWRgDkPE/,2021-06-20T15:01:29+0000,Bunting and puddles #castlestreet  #igerskent #raw #raw_uk #photooftheday  #fujifilm #fujixt3  #fujixseries #rain #castlestreet #lockdown #puddlegram #reflection #puddle #flooding #canterburycathedral #hdr #skylumaurora,,none
17902422815000499,4,9,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203390679_357025409332413_8568221059376168684_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=Aa7Bd0KfTHcAX96WrU7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=0ed9fbaa65bb6005950d61b2f64aa0e2&oe=60D4CDB0,https://www.instagram.com/p/CQWI-wKD4X0/,2021-06-20T14:49:32+0000,Thank goodness the water receded overnight. It got a bit too close for my comfort. #farm #farmlife #flooding,,flood
17861564582544231,0,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/204285510_517094473053552_2347315869751082869_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=EGhtEX2q5OYAX-J7Pd3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=70d88c11e63fa7b24aaf72c6bef74ca8&oe=60D3D29C,https://www.instagram.com/p/CQWH5hcLY9i/,2021-06-20T14:40:22+0000,"""Nadie en este mundo puede amar a una niña más que a su padre"". ⁠
⁠
Happy Father's Day!⁠
.⁠
Total Claims Adjusting⁠
Public Insurance Claims Adjusters⁠
Más de 10 años sirviendo a la comunidad⁠
📞(768) 269 3716⁠
📲 (786) 406 0434⁠
Address: 15800 Pines Blvd. # 307⁠
Pembroke Pines, FL 33027⁠
www.totalclaimsadjusting.com⁠
#TotalClaimsAdjusting⁠
⁠
#insurancecompany #pay for those #repairs #Claim it the right way #eta #Miami #Florida #PembrokePines #Instagram #Weston #InsuranceClaims #PublicAdjuster #PublicAdjusterMiami #InsuranceClaim #HomeInsuranceClaim #CommertialInsurnaceClaims #HomeDamageRepair #WaterDamage #FloodDamage #FireDamage #HurricaneDamage #Residential #Repair #Fire #Water #Flooding #Hurricane #Rain⁠",,none
17912332726759116,4,45,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/204077747_4003776613062752_6974778053403395126_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=r3FO8E5WuGcAX9o2Tv4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f567b898ac8986a10e5d4075268a043f&oe=60D51E0D,https://www.instagram.com/p/CQWHfQhHsvx/,2021-06-20T14:36:30+0000,"A severe weather system with hail storms wreaks havoc across Eastern France and it is expected here in the next few hours. It is beginning to rain just now 😱
Wish us luck
.
.
.
.
.
#hail #hailstorm #hailstones #hailstorms #severeweather #severeweathereurope #thunderstorm #storm #extremeweather #earthbased #climatechange #climatechangeisreal #climatechangeisnow #stopclimatechange #dangerousweather #climatecrisis #climateemergency #newearth #newearthshift #newearthnow #changetheworld #changethegame #weneedchange #climatereality #stormy #weatheralert #flooding #stormdamage #stormchasing #stormchaser",,none
18165361663182299,4,132,VIDEO,https://video-sea1-1.cdninstagram.com/v/t50.2886-16/204355081_323821562625358_2577346728490513896_n.mp4?_nc_cat=107&vs=17878213511336025_2765126892&_nc_vs=HBksFQAYJEdBazJMZ3hPLVRXVmd5WUJBT2cxc2JZeGs4UWpia1lMQUFBRhUAAsgBABUAGCRHRjh0RXd6T0RUTl9QSEVLQUVuZkhaR2gyVjRBYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACau4%2Fmxq4HmPxUCKAJDMywXQDKqfvnbItEYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkIn0%3D&_nc_ohc=FC3bCrm93nEAX-4PBuw&_nc_ht=video-sea1-1.cdninstagram.com&oh=60b7fc3d2132656c25c28678075c8e37&oe=60D00531&_nc_rid=be9905ca41,https://www.instagram.com/p/CQWFvJIDNKZ/,2021-06-20T14:22:12+0000,"😮😮😮😮😮😮😮😮
STAY SAFE ❤💟
PRAY FOR UTTRAKHAND❤💖

#uttrakhandflood #uttrakhandfloods #staysafe #stayhome #staysafestayhome #uttrakhand #uttrakhand_wale #floods #flooding #flood #uttrakhand_rocks #stone #mountains #mountain #pithoragarh #pithoragarh__lovers #pahadi #pahadilife #foryouindia #foryoupage💙 #trending #trendingvideos #trend #viralvideo #viralposts #garhwali #kumauni_culture #dehradoon #pauri #dharchula",,flood
17871963188424422,0,10,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/202906977_115758057403286_5604599607287557989_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=uA88noilmfAAX9dDDDr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9b99c51dba9d4515524ddce2d9857b9c&oe=60D3BD47,https://www.instagram.com/p/CQWEy6FFVNY/,2021-06-20T14:12:58+0000,"Počasi jih pa bom zložu 😃
#slowly #memories #flooding #Back",,none
17876943602501405,1,50,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/203370730_855307328527688_2427950382410256482_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=7WaGxiNlZEwAX9evHHN&_nc_oc=AQmIUOSZP8lKLvu8X5SU-oN0J-s6zR06Co4OAhrB0orQSnZoyo3ZU7wAxgn6GKA5AvI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6124aef2f847be55cf83d3546ab161d6&oe=60D39926,https://www.instagram.com/p/CQWEEEfMFSj/,2021-06-20T14:06:35+0000,"""बाडिले ऋण मात्रै राखेर अरु सबै बगाउने रहेछ😥😥""
#melamchi
#flooding",,flood
17907898573906126,0,1,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/204024652_2995368557452068_9038295603784233285_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=9-FeJVuQ9LwAX9d61ry&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=db05e78305270d70dbf671ff9717687a&oe=60D39F35,https://www.instagram.com/p/CQWD8gwn4VZ/,2021-06-20T14:05:33+0000,"Cold front expected in the US in the next few days. Read more on www.whatnownews24.com. #usa🇺🇸
#usa #weather #tropicalstorm #coldfront #flooding #heavyrain",,flood
18161923951150321,0,15,CAROUSEL_ALBUM,,https://www.instagram.com/p/CQWDekcMPFU/,2021-06-20T14:01:27+0000,"Flood control ☔️
#prettygardening #DIY #waterissue #flooding #gardening #sunday #clay #boggarden #newproject","{'data': [{'id': '17904680413958737'}, {'id': '17926682641623881'}]}",none
17919934039657128,0,2,IMAGE,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/203159066_389639009137774_356601396611247084_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=zsyY5s9bnKQAX84oRu8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e418141176a550a102e529cc67835510&oe=60D45EF6,https://www.instagram.com/p/CQWCuA0h3mK/,2021-06-20T13:54:50+0000,"""The evolution of human mentality has put us all in vitro now, behind the glass wall of our own ingenuity"".
The loss of trees and other vegetation can cause #climatechange, #desertification, soil #erosion, fewer crops, #flooding, increased #greenhouse gases in the #atmosphere, and a host of problems for #indigenous people. #earthयुग #delhi #noida #uttrakhand #northeast #india #assam #wildlife #instagram #fyp #insta #instagood #instadaily #instalove #instapic",,none
