ID,event_id,article_title,article_link,article_content,publishing_date,article_image,article_keywords,article_relevance
0,FL-20201101-20210531-AE,"فيضانات الهند: عشرات المفقودين بعد تحطم سد ""أوتارخاند"" - BBC Arabic",https://www.bbc.com/arabic/world-55972188,"فيضانات الهند: عشرات المفقودين بعد تحطم سد ""أوتارخاند""

7 فبراير/ شباط 2021

صدر الصورة، AFP التعليق على الصورة، تحاول طواقم الإنقاذ البحث عن العالقين

أسفر اصطدام كتلة جليدية ضخمة من جبال الهيمالايا بسد عن تحطمه متسببا في فيضان هائل في شمال الهند.

وأدى تحطم السد إلى جريان المياه عبر واد في إقليم أوتارخاند.

وأجلي السكان عن عدد من القرى، لكن مسؤولين حذروا من احتمال مقتل 150 شخصا.

وظهر في لقطات فيديو نشرت في سائل التواصل الاجتماعي تدفق مياه الفيضانات وتسببها بأضرار على نطاق واسع.

""تدفقت المياه بسرعة ولم يتسن إخطار الناس"" ، كما قال سانجاي سينغ رانا الذي يقطن على مقربة من نهر دولي غانغا لوكالة أنباء رويترز.

وأضاف ""أحسست أن المياه ستجرفنا"".

وعثر على ثلاث جثث على الأقل وسجل 150 مفقودا ، حسب ما صرح متحدث باسم الشرطة لوكالة أنباء فرانس برس وأضاف أن ""16 أو 17 شخصا قد علقوا داخل نفق"".

صدر الصورة، Reuters التعليق على الصورة، أدى اصطدام كتلة جليدية بالسد إلى تحطمه ووقوع فيضان

ويخشى من مقتل أكثر من 50 شخصا كانوا يعملون في منطقة السد المعروف باسم مشروع ريشيغانعا لتوليد الكهرباء، حسب ما قال مفتش الشرطة أشوك كمار الذي أكد أن بعض العمال قد أنقذوا.

وقال رئيس الوزراء ناريندرا مودي إنه يراقب الوضع عن كثب، وأضاف على تويتر ""تصلي الأمة من أجل سلامة الجميع"".

ووضع سلاح الجو الهندي في حالة تأهب من أجل تقديم المساعدة في عمليات الإنقاذ، حسب ما صرحت الحكومة.

وتقوم طواقم الإنقاذ بإجلاء الناس من عشرات القرى ، في الوقت الذي تقوم فرق أخرى بمحاولة إنقاذ العالقين في النفق.

"" بلغ ارتفاع مستوى المياه في النهر مترا واحدا فوق المستوى المعتاد ، لكن تدفق المياه بدأ بالتناقص"" حسب ما قال رئيس وزراء إقليم أوتاراخاند الأحد.

ووضعت مناطق في إقليم أوتار براديش المجاور في حالة الاستعداد لاحتمال حدةث الفيضان هناك.","Sun, 07 Feb 2021 08:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_arabic/856B/production/_116855143_flood.jpg,"['في', 'عن', 'على', 'سد', 'الصورة', 'عشرات', 'المفقودين', 'بعد', 'فيضانات', 'الهند', 'تحطم', 'أوتارخاند', 'ما', 'حسب', 'الذي', 'من', 'المياه', 'قال']",
1,FL-20201101-20210531-AE,نيوزيلندا تستعد لإجلاء آلاف الأشخاص بسبب الفيضانات - بوابة الأهرام,https://gate.ahram.org.eg/News/2751876.aspx,,"Sun, 30 May 2021 07:00:00 GMT",https://gate.ahram.org.eg/Media/News/2019/11/10/19_2019-637089731087743060-774.jpg,"['آلاف', 'الأشخاص', 'تستعد', 'نيوزيلندا', 'الفيضانات', 'بسبب', 'لإجلاء']",
2,FL-20201101-20210531-AE,فيضان «أحمر» يغرق قرية إندونيسية - الاتحاد,https://www.alittihad.ae/news/%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%AF%D9%88%D9%84%D9%8A/4162654/%D9%81%D9%8A%D8%B6%D8%A7%D9%86--%D8%A3%D8%AD%D9%85%D8%B1--%D9%8A%D8%BA%D8%B1%D9%82-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A9,"فيضان «أحمر» يغرق قرية إندونيسية



فاضت مياه نهر بقرية إندونيسية فغطتها باللون الأحمر الداكن بعدما اجتاحت فيضانات مصنعاً قريباً لأصباغ الباتيك، اليوم السبت، مما أثار موجة من التفاعل على مواقع التواصل الاجتماعي.

وعرض آلاف المستخدمين على «تويتر» صوراً ومقاطع فيديو لقرية جينجوت جنوبي مدينة بيكالونجان في جاوة الوسطى، وهي مغمورة بمياه حمراء داكنة، قال بعض المستخدمين إنها تشبه الدم.

وقال آية أريك - أريك على «تويتر» «إنني أخشى بشدة أن تقع هذه الصور في أيادي أولئك الذين ينشرون الخدع... روايات الترويج للخوف بشأن علامات نهاية العالم والسماء تمطر دماً وغير ذلك».

وتشتهر مدينة بيكالونجان بصناعة الباتيك، وهي طريقة إندونيسية تقليدية تستخدم الشمع لمقاومة أصباغ تعتمد على الماء للرسم على الأقمشة.

فيضان «أحمر» يغرق قرية إندونيسية

وأكد ديماس أرجا يودها المسؤول في وكالة مكافحة الكوارث في بيكالونجان صحة الصور المنتشرة على وسائل التواصل الاجتماعي.

وقال المسؤول: «الفيضان الأحمر ناجم عن أصباغ الباتيك التي ضربها الفيضان. ستختفي عندما تختلط بأمطار بعد حين».



","Sat, 06 Feb 2021 08:00:00 GMT",https://media.alittihad.ae/store/archive/image/2021/2/6/68244558-9139-4ebf-9569-41d87075d8a3.jpeg?width=600,"['في', 'على', 'وهي', 'الباتيك', 'إندونيسية', 'تويتر', 'المستخدمين', 'مدينة', 'يغرق', 'أحمر', 'بيكالونجان', 'فيضان', 'قرية']",
3,FL-20201101-20210531-AE,بالصور: فيضانات وانهيارات إندونيسيا تقتل أكثر من 100 شخص - BBC Arabic,https://www.bbc.com/arabic/world-56637805,"التعليق على الصورة،

في إندونيسيا وحدها ، لقي 80 شخصًا مصرعهم وما زال العشرات في عداد المفقودين. ويحذر المسؤولون من أن عدد القتلى قد يرتفع.","Mon, 05 Apr 2021 07:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_arabic/148C4/production/_117846148_mediaitem117842088.jpg,"['في', 'إندونيسيا', 'على', 'مصرعهم', 'وانهيارات', 'شخص', 'فيضانات', '100', 'يرتفع', 'وما', 'أكثر', 'ويحذر', 'وحدها', 'لقي', 'بالصور', 'قد', 'تقتل', 'من']",
4,FL-20201101-20210531-AE,فيضانات أستراليا: إجلاء الآلاف مع تزايد هطول الأمطار في نيو ساوث ويلز - BBC Arabic,https://www.bbc.com/arabic/world-56480360,"فيضانات أستراليا: إجلاء الآلاف مع تزايد هطول الأمطار في نيو ساوث ويلز

22 مارس/ آذار 2021

صدر الصورة، Reuters التعليق على الصورة، تضررت المدن الواقعة على ساحل نيو ساوث ويلز مثل بورت ماكواري بشدة

أجلي حوالي 18 ألف أسترالي بسبب الفيضانات في ولاية ""نيو ساوث ويلز""، مع استمرار هطول الأمطار الغزيرة في الساحل الشرقي لأستراليا.

وتسببت الأمطار الغزيرة التي استمرت لأيام في فيضان الأنهار والسدود حول سيدني - عاصمة الولاية - وفي جنوب شرق كوينزلاند.

ويقول مسؤولون إن ""الحدث الذي يقع مرة واحدة كل 50 عاما"" قد يستمر طوال الأسبوع، وحثوا المواطنين على توخي الحذر.

وعرض رئيس الوزراء الأسترالي، سكوت موريسون، تقديم مساعدات مالية لمن أجبروا على النزوح عن منازلهم.

وقال لمحطة 2GB الإذاعية في سيدني يوم الاثنين ""إنه وقت اختبار آخر لبلدنا"".

ووقعت أضرار واسعة النطاق في المناطق المتضررة، التي يقطنها حوالي ثلث سكان أستراليا البالغ عددهم 25 مليون نسمة.

وقالت رئيسة وزراء نيو ساوث ويلز، غلاديس بريجيكليان، إن العديد من المجتمعات ""التي ضربتها الفيضانات"" قد تضررت من حرائق الغابات والجفاف في الصيف الماضي.

وقالت: ""لا أعرف أي وقت في تاريخ الولاية شهدنا فيه هذه الظروف المناخية القاسية، بمثل هذا التعاقب السريع وسط جائحة"".

ونفذت خدمات الطوارئ ما لا يقل عن 500 عملية إنقاذ، بما في ذلك انقاذ الأشخاص من السيارات. وتم انتشال عائلة واحدة عالقة من منزلها الذي غمرته المياه بطائرة هليكوبتر.

كما أنقذ عمال الإنقاذ أسرة من ضمنها طفل رضيع من الفيضانات في منزلهم في غرب سيدني.

صدر الصورة، WESTERN SYDNEY SES التعليق على الصورة، تم إنقاذ هذا الرضيع مع طفل آخر وأربعة بالغين في غرب سيدني

وقال مكتب الأرصاد الجوية الأسترالي إن هطول الأمطار - الذي يصل إلى 1000 ملم في بعض المناطق - كان ""غير عادي"" في الأيام الأخيرة.

ويوم الإثنين، كانت السلطات أكثر قلقًا بشأن السكان في المناطق المنخفضة شمال وغرب سيدني، ومنطقة سنترال كوست في نيو ساوث ويلز ووادي هوكيسبيري، حيث اجتاح الطقس السيءالمناطق الداخلية.","Mon, 22 Mar 2021 07:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_arabic/8ACF/production/_117653553_066346062-1.jpg,"['في', 'تزايد', 'على', 'ويلز', 'من', 'الصورة', 'ساوث', 'فيضانات', 'الأمطار', 'الآلاف', 'مع', 'هطول', 'نيو']",
5,FL-20201101-20210531-AE,ولاية فلوريدا الأمريكية تستعين بفرق الطوارئ لمنع فيضان مياه سامة تهدد آلاف السكان - BBC Arabic,https://www.bbc.com/arabic/world-56611436,"ولاية فلوريدا الأمريكية تستعين بفرق الطوارئ لمنع فيضان مياه سامة تهدد آلاف السكان

5 أبريل/ نيسان 2021

صدر الصورة، Reuters التعليق على الصورة، يخشى أن تغمر مياه الخزان المنطقة

أرسلت سلطات ولاية فلوريدا الأمريكية فرق طوارئ لوقف تسرب في خزان للمياه القذرة السامة، وأجلت سكان المنطقة المجاورة له خوفا من فيضانات.

فقد أخلى المسؤولون 300 بيتا حول منطقة تامبا من السكان، وأغلقوا الطريق السيار القريب من خزان بيني بوينت.

وأعلن حاكم فلوريدا، رون دي سانتيس، السبت حالة الطوارئ في الولاية.

وقال الأحد إن المياه أساسا ""مالحة"" وهي ناتجة عن ""أعمال التجريف ومياه الأمطار المتراكمة"".

وأضاف أنه ليس بها إشعاعات نووية كما أثير من قبل، وأن الأولوية الآن هي منع حدوث ""فيضانات مدمرة"".

وقال مسؤولون إن الخزان يمتد على 31 هكتارا ويحتوي على ملايين الغالونات من المياه بها فوسفور ونتروجين ناجمين عن منجم قديم للفوسفات.

ورصد المسؤولون التسرب في حوض به ركام من الفوسفوجيبسوم وهي مادة مشعة من نفايات صناعة الأسمدة.

صدر الصورة، Getty Images التعليق على الصورة، أعلن رون دي سانتيس حالة الطوارئ

ولم تنجح محاولات الجمعة لوقف التسرب من خلال سد الثغرة بالصخور ومواد أخرى.

ويسمح إعلان حالة الطوارئ بتوفير الأموال لإرسال المزيد من المضخات والرافعات إلى المنطقة.

وقال دي سانتيس الأحد إن عمال الطوارئ، بمساعدة الحرس الوطني للولاية، يضخون المياه من الحوض بوتيرة 33 غالون في اليوم.

ويعمل آخرون على فتح مسارات للسيطرة على جريان المياه.

وقال المسؤول الإداري في مقاطعة ماناتي، سكوت هوبس، السبت في مؤتمر صحفي إنه يخشى أن تغمر المياه المنطقة التي تتميز بطابعها الزراعي.

وأضاف أن الأمر يتعلق ""بنحو 2،3 مليار لتر من المياه تنفلت من الخزان في دقائق معدودة لتحيط بالمنطقة"".

ولكنه عبر الأحد عن بعض التفاؤل وأكد للصحفيين أن الأمور ""ستتحسن كثيرا"" الثلاثاء، ولكنه نبه إلى ""أننا لما نتجاوز مرحلة الخطر"".

ودعا مركز التنوع الإحيائي أيضا في بيان، وكالة حماية البيئة الأمريكية للتدخل.","Mon, 05 Apr 2021 07:00:00 GMT",https://ichef.bbci.co.uk/news/1024/branded_arabic/AB73/production/_117819834_reservoir.jpg,"['في', 'بفرق', 'على', 'أن', 'عن', 'تستعين', 'فلوريدا', 'لمنع', 'الصورة', 'سانتيس', 'ولاية', 'تهدد', 'سامة', 'مياه', 'فيضان', 'من', 'المياه', 'الطوارئ']",
6,FL-20201101-20210531-AE,أكثر من 150 قتيلاً في فيضانات إندونيسيا - الاتحاد,https://www.alittihad.ae/news/%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%AF%D9%88%D9%84%D9%8A/4178216/%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-150-%D9%82%D8%AA%D9%8A%D9%84%D8%A7-%D9%81%D9%8A-%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A7,"أكثر من 150 قتيلاً في فيضانات إندونيسيا

قتل ما لا يقل عن 157 شخصا واعتبر العشرات في عداد المفقودين في فيضانات وانزلاقات تربة ناجمة عن الإعصار سيروجا في إندونيسيا وتيمور الشرقية على ما أظهرت حصيلة جديدة أعلنت الثلاثاء.

وأشار المركز الإندونيسي لإدارة الكوارث إلى مقتل 130 شخصا في جزر عدة قريبة من تيمور الشرقية حيث قضى أيضا 27 شخصا. وكانت الحصيلة السابقة تشير إلى 113 قتيلا.

في إندونيسيا تبحث فرق الانقاذ عن أكثر من 70 شخصا مفقودين مستخدمة أحيانا الحفارات لإزالة الركام الناجم عن مرور الإعصار.

وتسببت الأمطار الغزيرة جدا في الأيام الأخيرة بفيضانات وانزلاقات تربة جرفت منازل أحيانا. ولجأ أكثر من عشرة آلاف شخص إلى مراكز إيواء.

وطمرت الوحول الكثير من المنازل والطرقات والجسور واقتُلعت أشجار ما يعرقل عمل عناصر فرق الانقاذ الذين يحاولون الوصول إلى أكثر المناطق تضررا.

وقال راديتيا جاتي الناطق باسم الوكالة الاندونيسية لإدارة الكوارث ""يتوقع أن تستمر الأحوال الجوية القصوى في الأيام المقبلة"" بسبب الإعصار.

وباتت العاصفة تتجه الآن إلى ساحل أستراليا الغربي.","Tue, 06 Apr 2021 07:00:00 GMT",https://media.alittihad.ae/store/archive/image/2021/4/6/b516bb84-c8ca-4234-8faf-4d9ea3cecbf8.png?width=600,"['في', 'إندونيسيا', 'عن', 'إلى', 'شخصا', 'وانزلاقات', 'لإدارة', 'فيضانات', '150', 'أكثر', 'ما', 'من', 'قتيلا']",
7,FL-20201101-20210531-AE,فيضانات عارمة تجتاح العاصمة الإندونيسية جاكرتا - الاتحاد,https://www.alittihad.ae/news/%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%AF%D9%88%D9%84%D9%8A/4166070/%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%B9%D8%A7%D8%B1%D9%85%D8%A9-%D8%AA%D8%AC%D8%AA%D8%A7%D8%AD-%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A9-%D8%AC%D8%A7%D9%83%D8%B1%D8%AA%D8%A7,"فيضانات عارمة تجتاح العاصمة الإندونيسية جاكرتا

أجبرت فيضانات عارمة اجتاحت عدة مناطق بالعاصمة الإندونيسية جاكرتا أكثر من ألف شخص على النزوح من منازلهم اليوم السبت مع تحذير وكالة الأرصاد الجوية في البلاد من أن تلك الأوضاع ستستمر الأسبوع المقبل.

وقال سابدو كورنيانتو، القائم بأعمال رئيس وكالة جاكرتا لتخفيف آثار الكوارث، في بيان إنه تم إجلاء حوالي 1380 من سكان جاكرتا من المناطق الجنوبية والشرقية من المدينة، التي يقطنها عشرة ملايين شخص، بعد أن وصلت مياه الفيضانات إلى ارتفاع 1.8 متر في بعض المناطق. وقال إنه لم ترد أنباء عن سقوط ضحايا.

قال حاكم جاكرتا أنيس باسويدان للتلفزيون المحلي في ساعة مبكرة من صباح اليوم السبت إن ""أحدث بيانات أشارت إلى تضرر مئتي حي"".

وأضاف أنه تم تجهيز أكثر من عشرين مركزا للإجلاء في أنحاء المدينة.

وقال إن ""المطر توقف ولكن المياه من مناطق أخرى لا تزال تؤثر على جاكرتا. نأمل ألا تصل إلى وسط المدينة وعندما تنحسر المياه يمكن للناس استئناف أنشطتهم"".","Sat, 20 Feb 2021 08:00:00 GMT",https://media.alittihad.ae/store/archive/image/2021/2/20/85142a0a-9467-406b-ba99-6c854e9e83a1.jpeg?width=600,"['في', 'على', 'إلى', 'الإندونيسية', 'مناطق', 'عارمة', 'شخص', 'فيضانات', 'وكالة', 'العاصمة', 'جاكرتا', 'من', 'تجتاح']",
8,FL-20201101-20210531-AE,160من الضحايا والمفقودين جراء فيضان نهر بالهند سببه انهيار جليدي (فيديو) - RT Arabic,https://arabic.rt.com/world/1200154-150-%D9%82%D8%AA%D9%8A%D9%84%D8%A7-%D9%88%D9%86%D8%AD%D9%88-100-%D9%85%D9%81%D9%82%D9%88%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D9%81%D9%8A%D8%B6%D8%A7%D9%86-%D9%86%D9%87%D8%B1-%D8%A8%D8%A7%D9%84%D9%87%D9%86%D8%AF-%D8%B3%D8%A8%D8%A8%D9%87-%D8%A7%D9%86%D9%87%D9%8A%D8%A7%D8%B1-%D8%AC%D9%84%D9%8A%D8%AF%D9%8A/,"فُقد 150 شخصا وانتشلت 10 جثث إثر فيضانات مفاجئة سبّبها انهيار كتلة جليدية ضخمة في منطقة شامولي بإقليم أوتاراخاند بالهند، حسب حصيلة غير نهائية، فيما أجلت فرق الإغاثة آلاف السكان.

وتعتقد مصادر هندية أن المفقودين، الذين يُخشى أنهم توفوا غرقا، في غالبيتهم عمال كانوا ينجزون مشروع طاقة كهربائية في المنطقة حينما أدى الانهيار الجليدي إلى ارتفاع منسوب نهر داوليغانا واشتداد قوة تياره المائي فاندفع جارفا كل ما يقع على مساره.

وأكدت مصادر أمنية محلية أن مياه النهر أغرقت عدة مساكن تقع على الضفاف، وشوهدت جثث الغرقى تطفو فوق المياه. وقالت شركة الطاقة الكهربائية إن الاتصال بعمالها الذين كانوا في المنطقة تعذر حتى الآن، كما تعرض مشروع محطة الطاقة الكهربائية إلى أضرار تضيف وسائل الإعلام الهندية.

السلطات، بمن فيها رئيس الوزراء، نريندرا مودي، في حالة استنفار لمواجهة تداعيات هذه الكارثة، وأرسلت مئات عمال الطوارئ للإغاثة والبحث عن المفقودين، معززين بالتجهيزات والآليات الضرورية، بالإضافة إلى فرق من القوات المسلحة والمروحيات.

المصدر: صحيفة ""Hindustan Times""/قناة تلفزيون ""NDTV"" الهندية","Sun, 07 Feb 2021 08:00:00 GMT",https://cdni.rt.com/media/pics/2021.02/original/601fde2542360418354c3569.JPG,"['في', 'على', 'جليدي', 'كانوا', 'إلى', 'بالهند', 'والمفقودين', 'جثث', 'نهر', 'الضحايا', 'مشروع', 'مصادر', 'فرق', 'فيضان', 'فيديو', 'جراء', 'سببه', 'عمال', 'انهيار', 'المنطقة']",
9,FL-20201101-20210531-AE,فيضانات بمياه حمراء تجتاح قرية في إندونيسيا - الاتحاد,https://www.alittihad.ae/news/%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%AF%D9%88%D9%84%D9%8A/4162790/%D9%81%D9%8A%D8%B6%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D9%85%D9%8A%D8%A7%D9%87-%D8%AD%D9%85%D8%B1%D8%A7%D8%A1-%D8%AA%D8%AC%D8%AA%D8%A7%D8%AD-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A9,"فيضانات بمياه حمراء تجتاح قرية في إندونيسيا

غمرت مياه قرمزية قرية إندونيسية بعدما أتت الفيضانات على مركز لصبغ الأقمشة في وسط جاوة ما أثار تعليقات واسعة النطاق على وسائل التواصل الاجتماعي.

وشوهد سكان جينغوت قرب بلدة بيكالونغان وهم يمرون عبر مياه حمراء اللون، ونشر كثر صورا لهذه الظاهرة النادرة على الإنترنت.

وأكد مسؤولون في وقت لاحق أن اللون الفريد جاء من صبغة قماش غير ضارة تستخدمها العديد من مصانع التطبيع الباتيكي في المنطقة.

وتشتهر بيكالونغان بصناعة منسوجات الباتيك مع ازدهار العديد من الصناعات الحرفية في كل أنحاء المدينة.

وقال ديماس ارغا يودا المسؤول في إدارة مكافحة الكوارث المحلية لوكالة فرانس برس الاحد ""لم يلقوا الصبغة عن قصد، لكن المياه غمرت العديد من هذه المصانع ونقلت عبوات الصبغة عن طريق المياه"" مضيفا أن صبغة الباتيك ليست سامة ولا تشكل خطرا.

ونشر مسؤولون محليون مضخات لتجفيف المنطقة التي غمرتها المياه وتم تنظيفها في أقل من ساعة.

وحدوث الفيضانات أمر شائع جدا في كل أنحاء الأرخبيل الإندونيسي خصوصا في موسم الأمطار.

وفي يناير، لقي ما لا يقل عن 21 شخصا حتفهم وأجلي أكثر من 60 ألفا بعد سلسلة من الفيضانات الكبيرة التي ضربت جنوب كاليمانتان.



","Sun, 07 Feb 2021 08:00:00 GMT",https://media.alittihad.ae/store/archive/image/2021/2/7/c6ad4c6a-bf68-47bc-a465-5feac09f80c6.jpeg?width=600,"['في', 'حمراء', 'إندونيسيا', 'عن', 'على', 'من', 'المياه', 'مسؤولون', 'فيضانات', 'بمياه', 'الفيضانات', 'ما', 'مياه', 'قرية', 'العديد', 'تجتاح']",
