id,children,caption,comments_count,like_count,media_type,permalink,timestamp,media_url,keyword
18092783779253700,"{'data': [{'id': '17989690393358166'}, {'id': '17882091998243017'}, {'id': '17886754238147879'}]}","Water damage escalates to mold and microbial growth issues in just a few days, which can compromise the health of the inhabitants, including your pets. Water can not only damage walls, floors, and cause toxic mold to grow, but it it can also cause permanent structural damage to a home.
ATZ Home Improvement specializes in water damage cleanup (mitigation) and restoration. We service North N.J. -Morris, Warren, and Sussex County.
If you have any water damage- leaking roof, water in the basement, leaking pipes, or a flood, we are just a phone call away(347)-726-1779. We prioritize our customers health and well being above anything else. We offer free estimates and respond within 30 minutes. We also work with all insurance agencies.
#water #disaster #FLOOD #sewage #Overflow #leakingroof #leaking #pipes #roof #damagerestoration #damagelimitation #damage #mitigation #remediation #leaking #appliances #mold #moldinspection #plumbing #construction",0,0,CAROUSEL_ALBUM,https://www.instagram.com/p/CPi7F76B2r5/,2021-05-31T17:26:55+0000,,none
17886959114148557,,"Aint nothing like seeing all this stuff. I had a good time using my imagination I'm thinking what this whole area would look like without any of the cement. It would be absolutely beautiful.
______________________________________________________________________
#BelowLA #BelowLosAngeles #LAriver #losangelesriver #draining #arroyoseco #LArain #raininLA #harmonicaplayer #losangeles #california #lacanada #lacounty #calilife #calilove #flood #pollution #devilsgatedam #stormdrain #floodcontrol #floodprevention #river #sanfernandovalley #civilengineer #sanitation #civilengineering #urbex #hydrology #pasedena #tunnelsbeneathlosangeles",0,3,VIDEO,https://www.instagram.com/tv/CPi5khLFvKe/,2021-05-31T17:22:47+0000,https://video-sea1-1.cdninstagram.com/v/t50.31694-16/10000000_154463083329205_1765075092520230457_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=s-rnH4XWukIAX9FSymx&_nc_ht=video-sea1-1.cdninstagram.com&oh=1cfa7a81c1ab02769182a27ecce9c764&oe=60BA1FA8,none
17887700483206418,,#savekuttanad #flood#earth#alappuzhabackwaters#,3,24,IMAGE,https://www.instagram.com/p/CPi5hSpJMsT/,2021-05-31T17:13:11+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/194876740_305869427857422_4290575565233814179_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=BUVRWBMowfcAX_AfSgF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1f2a9f17c4bc392199d7a8c44932795a&oe=60B9A9AD,none
17905472371899053,,#rain #weather #texas #flood #golf #makeitstop,0,7,IMAGE,https://www.instagram.com/p/CPi5awQNSCr/,2021-05-31T17:12:17+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/195276017_321168979445647_2027171005391262871_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=VRp59SH3WAEAX8wgDmb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9e43d65694dff79bbe6434ee1efd3748&oe=60B9A26C,none
17883443669208481,"{'data': [{'id': '17880875303264805'}, {'id': '17921236156655028'}, {'id': '18017363047310099'}, {'id': '17901140212982719'}]}","Passing under these bridges, I am shocked at the location. This is a huge risk and could be life or death! Wow! Who would do this?
______________________________________________________________________
#BelowLA #BelowLosAngeles #LAriver #losangelesriver #draining #arroyoseco #LArain #raininLA #harmonicaplayer #losangeles #california #lacanada #lacounty #calilife #calilove #flood #pollution #devilsgatedam #stormdrain #floodcontrol #floodprevention #river #sanfernandovalley #civilengineer #sanitation #civilengineering #urbex #hydrology #pasedena #tunnelsbeneathlosangeles",0,4,CAROUSEL_ALBUM,https://www.instagram.com/p/CPi5ajcMaTD/,2021-05-31T17:12:16+0000,,none
17914337221756031,,"Trochę straszne, trochę ładne. Potop, Moi Drodzy to nic zabawnego. Noe nie lubi tego. #flood #potop #biblia #bible #arras #wawel #krakow #exhobition #arrasywawelskie #poland #museum #museumfreak #trip #muzeum #muzeakrakow #tapiseryart",2,13,IMAGE,https://www.instagram.com/p/CPi43jPjRzI/,2021-05-31T17:07:29+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/193724364_322381509259144_3353516456956489903_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=y-1GPQ9DP1IAX_hPFuL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8cae52251d0f72b16402f5c832606d1d&oe=60B9DEB5,none
17909314261770436,,"Look at this mess. All this trash is gonna wash out to the ocean at first big LA rain. All this talk about pollution. and cleaning things up in the environment. There should be a dedicated team to clean these channels on a regular basis so less trash goes into the ocean.
______________________________________________________________________
#BelowLA #BelowLosAngeles #LAriver #losangelesriver #draining #arroyoseco #LArain #raininLA #harmonicaplayer #losangeles #california #lacanada #lacounty #calilife #calilove #flood #pollution #devilsgatedam #stormdrain #floodcontrol #floodprevention #river #sanfernandovalley #civilengineer #sanitation #civilengineering #urbex #hydrology #pasedena #tunnelsbeneathlosangeles",0,6,VIDEO,https://www.instagram.com/tv/CPi4WvFlUFV/,2021-05-31T17:05:18+0000,https://video-sea1-1.cdninstagram.com/v/t50.16885-16/10000000_813142865983389_5054839882838070633_n.mp4?_nc_cat=103&vs=18228774223049568_4254641889&_nc_vs=HBksFQAYJEdJQ1dtQUNkdDYyVGpPTUNBR2xWQ24wWFppWkdidlZCQUFBRhUAAsgBABUAGCRHTTh1bEF1a1lFajYyNDhBQUNfSjdJN09PWlFwYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaetZDPx9mzPxUCKAJDMywXQFOXbItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&ccb=1-3&_nc_sid=59939d&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2In0%3D&_nc_ohc=42iPP0HjKPYAX_O5Gvg&_nc_ht=video-sea1-1.cdninstagram.com&oh=60d957dba2268494d010c1d9257f6868&oe=60BA1011&_nc_rid=5e28c7a3bf,none
17903270134945678,"{'data': [{'id': '18090920818300782'}, {'id': '17930594227564890'}, {'id': '18159305593149945'}, {'id': '17921142427658680'}, {'id': '18133690084170090'}, {'id': '17921780653640720'}, {'id': '17902141087956251'}, {'id': '18077763484273725'}]}",#india #cyclonetauktae #cyclone #climatechange #climatestrike #gretathunberg #weather #flood #dead #indian #cycloneyaas #skynews #bbc #cnn #instadaily #instagood #picoftheday #mumbai #karnataka #westbengal  #peace #climate #humanity #rain #life #ndtv #aljazeera #news,0,9,CAROUSEL_ALBUM,https://www.instagram.com/p/CPi4j_fhCf9/,2021-05-31T17:04:49+0000,,none
18149216116160008,,"⚠️TW: needles 

We are trained to safely remove and dispose of hazardous materials including needles. We offer cleaning and decontamination services of both commercial and residential properties that have been affected by drugs and other hazardous materials. Call today",1,2,IMAGE,https://www.instagram.com/p/CPi4UMMscNB/,2021-05-31T17:02:39+0000,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/194494288_395970414917675_6530637785699293448_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=QdY13W3jie8AX8FI1S-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a0fe1e1edbea7493281f2cc66ba8f1e2&oe=60BA1A4C,none
17897546369076084,,"There is a clear distinction between the way Pasadena deals with their waterway and how Los Angeles deals with theirs. The upper Arroyo Seco in Pasadena was beautiful with little graffiti and zero homeless camps. As soon as you get into LA County it becomes a big mess with homeless camps on both sides at various locations. We saw lots of wood-burning fires at these homeless camps along our route. It literally looks like good old-fashioned camping. 

Some dude yelled at me and Joe as we were passing by and said give me your bike. We just kept going. Didnt want to have break him off some and dish him out some broken bones lol.

______________________________________________________________________
#BelowLA #BelowLosAngeles #LAriver #losangelesriver #draining #arroyoseco #LArain #raininLA #harmonicaplayer #losangeles #california #lacanada #lacounty #calilife #calilove #flood #pollution #devilsgatedam #stormdrain #floodcontrol #floodprevention #river #sanfernandovalley #civilengineer #sanitation #civilengineering #urbex #hydrology #pasedena #tunnelsbeneathlosangeles",0,5,VIDEO,https://www.instagram.com/tv/CPi3brBlp4b/,2021-05-31T17:01:05+0000,https://video-sea1-1.cdninstagram.com/v/t50.31694-16/10000000_509906250162623_2847522946711559827_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=2WFxaVmMAFgAX8FmNcz&_nc_ht=video-sea1-1.cdninstagram.com&oh=d776a176ed88fd3fbb005bb999fcbcbb&oe=60B959C3,none
